,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1106,Salasar Child Hospital,"Dehar Ka Balaji, Jaipur",1.0,10.0
1107,Apollo Spectra Hospitals,"C Scheme, Jaipur",13.0,40.0
1108,Goyal General Hospital,"Sodala, Jaipur",2.0,25.0
1109,Manipal Hospital,"Vidhyadhar Nagar, Jaipur",31.0,251.0
1110,Dana Shivam Hospital,"Vidhyadhar Nagar, Jaipur",1.0,100.0
1111,Monilek Hospital and Research Centre,"Jawahar Nagar, Jaipur",2.0,100.0
1112,K.M.S. Hospital,"Tilak Nagar, Jaipur",2.0,34.0
1113,Om Mother N Child Hospital,"Murlipura, Jaipur",2.0,25.0
1114,Dr. N M Saboo Memorial Hospital & Research Hospital,"Murlipura, Jaipur",1.0,20.0
1115,Royal Eye Care Hospital,"Adarsh Nagar, Jaipur",1.0,25.0
1116,Bansal Hospital,"Shyam Nagar, Jaipur",1.0,15.0
1117,Antra Hospital,"Jawahar Nagar, Jaipur",1.0,15.0
1118,Sarvopari Dental and ENT Hospital,"Jagatpura, Jaipur",1.0,10.0
1119,Lal Kothi Hospital,"Lal Kothi, Jaipur",1.0,15.0
1120,Charnock Hospital,"Teghoria, Kolkata",15.0,5.0
1121,Amri Hospitals,"Salt Lake, Kolkata",21.0,210.0
1122,Columbia Asia Hospitals,"Salt Lake, Kolkata",16.0,100.0
1123,Genesis Hospital,"Kasba, Kolkata",2.0,5.0
1124,EEDF Hospital,"Jodhpur Park, Kolkata",2.0,130.0
1125,RUBY Hospital,"Kasba, Kolkata",14.0,100.0
1126,Belle Vue Clinic,"Minto Park, Kolkata",29.0,6.0
1127,Disha Eye Hospital,"Barrackpore, Kolkata",3.0,5.0
1128,AMRI Hospital,"Dhakuria, Kolkata",15.0,1000.0
1129,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",1.0,8.0
1130,North City Hospital,"Ultadanga, Kolkata",9.0,110.0
1131,Hindustan Health Point,"Garia, Kolkata",64.0,100.0
1132,Narayana Multispeciality Hospital,"Barasat, Kolkata",3.0,145.0
1133,Sahid Khudiram Bose Hospital,"Belgharia, Kolkata",1.0,60.0
1134,Binayak Multispeciality Hospital,"Dumdum, Kolkata",10.0,100.0
1135,B P Poddar Hospital & Medical Research,"New Alipore, Kolkata",7.0,205.0
1136,SVS Marwari Hospital,"Raja Ram Mohan Sarani, Kolkata",1.0,150.0
1137,Birati Municipal Hospital,"Dumdum, Kolkata",1.0,75.0
1138,ILS Hospitals,"Dumdum Road, Kolkata",10.0,130.0
1139,Fortis Hospital and Kidney Institute,"Rash Behari Avenue, Kolkata",6.0,100.0
1140,Lotus Hospital,"Rajarhat, Kolkata",13.0,25.0
1141,Naba Jiban Hospital,"Shyambazar, Kolkata",1.0,10.0
1142,Techno Global Hospital,"Barrackpore, Kolkata",2.0,130.0
1143,Radius Joint Surgery Hospital,"Gomtinagar, Lucknow",1.0,25.0
1144,Rajendra Nagar Hospital,"Rajendranagar, Lucknow",2.0,13.0
1145,Nirvan Hospital,"Indira Nagar, Lucknow",1.0,50.0
1146,Medox Hospital,"Jankipuram, Lucknow",2.0,40.0
1147,Adarsh Hospital and welfare center,"Ashiyana, Lucknow",1.0,15.0
1148,Adarsh Hospital,"Jankipuram Extension, Lucknow",3.0,25.0
1149,St. Joseph's Hospital,"Gomtinagar, Lucknow",2.0,180.0
1150,Jwala Hospital,"Indira Nagar, Lucknow",1.0,15.0
1151,Dhanraj Hospital,"Mahanagar, Lucknow",3.0,10.0
1152,Neera Hospital,"Mahanagar, Lucknow",3.0,160.0
1153,Devishiv Hospital,"Mahanagar, Lucknow",2.0,25.0
1154,Raghvansh Hospital,"Kalyanpur, Lucknow",1.0,5.0
1155,Gomti Hospital & Maternity Centre,"Chowk, Lucknow",2.0,10.0
1156,Pooja Nursing Home,"Paharpur, Lucknow",5.0,10.0
1157,Vivekananda Polyclinic & Institute Of Medical Sciences,"Niralanagar, Lucknow",15.0,350.0
1158,Lucknow Unani Hospital,"Mahanagar, Lucknow",1.0,2.0
1159,Health Point Hospital,"Thakurganj, Lucknow",3.0,15.0
1160,Life Care Hospital,"Sector-c Sitapur Rd, Lucknow",2.0,10.0
1161,Suchak Hospital,"Malad, Mumbai",8.0,60.0
1162,Hinduja Hospital,"Mahim, Mumbai",148.0,50.0
1163,Dr. LH Hiranandani Hospital,"Powai, Mumbai",187.0,50.0
1164,Fortis Hospital,"Mulund West, Mumbai",117.0,261.0
1165,Godrej Memorial Hospital,"Vikhroli, Mumbai",105.0,110.0
1166,Parakh Hospital,"Ghatkopar East, Mumbai",83.0,80.0
1167,Breach Candy Hospital,"Breach Candy, Mumbai",136.0,65.0
1168,Om Sai Baba Hospital,"Chembur East, Mumbai",7.0,15.0
1169,Bhatia  Hospital,"Tardeo, Mumbai",205.0,209.0
1170,S L Raheja Fortis Hospital,"Mahim, Mumbai",158.0,140.0
1171,Jaslok Hospital,"Peddar Road, Mumbai",27.0,364.0
1172,BSES MG Hospital,"Andheri West, Mumbai",65.0,100.0
1173,Saraogi Hospital,"Malad West, Mumbai",3.0,15.0
1174,Lifewave Hospital,"Malad East, Mumbai",11.0,15.0
1175,Surya Mother and Child Super Speciality Hospital,"Santacruz West, Mumbai",48.0,70.0
1176,Dr Agashe's Maternity And Surgical Nursing Home,"Kurla West, Mumbai",2.0,20.0
1177,Masina Hospital ,"Byculla, Mumbai",121.0,232.0
1178,Holy Spirit Hospital,"Andheri East, Mumbai",32.0,300.0
1179,Aastha Health Care,"Mulund West, Mumbai",19.0,50.0
1180,The Childrens Hospital Mumbai,"Malad West, Mumbai",14.0,12.0
1181,Axis Multispecialty Hospital,"Andheri West, Mumbai",19.0,20.0
1182,Raksha Hospital,"Malad West, Mumbai",8.0,35.0
1183,Bhartiya Arogya Nidhi Hospital,"Juhu, Mumbai",17.0,5.0
1184,Srijan The Fertility Centre & Women Care Hospital,"Borivali West, Mumbai",1.0,15.0
1185,Aditi Hospital,"Mulund West, Mumbai",6.0,4.0
1186,Shree Krishna Hospital,"Borivali East, Mumbai",9.0,21.0
1187,Kohinoor Hospital,"Kurla West, Mumbai",1.0,175.0
1188,Guru Nanak Hospital,"Bandra East, Mumbai",37.0,120.0
1189,Powai Polyclinic & Hospital,"Powai, Mumbai",10.0,30.0
1190,Niron Hospital,"Santacruz East, Mumbai",22.0,50.0
1191,Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,"Kandivali West, Mumbai",4.0,15.0
1192,Hegde Hospital ,"Chembur, Mumbai",3.0,14.0
1193,Criti Care Multi Speciality Hospital & Research Centre,"Andheri West, Mumbai",39.0,100.0
1194,Irla Nursing Home & Polyclinic,"Vileparle West, Mumbai",4.0,16.0
1195,Shalom Medicare Pvt Ltd,"Bhayandar East, Mumbai",16.0,25.0
1196,Shree Hospital,"Chembur, Mumbai",4.0,28.0
1197,Endocrine and Diabetes Clinic,"Borivali West, Mumbai",3.0,20.0
1198,Ankur Hospital,"Kandivali West, Mumbai",4.0,15.0
1199,Mangal Anand Hospital,"Chembur, Mumbai",11.0,38.0
1200,Maruti Nursing Home,"Mulund East, Mumbai",4.0,15.0
1201,Narurkar ENT Hospital,"Chembur East, Mumbai",1.0,2.0
1202,Bombay Hospital & Medical Research Centre,"Marine Lines, Mumbai",224.0,900.0
1203,Saifee Hospital,"Charni Road, Mumbai",170.0,256.0
1204,Tandon Hospital,"Chembur East, Mumbai",4.0,11.0
1205,Eye care centre,"Malad West, Mumbai",1.0,10.0
1206,Arogyam Hospital,"Kanjurmarg, Mumbai",2.0,15.0
1207,Sujay Hospital,"Vileparle West, Mumbai",21.0,50.0
1208,Ojas Eye Hospital,"Bandra West, Mumbai",4.0,25.0
1209,DNA Multispeciality Hospital ,"Kandivali East, Mumbai",2.0,15.0
1210,Janhvi Nursing Home Pvt Ltd.,"Malad West, Mumbai",6.0,15.0
1211,Karuna Hospital,"Borivali West, Mumbai",25.0,50.0
1212,Sanket Hospital,"Borivali West, Mumbai",2.0,9.0
1213,Shree Samarth Nursing Home,"Matunga, Mumbai",2.0,18.0
1214,Diamond Hospital,"Jogeshwari West, Mumbai",5.0,20.0
1215,Mallika Hospital,"Jogeshwari West, Mumbai",3.0,30.0
1216,Anand Hospital,"Mira Road, Mumbai",2.0,15.0
1217,Aashna Nursing Home,"Andheri, Mumbai",13.0,10.0
1218,Sona Hospital And Medical Centre,"Santacruz East, Mumbai",17.0,15.0
1219,Seven Eleven Hospital,"Mira Road, Mumbai",22.0,150.0
1220, Nagher Samaj Hospital,"Ghatkopar West, Mumbai",2.0,15.0
1221,Madhu Hospital,"Bhandup West, Mumbai",9.0,25.0
1222,New Noor Hospital,"Kurla West, Mumbai",10.0,5.0
1223,Prakash Jyot Hospital & I.C.C.U,"Govandi, Mumbai",3.0,20.0
1224,Jain Hospital,"Goregaon West, Mumbai",2.0,5.0
1225,Sneh Nursing Home,"Andheri, Mumbai",2.0,4.0
1226,Shalyak Hospital,"Jogeshwari East, Mumbai",11.0,28.0
1227,Rushabh Hospital,"Chembur, Mumbai",1.0,10.0
1228,Sanghvi Hospital,"Andheri West, Mumbai",4.0,5.0
1229,Asha Maternity And General Hospital,"Malad East, Mumbai",6.0,30.0
1230,City Hospital-kurla,"Kurla West, Mumbai",2.0,50.0
1231,Kokan Hospital,"Jogeshwari East, Mumbai",4.0,21.0
1232,Bakul Parekh Children's Hospital,"Ghatkopar East, Mumbai",2.0,50.0
1233,Dr. Yadav Hospital,"Nalasopara West, Mumbai",3.0,16.0
1234,Speciality ENT Hospital,"Kandivali East, Mumbai",5.0,4.0
1235,Sunridges Speciality Hospital,"Vileparle West, Mumbai",2.0,30.0
1236,Samartha Hospital,"Mira Road, Mumbai",2.0,10.0
1237,Pandya Surgical & Maternity Hospital,"Borivali, Mumbai",4.0,8.0
1238,Benzer Nursing Home,"Andheri West, Mumbai",7.0,15.0
1239,Excel ENT Hospital,"Ghatkopar East, Mumbai",7.0,3.0
1240,Criticare Hospital,"Andheri East, Mumbai",1.0,100.0
1241,ARK Hospital,"Andheri West, Mumbai",9.0,20.0
1242,Sai Baba Hospital,"Bhayandar East, Mumbai",5.0,34.0
1243,Maru Hospital,"Parel, Mumbai",33.0,20.0
1244,Hitankshi Nursing Home,"Mira Road, Mumbai",6.0,15.0
1245,Kapadia Multispeciality Hospital,"Goregaon West, Mumbai",1.0,30.0
1246,Ashwini Accident Hospital,"Mahim, Mumbai",21.0,10.0
1247,Global Hospital,"Parel, Mumbai",3.0,200.0
1248,Sanjeevanee Hospital,"Dadar East, Mumbai",2.0,15.0
1249,Sobti Hospital,"Matunga, Mumbai",3.0,7.0
1250,Worli Hospital For Women,"Worli, Mumbai",8.0,8.0
1251,Atlantis Hospital,"Malad West, Mumbai",2.0,20.0
1252,Ruby Hospital - A Venture of Arogyam Hospital,"Bhandup West, Mumbai",6.0,15.0
1253,Oscar Multispeciality Hospital,"Kandivali West, Mumbai",7.0,75.0
1254,Parakh Hospital,"Ghatkopar, Mumbai",1.0,80.0
1255,Apex Multi Speciality Hospital ,"Sakinaka, Mumbai",2.0,18.0
1256,Ashok Hospital,"Dahisar East, Mumbai",6.0,12.0
1257,Zenith Hospital,"Malad, Mumbai",5.0,100.0
1258,Spring Life IVF & Fertility Centre,"Parel, Mumbai",6.0,9.0
1259,SAS Hospital,"Bhandup West, Mumbai",1.0,25.0
1260,Mehta International Eye Institute,"Colaba, Mumbai",1.0,3.0
1261,Masrani Hospital For Women,"Andheri, Mumbai",19.0,15.0
1262,Surana Sethia Hospital and Research Center,"Chembur, Mumbai",5.0,75.0
1263,Shah Nursing Home ,"Matunga, Mumbai",1.0,8.0
1264,Swastik Nursing Home,"Ghatkopar West, Mumbai",10.0,10.0
1265,Dr. Farid's Hospital,"Mira Road, Mumbai",1.0,15.0
1266,Parekh Eye Hospital,"Bandra, Mumbai",3.0,3.0
1267,Surana Hospital,"Bhayandar, Mumbai",12.0,15.0
1268,Pikale Hospital,"Mahim, Mumbai",4.0,10.0
1269,Jeevan Maternity & General Hospital,"Malad East, Mumbai",5.0,30.0
1270,Platinum Hospital,"Mulund East, Mumbai",17.0,100.0
1271,Pancholi Hospital,"Ghatkopar East, Mumbai",11.0,20.0
1272,Sarla Hospital,"Santacruz West, Mumbai",4.0,35.0
1273,Pushpaa Hospital,"Andheri West, Mumbai",2.0,15.0
1274,Manisha's Sparshad Nursing Home,"Bhandup, Mumbai",3.0,15.0
1275,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1.0,15.0
1276,Endoscopy Asia,"Sion West, Mumbai",37.0,80.0
1277,Apollo Spectra Hospital,"Chembur, Mumbai",1.0,16.0
1278,Chandrajyoti Children and General Hospital,"Ghatkopar West, Mumbai",2.0,18.0
1279,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1.0,6.0
1280,Kanchi Nursing Home,"Goregaon East, Mumbai",9.0,16.0
1281,Shreeji Hospital,"Ghatkopar West, Mumbai",3.0,15.0
1282,Ashirwad Maternity & Nursing Home,"Bhandup West, Mumbai",2.0,16.0
1283,Shree Hospital,"Mulund, Mumbai",2.0,20.0
1284,Sangita Maternity Surgical & Diagnostic Centre,"Andheri West, Mumbai",11.0,15.0
1285,FourCare Hospital,"Vileparle East, Mumbai",1.0,6.0
1286,Belle Vue Nursing Home,"Andheri West, Mumbai",2.0,25.0
1287,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",1.0,15.0
1288,Rathod Orthopaedic Hospital,"Borivali West, Mumbai",5.0,5.0
1289,Prime Hospital - Malad West,"Marve, Mumbai",7.0,15.0
1290,Universal Eye Clinic,"Wadala, Mumbai",2.0,2.0
1291,Sai Hospital-Thane,"Mulund, Mumbai",17.0,25.0
1292,Mohit Hospital,"Borivali East, Mumbai",1.0,25.0
1293,Modi Hospital ,"Mulund, Mumbai",11.0,25.0
1294,Shiv Om Hospital,"Mira Road, Mumbai",1.0,20.0
1295,Bhavna Maternity & Nursing Home,"Ghatkopar West, Mumbai",3.0,5.0
1296,Shreeji Kripa Nursing Home,"Borivali, Mumbai",3.0,8.0
1297,Atullok Hospital,"Vikhroli East, Mumbai",1.0,15.0
1298,Unique Hospital,"Andheri West, Mumbai",1.0,15.0
1299,Babasaheb Gawde Hospital,"Vileparle East, Mumbai",9.0,65.0
1300,Cansure Centre,"Mulund West, Mumbai",2.0,17.0
1301,The Vein Center - Sushrut Hospital,"Andheri East, Mumbai",2.0,5.0
1302,Dr Shah's Garbhasanskar Hospital,"Dadar, Mumbai",2.0,6.0
1303,Lotus Multispecialty Hospital,"Borivali West, Mumbai",2.0,25.0
1304,Regent Hospital,"Mira Road, Mumbai",1.0,50.0
1305,Nirmala Hospital,"Mahalaxmi, Mumbai",2.0,27.0
1306,Dr. Gujar's Maternity and Surgical Hospital,"Mulund East, Mumbai",2.0,8.0
1307,Riddhi Vinayak Hospital,"Malad West, Mumbai",2.0,60.0
1308,Marve Nursing Home,"Malad West, Mumbai",2.0,15.0
1309,Shruti Nursing Home,"Bandra, Mumbai",1.0,11.0
1310,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1.0,15.0
1311,Harish Nursing Home,"Lower Parel, Mumbai",5.0,9.0
1312,Asmira Hospital,"Sakinaka, Mumbai",3.0,10.0
1313,Lakshmi Nursing Home,"Mulund West, Mumbai",5.0,18.0
1314,Riddhi Nursing Home,"Borivali West, Mumbai",2.0,8.0
1315,Matushree Hospital,"Kandivali West, Mumbai",54.0,14.0
1316,Thunga Hospital,"Malad West, Mumbai",1.0,140.0
1317,Yashada Maternity & Surgical Home  ,"Goregaon East, Mumbai",3.0,18.0
1318,Apollo Spectra Hospitals,"Tardeo, Mumbai",2.0,50.0
1319,Namaha Healthcare,"Kandivali West, Mumbai",1.0,60.0
1320,Womens Hospital,"Andheri West, Mumbai",1.0,12.0
1321,Zen Multispeciality Hospital,"Chembur, Mumbai",1.0,110.0
1322,Cumballa Hill Hospital and Heart Institute,"Kemps Corner, Mumbai",8.0,51.0
1323,Asian Cancer Institute,"Sion East, Mumbai",6.0,80.0
1324,Hope The Nursing Home,"Grant Road, Mumbai",3.0,18.0
1325,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",1.0,30.0
1326,Bhavsar Nursing Home & ICCU,"Bhandup West, Mumbai",3.0,25.0
1327,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",1.0,10.0
1328,Zynova Heart Hospital,"Ghatkopar West, Mumbai",1.0,25.0
1329,Priyank Nursing Home,"Prabhadevi, Mumbai",5.0,7.0
1330,Aasha  Fertility Centre,"Borivali West, Mumbai",11.0,12.0
1331,Sneha Hospital,"Bhayandar East, Mumbai",1.0,11.0
1332,Cloudnine Clinic,"Andheri West, Mumbai",1.0,100.0
1333,Chandorkar Hospital,"Borivali, Mumbai",1.0,6.0
1334,Mangal Murti Hospital,"Borivali West, Mumbai",14.0,30.0
1335,World Gastroenterology Institute,"Andheri West, Mumbai",2.0,30.0
1336,Jogeshwari Hospital,"Jogeshwari West, Mumbai",1.0,14.0
1337,Jayashree Nurshing Home,"Kandivali West, Mumbai",6.0,10.0
1338,Lion Kartar Singh Hospital,"Andheri West, Mumbai",2.0,20.0
1339,Lifecare Hospital,"Kandivali East, Mumbai",2.0,18.0
1340,Sai Hospital,"Antop Hill, Mumbai",1.0,25.0
1341,Ruby Hospital,"Jogeshwari West, Mumbai",1.0,26.0
1342,Sai Ganga Hospital,"Bhayandar East, Mumbai",1.0,20.0
1343,Globus Hospital,"Nalasopara East, Mumbai",1.0,23.0
1344,Ramlok ENT Hospital,"Bhayandar West, Mumbai",1.0,20.0
1345,Arth Hospital,"Nalasopara East, Mumbai",1.0,20.0
1346,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1.0,10.0
1347,Antop Hill Hospital,"Antop Hill, Mumbai",2.0,10.0
1348,Sanjeevani Maternity,"Mira Road, Mumbai",4.0,10.0
1349,Mannat Hospital,"Govandi, Mumbai",1.0,18.0
1350,Patni Hospital,"Goregaon, Mumbai",1.0,15.0
1351,Ayush Hospital,"Kandivali, Mumbai",4.0,13.0
1352,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",1.0,9.0
1353,Atharva Hospital,"Kandivali East, Mumbai",1.0,15.0
1354,Apex Hospital,"Govandi, Mumbai",1.0,10.0
1355,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",1.0,15.0
1356,KLS Memorial Hospital,"Vileparle West, Mumbai",5.0,5.0
1357,Sahara Nursing Home,"Govandi, Mumbai",1.0,12.0
1358,Mahavir Nursing Home,"Govandi, Mumbai",1.0,20.0
1359,Santrupti Hospital And Maternity Care,"Chunabhatti, Mumbai",3.0,8.0
1360,Seven Star Multispeciality Hospital,"Kandivali East, Mumbai",2.0,100.0
1361,Sarodev Hospital,"Kandivali East, Mumbai",5.0,10.0
1362,Siddhivinayak Hospital,"Kandivali East, Mumbai",2.0,6.0
1363,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",1.0,20.0
1364,Dr. Das Hospital & ICCU,"Chembur East, Mumbai",9.0,45.0
1365,Le Nest Hospital,"Malad West, Mumbai",2.0,15.0
1366,Prime Hospital,"Goregaon East, Mumbai",2.0,10.0
1367,V Care Hospital and ICU,"Kurla East, Mumbai",5.0,17.0
1368,SHREEDHAR HOSPITAL,"Dadar, Mumbai",2.0,6.0
1369,Central Hospital,"Sakinaka, Mumbai",11.0,20.0
1370,Global Nursing Home,"Ghatkopar, Mumbai",1.0,30.0
1371,Dr Tambe's Children Hospital,"Vikhroli East, Mumbai",17.0,9.0
1372,Govandi Nursing Home,"Govandi, Mumbai",1.0,12.0
1373,Amrut Nursing Home,"Ghatkopar West, Mumbai",1.0,15.0
1374,SRV Hospital,"Goregaon West, Mumbai",5.0,45.0
1375,Shobhana Hospital,"Bhayandar East, Mumbai",1.0,11.0
1376,Agarwal Nursing Home,"Bandra West, Mumbai",1.0,9.0
1377,Al-Hasan Children Hospital,"Nalasopara West, Mumbai",2.0,13.0
1378,Shastri Nursing Home,"Santacruz East, Mumbai",1.0,15.0
1379,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",1.0,2.0
1380,Desai Hospital & Maternity Centre,"Dadar West, Mumbai",2.0,10.0
1381,Saidhan Eye Hospital ,"Mulund East, Mumbai",1.0,4.0
1382,Atharva Hospital & Research Center,"Sion East, Mumbai",1.0,20.0
1383,Durga Nursing Home,"Andheri East, Mumbai",2.0,16.0
1384,Orbit Eye Hospital,"Jogeshwari, Mumbai",4.0,25.0
1385,Prakash Nursing Home,"Nalasopara West, Mumbai",1.0,14.0
1386,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1.0,10.0
1387,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",1.0,20.0
1388,Puranik Hospital,"Malad West, Mumbai",1.0,10.0
1389,Krishnadeep Hospital,"Nalasopara West, Mumbai",1.0,4.0
1390,Aadarsh Nursing Home,"Ghatkopar West, Mumbai",6.0,20.0
1391,Shree ENT Nursing Home,"Vileparle East, Mumbai",1.0,5.0
1392,Dr. Dipti's physiotherapy centre,"Mira Road, Mumbai",3.0,20.0
1393,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",1.0,10.0
1394,Mahavir Medical Research Centre,"Khar West, Mumbai",2.0,25.0
1395,Dr. Vaidya Eye Hospital,"Andheri West, Mumbai",4.0,20.0
1396,Disha Hospital,"Ghatkopar West, Mumbai",3.0,5.0
1397,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",1.0,11.0
1398,Aashirwad Hospital,"Andheri West, Mumbai",1.0,6.0
1399,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1.0,15.0
1400,Lotus hospital,"Govandi, Mumbai",1.0,18.0
1401,Mandar Nursing Home,"Bandra West, Mumbai",1.0,9.0
1402,Vikas Nursing Home,"Govandi, Mumbai",1.0,21.0
1403,Sadguru Hospital,"Goregaon West, Mumbai",1.0,15.0
1404,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1.0,7.0
1405,CEDS Eye Hospital,"Bandra West, Mumbai",3.0,4.0
1406,Samadhan Hospital,"Sion West, Mumbai",3.0,4.0
1407,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1.0,9.0
1408,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1.0,8.0
1409,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1.0,20.0
1410,"Dr Ashvith Shetty's Clinic, Hiranandani hospital","Powai, Mumbai",1.0,240.0
1411,Orbit Hospital,"Mulund East, Mumbai",1.0,12.0
1412,Sujay Hospital And Research Center,"Juhu, Mumbai",1.0,30.0
1413,Vivek Nursing Home,"Ghatkopar West, Mumbai",1.0,20.0
1414,Surya Hospital,"Andheri, Mumbai",1.0,15.0
1415,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",1.0,12.0
1416,Hira Surgical Nursing Home,"Goregaon East, Mumbai",1.0,7.0
1417,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",1.0,9.0
1418,Dhanvantari Hospital,"Andheri West, Mumbai",1.0,12.0
1419,Apex Hospital,"Borivali West, Mumbai",4.0,5.0
1420,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1.0,25.0
1421,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",1.0,17.0
1422,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",1.0,35.0
1423,Mangalmurti Hospital,"Bhayandar East, Mumbai",1.0,15.0
1424,City Hospital,"Jogeshwari West, Mumbai",1.0,20.0
1425,Kailash Hospital,"Sector 27, Noida",27.0,325.0
1426,Max Hospital,"Sector 19, Noida",84.0,20.0
1427,Yatharth Wellness Hospital & Trauma Centre,"Greater Noida, Noida",5.0,157.0
1428,Metro Multispeciality Hospital,"Sector 11, Noida",25.0,207.0
1429,Fortis Hospital,"Sector 62, Noida",44.0,75.0
1430,Apollo Hospitals,"Sector 26, Noida",10.0,700.0
1431,Surbhi Hospital,"Sector 35, Noida",9.0,200.0
1432,Sumitra Hospital,"Sector 35, Noida",27.0,50.0
1433,ICare Eye Hospital,"Sector 26, Noida",11.0,10.0
1434,Ganapati Hospital And Maternity Center,"Sector 108, Noida",3.0,5.0
1435,Jaypee Hospital,"Greater Noida West, Noida",10.0,50.0
1436,Dr. Akash Garg Clinic,"Sector 22, Noida",1.0,34.0
1437,J S Hospital,"Sector 135, Noida",6.0,100.0
1438,Yatharth Wellness Superspeciality Hospital,"Sector 110, Noida",1.0,340.0
1439,Max Multispeciality Hospital,"Greater Noida, Noida",5.0,114.0
1440,Green City Hospital,"Greater Noida, Noida",1.0,50.0
1441,AIMS Hospital,"Greater Noida, Noida",2.0,50.0
1442,Amrapali Hospital,"Greater Noida, Noida",10.0,100.0
1443,Samvedana Physiotherapy & Rehabilitation Centre @ Samvedana Hospital,"Sector 48, Noida",1.0,100.0
1444,Life Care Hospital,"Sector 61, Noida",11.0,50.0
1445,Tripathi Hospital,"Sector 119, Noida",8.0,50.0
1446,IndoGulf Hospital & Diagnostics,"Sector 19, Noida",42.0,50.0
1447,Jaypee Hospital,"Sector 128, Noida",12.0,1200.0
1448,SJM Super Speciality Hospital,"Sector 63, Noida",11.0,125.0
1449,Prayag Hospital,"Sector 41, Noida",3.0,35.0
1450, Prakash Hospital,"Sector 33, Noida",11.0,120.0
1451,MITR Hospitals,"Sector 35, Noida",23.0,100.0
1452,Metro Hospitals & Heart Institute,"Sector 12, Noida",6.0,110.0
1453,Satya Medical Centre,"Sector 34, Noida",2.0,50.0
1454,Felix Hospital,"Sector 137, Noida",22.0,150.0
1455,Vinayak Hospital,"Sector 27, Noida",2.0,50.0
1456,Sharma Medicare Hospital,"Greater Noida, Noida",2.0,120.0
1457,Manas Hospital,"Sector 34, Noida",1.0,82.0
1458,Dipakshi Multispeciality Hospital,"Sector 33, Noida",9.0,100.0
1459,Kumar Hospital,"Greater Noida, Noida",3.0,30.0
1460,Vidya Hospital,"Dadri, Noida",1.0,100.0
1461,Santura Hospital,"Greater Noida, Noida",1.0,20.0
1462,Dipakshi Multispeciality Hospital,"Sector 33, Noida",9.0,100.0
1463,Rhythm Healthcare,"Pimple Saudagar, Pune",2.0,6.0
1464,Sahyadri Hospitals,"Deccan Gymkhana, Pune",33.0,200.0
1465,Galaxy Hospital,"Pimple Saudagar, Pune",2.0,10.0
1466,Shashwat Hospital,"Kothrud, Pune",58.0,30.0
1467,Deenanath Mangeshkar Hospital,"Erandwane, Pune",65.0,700.0
1468,Shashwat Hospital,"Aundh, Pune",26.0,60.0
1469,Lotus Multispeciality Hospital,"Pimple Saudagar, Pune",11.0,40.0
1470,Columbia Asia Hospital,"Kharadi, Pune",18.0,50.0
1471,Maharashtra Medical Foundation - Joshi Hospital,"Shivaji Nagar, Pune",37.0,110.0
1472,Orchid Hospital,"Lohegaon, Pune",3.0,60.0
1473,Harsh Hospital,"Market Yard, Pune",2.0,15.0
1474,National Institute Of Ophthalmology,"Shivaji Nagar, Pune",4.0,16.0
1475,Dhanwantari Hospital,"Nigdi, Pune",19.0,30.0
1476,Hiremath Hospital,"Chinchwad, Pune",2.0,15.0
1477,Krishna Hospital,"Kothrud, Pune",17.0,40.0
1478,Surya Mother & Child Super Speciality Hospital,"Wakad, Pune",16.0,100.0
1479,Kidney & Urology Super-Speciality Clinic,"Rasta Peth, Pune",2.0,8.0
1480,Sahyadri Hospital,"Kothrud, Pune",32.0,30.0
1481,Kedarnath General Hospital,"Vishrantwadi, Pune",19.0,24.0
1482,Medipoint Hospital,"Aundh, Pune",25.0,102.0
1483,ACE Hospital,"Erandwane, Pune",42.0,40.0
