,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1123,Eswar Medical Foundation,"Kolathur, Chennai",2.0,35.0
1124,Prachiti Hospital & Research Centre,"Sinhagad Road, Pune",2.0,10.0
1125,Jeevan Jyoti Hospital,"Okhla, Delhi",2.0,5.0
1126,Astha Hospital,"Chikhali, Pune",2.0,30.0
1127,RG Stone Urology & Laparoscopy Hospital,"Greater Kailash, Delhi",2.0,55.0
1128,Paul Nursing Home & Child Care Center,"Hari Nagar, Delhi",2.0,8.0
1129,Sanchet Hospital ,"Paschim Vihar, Delhi",2.0,20.0
1130,Kaushal Hospital,"Pimpri, Pune",2.0,20.0
1131,Tongaonkar Hospital,"Akurdi, Pune",2.0,20.0
1132,Chellam Hospital,"Madambakkam, Chennai",2.0,30.0
1133,MJM Hospital,"Shivaji Nagar, Pune",2.0,100.0
1134,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",2.0,20.0
1135,World Gastroenterology Institute,"Andheri West, Mumbai",2.0,30.0
1136,Bagavathi Multi Speciality Hospital,"HSR Layout, Bangalore",2.0,40.0
1137,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",2.0,25.0
1138,Mother Hospital & Maternity Home,"Mota Varachha, Surat",2.0,20.0
1139,Bengaluru Smiles Hospital,"Mathikere - BEL, Bangalore",2.0,50.0
1140,Swetha Hospital,"Khairatabad, Hyderabad",2.0,12.0
1141,Unity Hospital,"Rajarajeshwarinagar, Bangalore",2.0,5.0
1142,Shri Vijayalakshmi Hospital & Trauma Centre,"Hennur, Bangalore",2.0,15.0
1143,Indo US Diabetes Research Center & Multi Specialty Hospital,"Malakpet, Hyderabad",2.0,140.0
1144,Vinayak Hospital,"Sector 27, Noida",2.0,50.0
1145,Rhythm Healthcare,"Pimple Saudagar, Pune",2.0,6.0
1146,Harsh Hospital,"Market Yard, Pune",2.0,15.0
1147,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0
1148,Narayana Nethralaya,"Bannerghatta Road, Bangalore",2.0,21.0
1149,Sigma Hospitals,"Dilsukhnagar, Hyderabad",2.0,50.0
1150,M.V. Centre For Diabetes,"Koramangala, Bangalore",2.0,1.0
1151,Hope Hospital,"Munnekollal, Bangalore",2.0,20.0
1152,Beams Hospital,"Koramangala, Bangalore",2.0,8.0
1153,Vatsalya Hospital,"Parvat, Surat",2.0,24.0
1154,Shreyas Hospital ,"Ecil, Hyderabad",2.0,50.0
1155,Mohammedi Memorial Hospital,"Attapur, Hyderabad",2.0,20.0
1156,Madhuram Multispeciality Hospital & ICU,"Palanpur Nd, Surat",2.0,18.0
1157,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",2.0,30.0
1158,Rvushi Children Hospital,"Laldarwaja, Surat",2.0,40.0
1159,Saicharan Hospital,"Ramanthapur, Hyderabad",2.0,10.0
1160,Satya Medical Centre,"Sector 34, Noida",2.0,50.0
1161,Add Life Hospitals,"Kukatpally, Hyderabad",2.0,15.0
1162,Galaxy Hospital,"Pimple Saudagar, Pune",2.0,10.0
1163,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2.0,15.0
1164,Shankar Nursing Home,"KR Puram, Bangalore",2.0,5.0
1165,AIMS Hospital,"Greater Noida, Noida",2.0,50.0
1166,Asha Nursing Home,"Banaswadi, Bangalore",2.0,16.0
1167,Republic Hospital,"Richmond Town, Bangalore",2.0,70.0
1168,Sharma Medicare Hospital,"Greater Noida, Noida",2.0,120.0
1169,Shrinivas Hospital,"Kankarbagh, Patna",2.0,50.0
1170,Kidney & Urology Super-Speciality Clinic,"Rasta Peth, Pune",2.0,8.0
1171,Win Vision Eye Hospitals,"Begumpet, Hyderabad",2.0,10.0
1172,Susheela Hospital,"Ramanthapur, Hyderabad",2.0,10.0
1173,Birthright By Rainbow,"Banjara Hills, Hyderabad",2.0,150.0
1174,Medstar Speciality Hospital,"Sahakaranagar, Bangalore",2.0,35.0
1175,Spurthy Hospital,"BTM Layout, Bangalore",2.0,15.0
1176,Foram Hospital,"Rander, Surat",2.0,16.0
1177,Aamanya Hospital,"Adajan Dn, Surat",2.0,15.0
1178,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",2.0,5.0
1179,Divyadristhi Eye Hospital,"Vijayanagar, Bangalore",2.0,5.0
1180,Hiremath Hospital,"Chinchwad, Pune",2.0,15.0
1181,Raj Retina & Eye Care Centre,"Patna, Patna",2.0,5.0
1182,Mangalmurti Hospital,"Bhayandar East, Mumbai",1.0,15.0
1183,Asian Hospital,"Bhugaon, Pune",1.0,10.0
1184,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",1.0,17.0
1185,Deccan Multispeciality Hardikar Hospital,"Shivaji Nagar, Pune",1.0,80.0
1186,Maatre Hospital,"L.P. Savani, Surat",1.0,15.0
1187,NIXI ICU & Accident Hospital,"Handewadi, Pune",1.0,25.0
1188,Sai Medical Hospital And Maternity Home,"L.P. Savani, Surat",1.0,15.0
1189,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",1.0,20.0
1190,Welcare Hospital,"Palanpur Nd, Surat",1.0,15.0
1191,Krishna Hospital,"Sangavi, Pune",1.0,10.0
1192,Abhidhara Hospital,"Amroli, Surat",1.0,15.0
1193,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",1.0,35.0
1194,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1.0,25.0
1195,Mayya Maternity Hospital,"Amroli, Surat",1.0,10.0
1196,Ram Krishna Hospital,"Sadashiv Peth, Pune",1.0,10.0
1197,Sahara Nursing Home,"Govandi, Mumbai",1.0,12.0
1198,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",1.0,9.0
1199,Olive Hospital,"Adajan Dn, Surat",1.0,15.0
1200,Waltair Multicare Hospital,"Waltair R S, Visakhapatnam",1.0,5.0
1201,Chaitanya Hospital,"Parvati Gaon, Pune",1.0,25.0
1202,Mahavir Nursing Home,"Govandi, Mumbai",1.0,20.0
1203,Dhanvantari Hospital,"Andheri West, Mumbai",1.0,12.0
1204,Ankur Hospital,"Varachha Road, Surat",1.0,8.0
1205,Sriji Hospital,"Adajan Dn, Surat",1.0,16.0
1206,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",1.0,50.0
1207,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1.0,25.0
1208,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",1.0,2.0
1209,City Hospital,"Jogeshwari West, Mumbai",1.0,20.0
1210,Samvedana Physiotherapy & Rehabilitation Centre @ Samvedana Hospital,"Sector 48, Noida",1.0,100.0
1211,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1.0,10.0
1212,Nupoor Maternity Home & Sonography Clinic,"Pal Bhatha, Surat",1.0,7.0
1213,NuCare Hospital,"Baner, Pune",1.0,25.0
1214,Arth Hospital,"Nalasopara East, Mumbai",1.0,20.0
1215,Ramlok ENT Hospital,"Bhayandar West, Mumbai",1.0,20.0
1216,Globus Hospital,"Nalasopara East, Mumbai",1.0,23.0
1217,Royal Hospital,"Katraj, Pune",1.0,6.0
1218,Siddhi Hospital & Laparoscopy Center Pvt. Ltd.,"Dhankawadi, Pune",1.0,51.0
1219,Sai Ganga Hospital,"Bhayandar East, Mumbai",1.0,20.0
1220,Kamat Hospital,"Chinchwad, Pune",1.0,50.0
1221,Ruby Hospital,"Jogeshwari West, Mumbai",1.0,26.0
1222,Sai Hospital,"Antop Hill, Mumbai",1.0,25.0
1223,Khaire Hospital,"Chinchwad, Pune",1.0,20.0
1224,Green City Hospital,"Greater Noida, Noida",1.0,50.0
1225,CT Nursing Home,"Dhanori, Pune",1.0,20.0
1226,Yatharth Wellness Superspeciality Hospital,"Sector 110, Noida",1.0,340.0
1227,Radha Krishna Pavan Nursing Home,"Sriharipuram, Visakhapatnam",1.0,3.0
1228,Sainath Hospital,"Moshi, Pune",1.0,100.0
1229,Bharati Vidyapeeth Deemed University & Medical College,"Dhankawadi, Pune",1.0,800.0
1230,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",1.0,15.0
1231,Bhoir Hospital,"Thergaon, Pune",1.0,5.0
1232,Apex Hospital,"Govandi, Mumbai",1.0,10.0
1233,Ashtvinayak Hospital,"Moshi, Pune",1.0,50.0
1234,Hira Surgical Nursing Home,"Goregaon East, Mumbai",1.0,7.0
1235,Krishna Children's Hospital,"Akkayyapalem, Visakhapatnam",1.0,2.0
1236,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",1.0,9.0
1237,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1.0,10.0
1238,C T Hospital,"Thergaon, Pune",1.0,10.0
1239,Patni Hospital,"Goregaon, Mumbai",1.0,15.0
1240,Devashri Hospital,"Padmavati, Pune",1.0,5.0
1241,5th Sense Animal Health Care,"Baner, Pune",1.0,2.0
1242,Saidharm Eye Hospital,"Katargam, Surat",1.0,2.0
1243,Mannat Hospital,"Govandi, Mumbai",1.0,18.0
1244,K K Hospital,"Chandan Nagar, Pune",1.0,45.0
1245,Aarushi Orthopaedic Hospital,"Amroli, Surat",1.0,15.0
1246,Shubham Hospital,"L.P. Savani, Surat",1.0,16.0
1247,Atharv Hospital,"Shivaji Nagar, Pune",1.0,10.0
1248,Shree Pandav Multispeciality Hospital,"Amroli, Surat",1.0,15.0
1249,Atharva Hospital,"Kandivali East, Mumbai",1.0,15.0
1250,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1.0,9.0
1251,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",1.0,12.0
1252,Prakash Nursing Home,"Nalasopara West, Mumbai",1.0,14.0
1253,Unique Hospitals,"Udhna, Surat",1.0,100.0
1254,Ashwini Hospital,"Chinchwad, Pune",1.0,10.0
1255,Shree Ayurveda Hospital,"Varachha Road, Surat",1.0,2.0
1256,Shree Nandan Eye Hospital,"Varachha Road, Surat",1.0,6.0
1257,Pinkle Hospital,"Haripura, Surat",1.0,18.0
1258,Atharva Hospital & Research Center,"Sion East, Mumbai",1.0,20.0
1259,Mahavir Vatsalya Aspataal,"Kurji Md. Pur, Patna",1.0,120.0
1260,Pune Netralaya,"Aundh, Pune",1.0,1.0
1261,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1.0,10.0
1262,Arylok Hospital,"Sinhagad Road, Pune",1.0,2.0
1263,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",1.0,20.0
1264,Deshpande Eye Hospital & Laser Center,"Paud Road, Pune",1.0,1.0
1265,Sri Gopal Hospital,"Katargam, Surat",1.0,21.0
1266,Global Nursing Home,"Ghatkopar, Mumbai",1.0,30.0
1267,Lokmanya Hospital,"Nigdi, Pune",1.0,110.0
1268,Puranik Hospital,"Malad West, Mumbai",1.0,10.0
1269,Avadh Eye Hospital,"Kankarbagh, Patna",1.0,20.0
1270,Oshodhara Mother and Child Hospital Pvt Ltd,"Kankarbagh, Patna",1.0,20.0
1271,Savani Surgical Hospital,"Varachha Road, Surat",1.0,15.0
1272,Desai Accident & General Hospital,"Bhosari, Pune",1.0,48.0
1273,Nityaseva Hospital,"Sangvi, Pune",1.0,2.0
1274,Khushi Hospital,"Godadara, Surat",1.0,14.0
1275,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",1.0,2.0
1276,Marathe Hospital,"Swargate, Pune",1.0,10.0
1277,Sahawas Hospital,"Karve Nagar, Pune",1.0,5.0
1278,Agarwal Nursing Home,"Bandra West, Mumbai",1.0,9.0
1279,Pritam Children's Hospital,"Bhosari, Pune",1.0,25.0
1280,Shobhana Hospital,"Bhayandar East, Mumbai",1.0,11.0
1281,Gavane Hospital,"Wakad, Pune",1.0,5.0
1282,Ortho World,"Kankarbagh, Patna",1.0,50.0
1283,Dugad Hospital,"Satara Road, Pune",1.0,15.0
1284,Nihar Hospital,"Adajan Dn, Surat",1.0,15.0
1285,Amrut Nursing Home,"Ghatkopar West, Mumbai",1.0,15.0
1286,State Cancer Institute,"Sheikhpura, Patna",1.0,400.0
1287,Saidhan Eye Hospital ,"Mulund East, Mumbai",1.0,4.0
1288,Desai's Orthopaedic Hospital,"Adajan Dn, Surat",1.0,16.0
1289,Govandi Nursing Home,"Govandi, Mumbai",1.0,12.0
1290,APS Nursing Home,"Hadapsar, Pune",1.0,15.0
1291,Universal Hospital,"Kasba Peth, Pune",1.0,50.0
1292,Max Hospital,"Godadara, Surat",1.0,20.0
1293,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1.0,40.0
1294,Surya Hospital,"Andheri, Mumbai",1.0,15.0
1295,Shastri Nursing Home,"Santacruz East, Mumbai",1.0,15.0
1296,Dr Prakash Bhambure Clinic,"Satara Road, Pune",1.0,100.0
1297,Sadguru Hospital,"Goregaon West, Mumbai",1.0,15.0
1298,Bakshi Hospital,"Kothrud, Pune",1.0,7.0
1299,Lokmanya Hospital,"Swargate, Pune",1.0,50.0
1300,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1.0,7.0
1301,Atharva Nursing Home,"Pimple Nilakh, Pune",1.0,4.0
1302,Vidya Hospital,"Dadri, Noida",1.0,100.0
1303,Modern Hospital,"Nana Peth, Pune",1.0,15.0
1304,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1.0,8.0
1305,Krishnadeep Hospital,"Nalasopara West, Mumbai",1.0,4.0
1306,Shreeji Clinic & Nursing Home,"Sachin, Surat",1.0,15.0
1307,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1.0,20.0
1308,"Dr Ashvith Shetty's Clinic, Hiranandani hospital","Powai, Mumbai",1.0,240.0
1309,Manas Hospital,"Sector 34, Noida",1.0,82.0
1310,Orbit Hospital,"Mulund East, Mumbai",1.0,12.0
1311,Jogeshwari Hospital,"Jogeshwari West, Mumbai",1.0,14.0
1312,Sujay Hospital And Research Center,"Juhu, Mumbai",1.0,30.0
1313,Vivek Nursing Home,"Ghatkopar West, Mumbai",1.0,20.0
1314,Santura Hospital,"Greater Noida, Noida",1.0,20.0
1315,IMAX MULTISPECIALITY HOSPITAL,"Wagholi, Pune",1.0,70.0
1316,Vikas Nursing Home,"Govandi, Mumbai",1.0,21.0
1317,Usha Kiran Eye Hospital,"Thergaon, Pune",1.0,2.0
1318,Nandanvan Surgical Hospital,"Varachha Road, Surat",1.0,15.0
1319, Vivek Children Hospital,"L.P. Savani, Surat",1.0,21.0
1320,Shree ENT Nursing Home,"Vileparle East, Mumbai",1.0,5.0
1321,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1.0,21.0
1322,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",1.0,10.0
1323,Patil Eye Hospital,"Bhosari, Pune",1.0,2.0
1324,Anand Hospital,"Varachha Road, Surat",1.0,7.0
1325,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1.0,10.0
1326,Matruvarsha Hospital,"Mandvi SR, Surat",1.0,15.0
1327,Rode Hospital,"Dighi Camp, Pune",1.0,15.0
1328,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",1.0,2.0
1329,Usha Hospital,"Hadapsar, Pune",1.0,8.0
1330,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",1.0,11.0
1331,Aashirwad Hospital,"Andheri West, Mumbai",1.0,6.0
1332,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1.0,15.0
1333,Lotus hospital,"Govandi, Mumbai",1.0,18.0
1334,Mandar Nursing Home,"Bandra West, Mumbai",1.0,9.0
1335,Dr. Akash Garg Clinic,"Sector 22, Noida",1.0,34.0
1336,Sri Sai Ram Hospital,"Langer House, Hyderabad",1.0,20.0
1337,Chandorkar Hospital,"Borivali, Mumbai",1.0,6.0
1338,P.K.Child Care Hospital,"Porur, Chennai",1.0,3.0
1339,Sundar Eye Hospital,"Anna Nagar, Chennai",1.0,20.0
1340,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",1.0,10.0
1341,Koncept Hospitals,"Kodambakkam, Chennai",1.0,5.0
1342,M.V. Centre For Diabetes,"Velachery, Chennai",1.0,2.0
1343,Rajan Eye Care Hospital,"Adyar, Chennai",1.0,2.0
1344,Lalitha Nursing Home,"Alwarthirunagar, Chennai",1.0,4.0
1345,Sakthi Hospital,"Royapuram, Chennai",1.0,5.0
1346,Ramani Hospital,"Ashok Nagar, Chennai",1.0,7.0
1347,Kalpana Hospital,"Velachery, Chennai",1.0,1.0
1348,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",1.0,50.0
1349,AVS Hospital,"Pallikaranai, Chennai",1.0,6.0
1350,Vadapalani Hospital,"Vadapalani, Chennai",1.0,5.0
1351,Choolai 24hrs Hospital,"Choolai, Chennai",1.0,35.0
1352,Dr. Leena N Sreedhar Consultation Chamber,"Moti Nagar, Delhi",1.0,60.0
1353,Centre For Sexual & Mental Health,"Greater Kailash Part 2, Delhi",1.0,20.0
1354,Surya Hospital - Krishna Nagar,"Krishna Nagar, Delhi",1.0,50.0
1355,Bimla Devi Hospital,"Mayur Vihar Ph-II, Delhi",1.0,20.0
1356,Indraprastha Apollo Hospital,"Jasola, Delhi",1.0,10.0
1357,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",1.0,10.0
1358,S.R Hospitals,"Ashok Nagar, Chennai",1.0,20.0
1359,Mind Zone,"Adyar, Chennai",1.0,70.0
1360,Malar Eye Care,"Adyar, Chennai",1.0,1.0
1361,SKS Pet Hospital,"Neelankarai, Chennai",1.0,2.0
1362,Karunya Hospital,"Medavakkam, Chennai",1.0,1.0
1363,Life Care Hospital,"Pudupet, Chennai",1.0,25.0
1364,Vasantha Multi Speciality Hospital,"Thiruvottiyur, Chennai",1.0,30.0
1365,E.G.Hospital,"Choolai, Chennai",1.0,2.0
1366,New Life Fertility & IVF Centre,"Nanganallur, Chennai",1.0,5.0
1367,M.N.Eye Hospital,"Tondiarpet, Chennai",1.0,20.0
1368,Medway Hospital,"Adyar, Chennai",1.0,10.0
1369,Vasan Eye Care Hospital,"Kilpauk, Chennai",1.0,10.0
1370,Vee Care Dental,"Kottivakkam, Chennai",1.0,20.0
1371,Vaigai ENT,"Washermenpet, Chennai",1.0,1.0
1372,Amma Hospital,"Nungambakkam, Chennai",1.0,30.0
1373,Vasantha Hospital,"Washermenpet, Chennai",1.0,30.0
1374,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",1.0,10.0
1375,Saraswati Hospital,"Thiruvottiyur, Chennai",1.0,7.0
1376,HCG Hospital,"Mylapore, Chennai",1.0,50.0
1377,S.S.Eye Hospital.,"Mannady, Chennai",1.0,10.0
1378,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",1.0,5.0
1379,Shyam Hospital,"Delhi, Delhi",1.0,25.0
1380,Bapu Nature Cure Hospital & Yogashram,"Mayur Vihar Ph-I, Delhi",1.0,40.0
1381,Banarasi Das Chandiwal Institute Of Medical Sciences,"Kalkaji, Delhi",1.0,30.0
1382,Paschimi Hospital,"Paschim Vihar, Delhi",1.0,10.0
1383,Jai Nar Hospital,"Meera Bagh, Delhi",1.0,10.0
1384,Jhamb Medical and Maternity Centre,"Shalimar Bagh, Delhi",1.0,7.0
1385,Magadh Hospita,"Delhi, Delhi",1.0,5.0
1386,Park Nursing Home,"Ranjit Nagar, Delhi",1.0,4.0
1387,Handa Nursing Home,"Raja Garden, Delhi",1.0,45.0
1388,Jain Eye Hospital And Laser Centre,"Shalimar Bagh, Delhi",1.0,2.0
1389,Sai Vinayak Dental Hospital,"Shalimar Bagh, Delhi",1.0,2.0
1390,Muskaan Hospital,"Rohini, Delhi",1.0,50.0
1391,Prashanti Nursing Home,"Rohini, Delhi",1.0,6.0
1392,Chandar Leela Hospital,"Uttam Nagar, Delhi",1.0,15.0
1393,Rao Dental Hospital,"Tilak Nagar, Delhi",1.0,2.0
1394,Netra Eye Hospital,"Dwarka, Delhi",1.0,2.0
1395,Sanjay Global Hospital,"Jahangirpuri, Delhi",1.0,4.0
1396,Davita Care India Pvt Ltd,"Chanakyapuri, Delhi",1.0,20.0
1397,Mahajan Hospital,"Adarsh Nagar, Delhi",1.0,10.0
1398,Khetarpal Hospital,"Bali Nagar, Delhi",1.0,60.0
1399,"Visitech Eye Centre, Jasola","Jasola, Delhi",1.0,8.0
1400,Bhagwan Mahavir hospital,"Delhi, Delhi",1.0,25.0
1401,Dr Arya's Dental Hospital,"Bhajanpura, Delhi",1.0,1.0
1402,Friends Hospital,"Rohini, Delhi",1.0,4.0
1403,ISIS Hospital,"Kailash Colony, Delhi",1.0,12.0
1404,Mahajan Children Hospital & Nursing Home,"Uttam Nagar, Delhi",1.0,8.0
1405,B T Hospital,"Mukherjee Nagar, Delhi",1.0,2.0
1406,Behl Hospital ,"Naraina Vihar, Delhi",1.0,15.0
1407,Agarwal Nursing Home,"Tri Nagar, Delhi",1.0,10.0
1408,Viola Hospital ,"Okhla, Delhi",1.0,15.0
1409,Param Tej Sehra Medical Centre,"Punjabi Bagh, Delhi",1.0,5.0
1410,Patel Hospital,"Laxmi Nagar, Delhi",1.0,25.0
1411,"Apollo Spectra Hospital,Kailash Colony","East Of Kailash, Delhi",1.0,16.0
1412,New Rohini Hospital,"Rohini, Delhi",1.0,8.0
1413,Tomar Medical Centre,"Janak Puri, Delhi",1.0,18.0
1414,Blk Super Speciality Hospital,"Rajendra Nagar, Delhi",1.0,650.0
1415,Cygnus Sonia Hospital,"Nangloi, Delhi",1.0,70.0
1416,RG Stone Urology And Laparoscopy Hospital,"Karkardooma, Delhi",1.0,30.0
1417,Dr. Lal Hospital,"Badarpur, Delhi",1.0,10.0
1418,Apurbha Hospital,"Delhi, Delhi",1.0,7.0
1419,Tirath Ram Hospital,"Delhi, Delhi",1.0,30.0
1420,M D Eye Care & Laser Centre,"Greater Kailash Part 2, Delhi",1.0,7.0
1421,Springdales Hospital,"Rohini, Delhi",1.0,25.0
1422,Shakthi Maternity Centre,"Ayanavaram, Chennai",1.0,4.0
1423,Dr. Mohan's Diabetic Specialities Centre,"OMR Road, Chennai",1.0,15.0
1424,Cloudnine Clinic,"Andheri West, Mumbai",1.0,100.0
1425,Geetha Hospital ,"Avalahalli, Bangalore",1.0,6.0
1426,Cloudnine Hospital,"Old Airport Road, Bangalore",1.0,50.0
1427,Devi Eye Hospital,"HSR Layout, Bangalore",1.0,5.0
1428,GARDEN CITY HOSPITAL,"Jayanagar 3 Block, Bangalore",1.0,50.0
1429,People Tree Hospitals at Chris,"Kalyan Nagar, Bangalore",1.0,100.0
1430,Vagus Superspeciality Hospital,"Malleswaram, Bangalore",1.0,150.0
1431,R C Hospital,"Rajarajeshwarinagar, Bangalore",1.0,20.0
1432,Marvel Multispeciality Hospital,"Koramangala 1 Block, Bangalore",1.0,50.0
1433,Fortis Hospital,"Bannerghatta Road, Bangalore",1.0,400.0
1434,Health India Hospital,"Tavarekere, Bangalore",1.0,50.0
1435,Matthew Hospital,"HSR Layout, Bangalore",1.0,10.0
1436,Lakshmi Maternity & Surgical  Centre,"Malleswaram, Bangalore",1.0,40.0
1437,NU Hospitals,"Padmanabhanagar, Bangalore",1.0,62.0
1438,Cure Hospital ,"RT Nagar, Bangalore",1.0,15.0
1439,Apollo Cradle,"Koramangala 6 Block, Bangalore",1.0,15.0
1440,Pralaksha Hospital,"Hosur Road, Bangalore",1.0,35.0
1441,Cure n Care Hospital,"Horamavu, Bangalore",1.0,20.0
1442,Subbiah Hospital,"Mathikere - BEL, Bangalore",1.0,24.0
1443,Trupthi Nursing Home,"Basaveshwaranagar, Bangalore",1.0,10.0
1444,Cloudnine Clinic,"Brookefield, Bangalore",1.0,4.0
1445,Mamatha Hospital,"Sanjay Nagar, Bangalore",1.0,10.0
1446,Dr. Mohan's  Diabetes Specialities Centre,"Porur, Chennai",1.0,15.0
1447,Diavisita Diabetes & Multispeciality Hospital,"Banashankari 3rd Stage, Bangalore",1.0,50.0
1448,Zydus Hospital,"Thaltej, Ahmedabad",1.0,550.0
1449,Akshar Multispeciality Hospital,"Vastral, Ahmedabad",1.0,15.0
1450,Cutis Hospital,"Ghatlodia, Ahmedabad",1.0,14.0
1451,Karunesh Neuro & Spine Surgical Hospital,"Bapunagar, Ahmedabad",1.0,10.0
1452,Ahmedabad Piles Fistula Hospital,"Paldi, Ahmedabad",1.0,10.0
1453,Navkar ENT Hospital,"Paldi, Ahmedabad",1.0,5.0
1454,Mazumdar Shaw Medical Center,"Anekal, Bangalore",1.0,1200.0
1455,Supra South City Hospital,"JP Nagar 7 Phase, Bangalore",1.0,25.0
1456,Saikrupa Hospital For Women & Surgical Center,"Vijayanagar, Bangalore",1.0,20.0
1457,Bilva Hospital,"Malleswaram, Bangalore",1.0,34.0
1458,Siddanth Hospital ENT & Multispeciality Centre,"Siddapura, Bangalore",1.0,10.0
1459,Prasad Eye Hospital,"Koramangala, Bangalore",1.0,2.0
1460,Punya Hospital,"Basaveshwaranagar, Bangalore",1.0,60.0
1461,Ring Road Hospital,"Banashankari, Bangalore",1.0,10.0
1462,Sun Orthopaedic Hospital,"Mathikere - BEL, Bangalore",1.0,20.0
1463,Columbia Asia Hospital,"Yeshwanthpur, Bangalore",1.0,160.0
1464,Sai Krupa Multi Speciality Dental Care Hospital,"Basaveshwaranagar, Bangalore",1.0,5.0
1465,MGA Hospital,"Marathahalli, Bangalore",1.0,15.0
1466,Anugraha Nursing Home,"Malleswaram, Bangalore",1.0,15.0
1467,Mathru Multispecialty Hospital,"Kanakpura Road, Bangalore",1.0,35.0
1468,Omega Multispeciality Hospital,"Yelahanka New Town, Bangalore",1.0,40.0
1469,PVR Dental Hospital,"Nanganallur, Chennai",1.0,1.0
1470,City Tower Hospitals,"Anna Nagar, Chennai",1.0,52.0
1471,Surya Fertility Centre,"T Nagar, Chennai",1.0,2.0
1472,Prime Care Nursing Home,"Adambakkam, Chennai",1.0,6.0
1473,Vijayam Hospital and Fertility Centre,"Keelkattalai, Chennai",1.0,25.0
1474,A2Z  Pregnanacy Care,"Anna Nagar East, Chennai",1.0,15.0
1475,Jyothi Siddha & Ayurveda Hospital,"Tambaram, Chennai",1.0,10.0
1476,Suraj Hospital,"Perumbakkam, Chennai",1.0,15.0
1477,Christudas Hospital,"Tambaram East, Chennai",1.0,15.0
1478,G R Fertility Centre,"Adambakkam, Chennai",1.0,20.0
1479,Prakruthi Veterinary Hospital,"Banashankari, Bangalore",1.0,2.0
1480,Annamalai Hospital,"West Mambalam, Chennai",1.0,10.0
1481,SKS Pet Hospital,"Kottivakkam, Chennai",1.0,2.0
1482,V. S. Hospital,"Kovilambakkam, Chennai",1.0,8.0
1483,Lakshya Hospital Fertility & Women's Centre,"Tambaram, Chennai",1.0,20.0
1484,Shivas Eye Care Hospital,"Anna Nagar, Chennai",1.0,1.0
1485,Visa Hospital - T Nagar,"T Nagar, Chennai",1.0,5.0
1486,Sri Sai Sakthi Nursing Home,"MKB Nagar, Chennai",1.0,10.0
1487,Rathna Nursing Home,"Triplicane, Chennai",1.0,15.0
1488,Radial Ortho Speciality Hospital,"Medavakkam, Chennai",1.0,10.0
1489,Healing Hospital,"Sector 34, Chandigarh",1.0,50.0
1490,Manasa Hospital,"Vijayanagar, Bangalore",1.0,39.0
1491,Adarsh Multi Specialty Hospital,"Kengeri, Bangalore",1.0,20.0
1492,Chamundi Hospital,"Madiwala, Bangalore",1.0,10.0
1493,Raghavendra People Tree Hospital,"T Dasarahalli, Bangalore",1.0,100.0
1494,Ramakrishna Nursing Home,"Malleswaram, Bangalore",1.0,22.0
1495,Devi Nursing Home,"Koramangala 2 Block, Bangalore",1.0,1.0
1496,HCG Hospitals,"Koramangala 5 Block, Bangalore",1.0,6.0
