,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1260,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",7,10
1261,Sanjeevani Maternity,"Mira Road, Mumbai",1,10
1262,Noble Nursing Home,"Miyapur, Hyderabad",2,10
1263,Karunesh Neuro & Spine Surgical Hospital,"Bapunagar, Ahmedabad",2,10
1264,Mamatha Hospital,"Sanjay Nagar, Bangalore",1,10
1265,Eye care centre,"Malad West, Mumbai",4,10
1266,Dr. Batra's Diagnostic Centre at Neptune Hospital,"Malviya Nagar, Delhi",1,10
1267,Uma National Hospital,"Saidabad, Hyderabad",2,10
1268,Jai Nar Hospital,"Meera Bagh, Delhi",1,10
1269,Republic Maternity Centre,"Bapujinagar, Bangalore",4,10
1270,Shilp Hospital,"Paldi, Ahmedabad",1,10
1271,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2,10
1272,Matthew Hospital,"HSR Layout, Bangalore",1,10
1273,Samartha Hospital,"Mira Road, Mumbai",1,10
1274,Sarodev Hospital,"Kandivali East, Mumbai",2,10
1275,Ananda Hospital,"LB Nagar, Hyderabad",4,10
1276,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",1,10
1277,Eshwar Women & Day Care Hospital,"Jakkur, Bangalore",30,10
1278,Dr. Deva Multi Speciality Hospital,"Pattabiram, Chennai",2,10
1279,Swastik Nursing Home,"Ghatkopar West, Mumbai",9,10
1280,Susheela Hospital,"Ramanthapur, Hyderabad",9,10
1281,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",1,10
1282,Nova IVI Fertility,"Raja Annamalai Puram, Chennai",1,10
1283,Pikale Hospital,"Mahim, Mumbai",1,10
1284,Amrutha Hospital,"Vidyanagar, Hyderabad",1,10
1285,Vasan Eye Care Hospital,"Madipakkam, Chennai",3,10
1286,People's Nursing Home,"Aminjikarai, Chennai",3,10
1287,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",2,10
1288,Siva Head & Neck Hospital,"Royapettah, Chennai",40,10
1289,Saicharan Hospital,"Ramanthapur, Hyderabad",31,10
1290,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",3,10
1291,Sri Sai Sakthi Nursing Home,"MKB Nagar, Chennai",6,10
1292,Annamalai Hospital,"West Mambalam, Chennai",28,10
1293,Prime Hospital,"Goregaon East, Mumbai",4,10
1294,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",4,10
1295,Vasan Eye Care Hospital,"Chromepet, Chennai",4,10
1296,Vasan Eye Care Hospital,"Mogappair West, Chennai",1,10
1297,Desai Hospital & Maternity Centre,"Dadar West, Mumbai",1,10
1298,New National Hospital,"Santosh Nagar, Hyderabad",1,10
1299,Ramkrishna Nursing Home,"Jayanagar, Bangalore",3,10
1300,Puranik Hospital,"Malad West, Mumbai",1,10
1301,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",2,10
1302,GLB Hospitals,"Anna Nagar, Chennai",4,10
1303,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1,10
1304,Vasan Eye Care Hospital,"Tambaram, Chennai",2,10
1305,Ashwini Accident Hospital,"Mahim, Mumbai",17,10
1306,Seha Hospital,"Lakdikapul, Hyderabad",1,10
1307,Vasan Eye Care Hospital - Anna Nagar,"Anna Nagar East, Chennai",1,10
1308,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",3,10
1309,Ring Road Hospital,"Banashankari, Bangalore",1,10
1310,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",6,10
1311,Bgs Global Hospitals,"Kengeri, Bangalore",18,10
1312,RK Nursing Home,"Chromepet, Chennai",9,10
1313,Max Vision Eye Hospital,"Kukatpally, Hyderabad",2,10
1314,Eswar Eye Hospital,"Kukatpally, Hyderabad",1,10
1315,Anupama Hospital,"KPHB, Hyderabad",1,10
1316,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1,10
1317,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",2,10
1318,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1,10
1319,Bajaj Medical Centre,"Paschim Vihar, Delhi",9,10
1320,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",1,10
1321,Care & Cure Speciality Hospital (C and C Woman's Hospital),"Ayanavaram, Chennai",23,10
1322,B. V. K. Reddy  Hospital,"Warasiguda, Hyderabad",2,10
1323,ICare Eye Hospital,"Sector 26, Noida",3,10
1324,Jayashree Nurshing Home,"Kandivali West, Mumbai",1,10
1325,Sai Jyoti Eye and Dental Hospital,"Ulsoor, Bangalore",14,10
1326,Trupthi Nursing Home,"Basaveshwaranagar, Bangalore",1,10
1327,V Care Hospital,"Pallikaranai, Chennai",1,10
1328,Madhuri Hospital,"Yousufguda, Hyderabad",2,10
1329,Prachiti Hospital & Research Centre,"Sinhagad Road, Pune",1,10
1330,Radial Ortho Speciality Hospital,"Medavakkam, Chennai",13,10
1331,One Centre for Gynaecological Excellence,"Vijay Nagar, Indore",1,10
1332,Arokya Hospital,"Nesapakkam, Chennai",2,10
1333,Mantri Hospital,"Erandwane, Pune",3,10
1334,Dr. Dnyanmote Multi Speciality Hospital,"Thergaon, Pune",1,10
1335,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1,10
1336,S.S.Eye Hospital.,"Mannady, Chennai",1,10
1337,Makkar Medical Centre,"Nirman Vihar, Delhi",16,10
1338,BSR ENT And Eye Hospital,"Secunderabad, Hyderabad",1,10
1339,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1,10
1340,C T Hospital,"Thergaon, Pune",1,10
1341,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",3,10
1342,Krishna Hospital,"Sangavi, Pune",4,10
1343,SKS Hospital,"Mogappair East, Chennai",1,10
1344,Atharv Hospital,"Shivaji Nagar, Pune",2,10
1345,Doctor Square Multispeciality Hospital,"Zirakpur, Chandigarh",1,10
1346,Asian Hospital,"Bhugaon, Pune",13,10
1347,Sri Sai K R S Hospital,"Ashok Nagar, Chennai",1,10
1348,Vighnharta Sai Hospital,"Bhosari, Pune",2,10
1349,Ram Krishna Hospital,"Sadashiv Peth, Pune",2,10
1350,Dashmesh Hospital,"Zirakpur, Chandigarh",3,10
1351,Max Multi Speciality Centre - Panchsheel Park,"Panchsheel Park, Delhi",5,10
1352,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",4,10
1353,Sainath Hospital,"Ameerpet, Hyderabad",163,10
1354,OM Hospital,"Senapati Bapat Marg, Pune",1,10
1355,Padhuvai Hospital,"Madipakkam, Chennai",1,10
1356,Chamundi Hospital,"Madiwala, Bangalore",1,10
1357,Mamatha Nursing Home,"Rajajinagar, Bangalore",3,10
1358,Shrikrupa Hospital,"Sangavi, Pune",5,10
1359,Shree Hospital,"Baghlingampally, Hyderabad",5,10
1360,Sri Srinivasa Oncology Hospital,"Rajajinagar, Bangalore",3,10
1361,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",1,10
1362,Sunder Lal Jain Hospital,"Ashok Vihar, Delhi",4,10
1363,Kedar Hospital,"Mugalivakkam, Chennai",7,10
1364,MV Hospital for Diabetes,"Adyar, Chennai",21,10
1365,Dr Kamaraj Hospital For Men's Health,"Vadapalani, Chennai",2,10
1366,Vasnthi Orthopedic Hospital,"Arumbakkam, Chennai",3,10
1367,Galaxy Hospital,"Pimple Saudagar, Pune",63,10
1368,Vasan Eye Care Hospital,"Perambur, Chennai",2,10
1369,Vasan Eye Care Hospital - Vadapalani,"Vadapalani, Chennai",1,10
1370,Devi Eye Hospital,"Koramangala 6 Block, Bangalore",5,10
1371,Agarwal Nursing Home,"Tri Nagar, Delhi",1,10
1372,Naba Jiban Hospital,"Shyambazar, Kolkata",9,10
1373,GSN Hospital,"Ameerpet, Hyderabad",5,10
1374,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",2,10
1375,Sree Netralaya Eye Hospital,"Kothapet, Hyderabad",6,10
1376,Visitech Eye Centre,"South Extension 2, Delhi",8,10
1377,Vasan Eye Care Hospital,"Valasaravakkam, Chennai",1,10
1378,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1,10
1379,Asmira Hospital,"Sakinaka, Mumbai",1,10
1380,Medway Hospital,"Adyar, Chennai",1,10
1381,M M Eyetech Institute,"Lajpat Nagar, Delhi",2,10
1382,Mayya Maternity Hospital,"Amroli, Surat",1,10
1383,Vasan Eye Care Hospital,"Neelankarai, Chennai",5,10
1384,Siddanth Hospital ENT & Multispeciality Centre,"Siddapura, Bangalore",1,10
1385,Vasan Eye Care Hospital - Triplicane,"Triplicane, Chennai",1,10
1386,Ashwini Hospital,"Chinchwad, Pune",2,10
1387,Sri Venkateshwara Nethralaya,"Rajarajeshwarinagar, Bangalore",10,10
1388,Vasan Eye Care Hospital,"Washermenpet, Chennai",1,10
1389,Indraprastha Apollo Hospital,"Jasola, Delhi",9,10
1390,Asian Eye Hospital,"Dhole Patil Road, Pune",18,10
1391,Life Care Hospital,"Sector-c Sitapur Rd, Lucknow",1,10
1392,Bharti Eye Hospital,"Greater Kailash Part 1, Delhi",12,10
1393,Pooja Nursing Home,"Paharpur, Lucknow",1,10
1394,Marathe Hospital,"Swargate, Pune",2,10
1395,Gomti Hospital & Maternity Centre,"Chowk, Lucknow",1,10
1396,Kaveri Speciality Hospital,"Koramangala, Bangalore",6,10
1397,Margaret Sidney Hospital,"Nanganallur, Chennai",7,10
1398,Vasan Eye Care Hospital,"Kilpauk, Chennai",1,10
1399,Appasamy Krishna Hospital,"Velachery, Chennai",6,10
1400,Milann - The Fertility Center,"Indiranagar, Bangalore",7,10
1401,Dhanraj Hospital,"Mahanagar, Lucknow",1,10
1402,Delhi E.N.T. Multi- Speciality Hospital,"Jasola, Delhi",3,10
1403,Nefrons Hospital,"Mulund West, Mumbai",1,10
1404,Nova IVI Fertility,"Sadashivanagar, Bangalore",2,9
1405,"Vardhan Fertility, Laparoscopy  & Women Care Centre","Banaswadi, Bangalore",8,9
1406,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",21,9
1407,Harish Nursing Home,"Lower Parel, Mumbai",1,9
1408,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",6,9
1409,Dr Tambe's Children Hospital,"Vikhroli East, Mumbai",1,9
1410,Agarwal Nursing Home,"Bandra West, Mumbai",1,9
1411,Spring Life IVF & Fertility Centre,"Parel, Mumbai",2,9
1412,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1,9
1413,Mandar Nursing Home,"Bandra West, Mumbai",1,9
1414,Sanket Hospital,"Borivali West, Mumbai",3,9
1415,Apollo Spectra,"Koramangala 4 Block, Bangalore",19,8
1416,Kidney & Urology Super-Speciality Clinic,"Rasta Peth, Pune",2,8
1417,New Rohini Hospital,"Rohini, Delhi",2,8
1418,Riddhi Nursing Home,"Borivali West, Mumbai",1,8
1419,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",2,8
1420,Paul Nursing Home & Child Care Center,"Hari Nagar, Delhi",2,8
1421,Kanaka Maternity Hospital,"HSR Layout, Bangalore",3,8
1422,Ankur Hospital,"Varachha Road, Surat",1,8
1423,Avantika Hospital,"Rohini, Delhi",2,8
1424,Usha Hospital,"Hadapsar, Pune",1,8
1425,Beams Hospital,"Koramangala, Bangalore",2,8
1426,Shree Anand Memorial Hospital,"Thergaon, Pune",1,8
1427,Dr Pagare Speciality Hospital & Critical Care Center,"Sangvi, Pune",3,8
1428,Umarji Hospital,"Shukrawar Peth, Pune",1,8
1429,Dr. Gujar's Maternity and Surgical Hospital,"Mulund East, Mumbai",6,8
1430,Mahajan Children Hospital & Nursing Home,"Uttam Nagar, Delhi",1,8
1431,C M Hospital,"Medavakkam, Chennai",52,8
1432,"Visitech Eye Centre, Jasola","Jasola, Delhi",1,8
1433,BMS Hospital,"Basavanagudi, Bangalore",89,8
1434,Shah Nursing Home ,"Matunga, Mumbai",1,8
1435,Nagarathna Hospital,"Kanakpura Road, Bangalore",1,8
1436,Worli Hospital For Women,"Worli, Mumbai",4,8
1437,Dr. Mohan's Diabetes Specialities Centre,"Domalguda, Hyderabad",9,8
1438,Vinayaka Hospital,"Jayanagar, Bangalore",8,8
1439,Pandya Surgical & Maternity Hospital,"Borivali, Mumbai",1,8
1440,Shreeji Kripa Nursing Home,"Borivali, Mumbai",1,8
1441,Santrupti Hospital And Maternity Care,"Chunabhatti, Mumbai",1,8
1442,V. S. Hospital,"Kovilambakkam, Chennai",8,8
1443,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1,8
1444,Vibhu Nursing Home,"Malviya Nagar, Delhi",13,7
1445,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1,7
1446,Jhamb Medical and Maternity Centre,"Shalimar Bagh, Delhi",1,7
1447,Anand Hospital,"Varachha Road, Surat",5,7
1448,Nupoor Maternity Home & Sonography Clinic,"Pal Bhatha, Surat",2,7
1449,Saraswati Hospital,"Thiruvottiyur, Chennai",1,7
1450,Olmec Plastic Surgery & Hair Transplant Hospital,"Pitampura, Delhi",7,7
1451,Apurbha Hospital,"Delhi, Delhi",5,7
1452,M D Eye Care & Laser Centre,"Greater Kailash Part 2, Delhi",4,7
1453,Hira Surgical Nursing Home,"Goregaon East, Mumbai",21,7
1454,Sangeeta Nursing Home,"Sector 21, Chandigarh",33,7
1455,Hope Clinic Maternity Centre,"Sector 21, Chandigarh",1,7
1456,Priyank Nursing Home,"Prabhadevi, Mumbai",2,7
1457,Ramani Hospital,"Ashok Nagar, Chennai",1,7
1458,Sobti Hospital,"Matunga, Mumbai",11,7
1459,Vasan Eye Care Hospital,"Marathahalli, Bangalore",8,7
1460,Bakshi Hospital,"Kothrud, Pune",2,7
1461,Ohm Nursing Home,"Nacharam, Hyderabad",1,7
1462,Chandorkar Hospital,"Borivali, Mumbai",2,6
1463,Amrit Hospital,"Sowcarpet, Chennai",10,6
1464,Siddhivinayak Hospital,"Kandivali East, Mumbai",4,6
1465,HCG Hospitals,"Koramangala 5 Block, Bangalore",1,6
1466,Child Care Children Hospital,"Jeedimetla, Hyderabad",2,6
1467,FourCare Hospital,"Vileparle East, Mumbai",26,6
1468,Prime Care Nursing Home,"Adambakkam, Chennai",2,6
1469,SHREEDHAR HOSPITAL,"Dadar, Mumbai",1,6
1470,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1,6
1471,Shree  Dhanvantari Ayurveda Hospital,"Rajajinagar, Bangalore",3,6
1472,Ramakrishna Smart Hospitals,"Electronics City, Bangalore",2,6
1473,Geetha Hospital ,"Avalahalli, Bangalore",1,6
1474,Veena Nursing Home,"Rohini, Delhi",2,6
1475,Ovum Fertility & Women's Health Center,"Kalyan Nagar, Bangalore",11,6
1476,Rhythm Healthcare,"Pimple Saudagar, Pune",4,6
1477,Shree Nandan Eye Hospital,"Varachha Road, Surat",1,6
1478,Belle Vue Clinic,"Minto Park, Kolkata",18,6
1479,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",21,6
1480,Aashirwad Hospital,"Andheri West, Mumbai",1,6
1481,RG Stone Urology & Laparoscopy Hospital,"Pitampura, Delhi",4,6
1482,AVS Hospital,"Pallikaranai, Chennai",20,6
1483,Royal Hospital,"Katraj, Pune",1,6
1484,Asia Hospital,"Old City, Hyderabad",1,6
1485,Indigo Womens Center,"Anna Nagar, Chennai",4,6
1486,Dr Shah's Garbhasanskar Hospital,"Dadar, Mumbai",5,6
1487,Vijaya Marie Hospital,"Attapur, Hyderabad",1,6
1488,SLMS  Hospital,"Nagole, Hyderabad",8,6
1489,Prashanti Nursing Home,"Rohini, Delhi",1,6
1490,Maa ENT Hospital,"Kothapet, Hyderabad",1,5
1491,RR Dental Hospital,"Vadapalani, Chennai",2,5
1492,Magadh Hospita,"Delhi, Delhi",1,5
1493,Ribha Nursing and Maternity Home,"Andheri West, Mumbai",3,5
1494,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1,5
1495,Vraj Psychiatry Hospital,"Sabarmati, Ahmedabad",1,5
1496,Genesis Hospital,"Kasba, Kolkata",65,5
1497,New Life Fertility & IVF Centre,"Nanganallur, Chennai",7,5
1498,Janasri Nursing Home,"Serilingampally, Hyderabad",2,5
1499,Hira Mongi Navneet Hospital,"Mulund West, Mumbai",9,5
1500,Spandana Hospital For Mother And Child,"Ramamurthy Nagar, Bangalore",2,5
1501,Care Medical Centre,"Pahar Ganj, Delhi",1,5
1502,Zed Dental Hospital,"Punjabi Bagh, Delhi",6,5
1503,Good Care Nursing Home,"Borabanda, Hyderabad",1,5
1504,Charnock Hospital,"Teghoria, Kolkata",1,5
1505,Manasa Hospital,"Padmarao Nagar, Hyderabad",16,5
1506,S. D. Hospital,"Delhi, Delhi",9,5
1507,Navkar ENT Hospital,"Paldi, Ahmedabad",2,5
1508,Param Tej Sehra Medical Centre,"Punjabi Bagh, Delhi",24,5
1509,All India Institute Of Medical Sciences,"Ansari Nagar, Delhi",6,5
1510,Jeevan Jyoti Hospital,"Okhla, Delhi",7,5
1511,Srushti Fertility Hospital & Womens Clinic,"Kotturpuram, Chennai",8,5
1512,Vadapalani Hospital,"Vadapalani, Chennai",93,5
1513,Hitech Kidney Stone Hospital,"Kumara Park West, Bangalore",4,5
1514,Jeevanshree Hospital,"Chandan Nagar, Pune",16,5
1515,Bhoir Hospital,"Thergaon, Pune",1,5
1516,Matru Seva Hospital,"Nana Peth, Pune",2,5
1517,Sakthi Hospital,"Royapuram, Chennai",1,5
1518,Siddhant Maternity Home,"Satara Road, Pune",1,5
1519,Sanjeevani Hospital,"Chinchwad, Pune",6,5
1520,Koncept Hospitals,"Kodambakkam, Chennai",1,5
1521,Devashri Hospital,"Padmavati, Pune",1,5
1522,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",1,5
1523,Ganapati Hospital And Maternity Center,"Sector 108, Noida",1,5
1524,Dr. Sunil Ugile's Piles Clinic(Ashutosh Hospital),"Kalewadi, Pune",1,5
1525,GarbhaGudi IVF Center,"Kalyan Nagar, Bangalore",7,5
1526,Disha Eye Hospital,"Barrackpore, Kolkata",56,5
1527,M S R Hospital Surgical And Laparoscopic Centre,"Sriharipuram, Visakhapatnam",2,5
1528,An - Noor Eye Hospital,"Periyamet, Chennai",3,5
1529,Talasila Super Speciality Dental Hospital,"Gajuwaka, Visakhapatnam",1,5
1530,Waltair Multicare Hospital,"Waltair R S, Visakhapatnam",1,5
1531,Raj Retina & Eye Care Centre,"Patna, Patna",1,5
1532,Villivakkam Health Centre,"Villivakkam, Chennai",2,5
1533,Gavane Hospital,"Wakad, Pune",42,5
1534,Sahawas Hospital,"Karve Nagar, Pune",27,5
1535,Raghvansh Hospital,"Kalyanpur, Lucknow",1,5
1536,Anjani Women's Day Care Hospital,"HRBR Layout, Bangalore",2,5
1537,Apex Hospital,"Borivali West, Mumbai",10,5
1538,Om Imaging Centre & E.N.T Hospital,"Amroli, Surat",1,5
1539,Bhartiya Arogya Nidhi Hospital,"Juhu, Mumbai",4,5
1540,Netra Eye Hospital,"Uttam Nagar, Delhi",1,5
1541,Dr Poonam Chawla Maternity Home,"Vikas Puri, Delhi",2,5
1542,Sai Krupa Multi Speciality Dental Care Hospital,"Basaveshwaranagar, Bangalore",1,5
1543,KLS Memorial Hospital,"Vileparle West, Mumbai",1,5
1544,Sanghvi Hospital,"Andheri West, Mumbai",2,5
1545,Mansoor Childrens Hospital,"Mallepally, Hyderabad",1,5
1546,Disha Hospital,"Ghatkopar West, Mumbai",1,5
1547,Raj Nursing Home,"Mogappair East, Chennai",3,5
1548,Shankar Nursing Home,"KR Puram, Bangalore",2,5
1549,Shree ENT Nursing Home,"Vileparle East, Mumbai",1,5
1550,Devi Eye Hospital,"HSR Layout, Bangalore",1,5
1551,M.M.Dental Care,"Alwarpet, Chennai",6,5
1552,KKR ENT Super Speciality Hospital,"Maduravoyal, Chennai",1,5
1553,Suman Hospital,"Thiruvottiyur, Chennai",2,5
1554,HCG - Health Care Global,"Sampangiramnagar, Bangalore",22,5
1555,Motherhood Hospital Chennai,"Alwarpet, Chennai",5,5
1556,Bhavna Maternity & Nursing Home,"Ghatkopar West, Mumbai",1,5
1557,Srushti Fertility Centre & Women's Hospital,"Ramapuram, Chennai",33,5
1558,Kamath Nursing home,"Banaswadi, Bangalore",2,5
1559,Mantra Kerali Ayurvedic Hospital,"Saroor Nagar, Hyderabad",11,5
1560,Rathod Orthopaedic Hospital,"Borivali West, Mumbai",1,5
1561,Unity Hospital,"Rajarajeshwarinagar, Bangalore",1,5
1562,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",6,5
1563,Visa Hospital - T Nagar,"T Nagar, Chennai",1,5
1564,The Vein Center - Sushrut Hospital,"Andheri East, Mumbai",3,5
1565,Healing Touch Hospital,"Mehdipatnam, Hyderabad",8,5
1566,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1,5
1567,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",6,5
1568,CMRA Hospital,"Kundalahalli, Bangalore",6,5
1569,Sukhija Nursing Home,"Vivek Vihar, Delhi",1,5
1570,Divyadristhi Eye Hospital,"Vijayanagar, Bangalore",2,5
1571,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1,5
1572,Magna Code,"Jubilee Hills, Hyderabad",10,5
1573,New Noor Hospital,"Kurla West, Mumbai",1,5
1574,Jain Hospital,"Goregaon West, Mumbai",8,5
1575,Westend Speciality Petcare And Nursing Center,"Seshadripuram, Bangalore",28,5
1576,People's Hospital,"Pragathi Nagar, Hyderabad",6,5
1577,Orient Eye Hospital,"Mehdipatnam, Hyderabad",2,5
1578,Redefine Plastic and Cosmetic Surgery Center,"Kothapet, Hyderabad",4,5
1579,Park Nursing Home,"Ranjit Nagar, Delhi",3,4
1580,Sneh Nursing Home,"Andheri, Mumbai",3,4
1581,Dr Bharti Nursing Home,"Delhi, Delhi",1,4
1582,Saidhan Eye Hospital ,"Mulund East, Mumbai",1,4
1583,Patients First (A Unit of Shraddha Health Care),"Koramangala 1 Block, Bangalore",3,4
1584,Shakthi Maternity Centre,"Ayanavaram, Chennai",2,4
1585,Aditi Hospital,"Mulund West, Mumbai",11,4
1586,Gujar Hospital,"Ambegaon, Pune",1,4
1587,Lalitha Nursing Home,"Alwarthirunagar, Chennai",2,4
1588,Sanjay Global Hospital,"Jahangirpuri, Delhi",1,4
1589,Kelkar Nursing Home,"Deccan Gymkhana, Pune",1,4
1590,Atharva Nursing Home,"Pimple Nilakh, Pune",1,4
1591,CEDS Eye Hospital,"Bandra West, Mumbai",1,4
1592,Maa ENT Hospital,"Balanagar, Hyderabad",1,4
1593,Samadhan Hospital,"Sion West, Mumbai",1,4
1594,Speciality ENT Hospital,"Kandivali East, Mumbai",1,4
1595,Centre for Sight - Rajouri Garden,"Rajouri Garden, Delhi",2,4
1596,O.P Memorial Hospital,"Rohini, Delhi",10,4
1597,KSAC Hospital,"Koramangala 6 Block, Bangalore",2,4
1598,Dr. Agarwal's Eye Hospital,"Frazer Town, Bangalore",1,4
1599,N.N. Hospital,"Tambaram West, Chennai",8,4
1600,Lunkad Hospital,"Yerwada, Pune",6,4
1601,Cloudnine Clinic,"Brookefield, Bangalore",1,4
1602,Friends Hospital,"Rohini, Delhi",4,4
1603,Indira Maternity Home,"JM Road, Pune",1,4
1604,Krishnadeep Hospital,"Nalasopara West, Mumbai",1,4
1605,Medilife Hospital,"Mallepally, Hyderabad",3,4
1606,Vinayaka speciality hospital,"Bommanahalli, Bangalore",1,4
1607,Radha Krishna Pavan Nursing Home,"Sriharipuram, Visakhapatnam",2,3
1608,BSA Nursing Home,"Bannerghatta Road, Bangalore",13,3
1609,Amrita ENT Head and Neck Hospital,"KPHB, Hyderabad",4,3
1610,Kensington Hospital - Kilpauk,"Kilpauk, Chennai",1,3
1611,P.K.Child Care Hospital,"Porur, Chennai",89,3
1612,Family Hospital Pvt. Ltd.,"Tilak Nagar, Delhi",7,3
1613,Sri Vinayaka Nursing Home,"HAL 2nd Stage, Bangalore",2,3
1614,Parekh Eye Hospital,"Bandra, Mumbai",11,3
1615,Malhotra Nursing Home,"Mayur Vihar Ph-II, Delhi",1,3
1616,Hitech Kidney Stone Hospital,"Jayanagar 7 Block, Bangalore",2,3
1617,Excel ENT Hospital,"Ghatkopar East, Mumbai",1,3
1618,Shreeyash Hospital,"Deccan Gymkhana, Pune",4,3
1619,Mehta International Eye Institute,"Colaba, Mumbai",1,3
1620,Rahman Hospital,"Delhi, Delhi",17,2
1621,Vasan Eye Care Hospital,"Vijayanagar, Bangalore",1,2
1622,Chitale E.N.T Hospital,"Sadashiv Peth, Pune",10,2
1623,Vision Eye Hospital,"Rohini, Delhi",8,2
1624,E.G.Hospital,"Choolai, Chennai",3,2
1625,CP Vet Hospital,"Delhi, Delhi",1,2
1626,Saidharm Eye Hospital,"Katargam, Surat",2,2
1627,Global Animal Hospital,"Trimulgherry, Hyderabad",4,2
1628,Narurkar ENT Hospital,"Chembur East, Mumbai",9,2
1629,Netra Eye Hospital,"Dwarka, Delhi",1,2
1630,Sai Vinayak Dental Hospital,"Shalimar Bagh, Delhi",1,2
1631,M.V. Centre For Diabetes,"Velachery, Chennai",1,2
1632,Rajan Eye Care Hospital,"Adyar, Chennai",1,2
1633,SKS Pet Hospital,"Kottivakkam, Chennai",1,2
1634,5th Sense Animal Health Care,"Baner, Pune",1,2
1635,Maa ENT Hospital,"Malkajgiri, Hyderabad",1,2
1636,Shobha Hospital,"BTM Layout, Bangalore",26,2
1637,Rao Dental Hospital,"Tilak Nagar, Delhi",6,2
1638,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",1,2
1639,Jain Eye Hospital And Laser Centre,"Shalimar Bagh, Delhi",2,2
1640,Eye Q Super Speciality Eye Hospitals,"Shalimar Bagh, Delhi",2,2
1641,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",2,2
1642,Surya Fertility Centre,"T Nagar, Chennai",9,2
1643,Prakruthi Veterinary Hospital,"Banashankari, Bangalore",1,2
1644,Prakasah Netralaya,"Kothrud, Pune",1,2
1645,SKS Pet Hospital,"Neelankarai, Chennai",1,2
1646,Krishna Children's Hospital,"Akkayyapalem, Visakhapatnam",84,2
1647,Parnami Orthopaedic Hospital,"Azadpur, Delhi",3,2
1648,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",65,2
1649,Lucknow Unani Hospital,"Mahanagar, Lucknow",14,2
1650,B T Hospital,"Mukherjee Nagar, Delhi",5,2
1651,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",5,2
1652,Dr. Agarwal's Eye Hospital,"Padmanabhanagar, Bangalore",3,2
1653,Universal Eye Clinic,"Wadala, Mumbai",3,2
1654,Usha Kiran Eye Hospital,"Thergaon, Pune",1,2
1655,Aalayaa Hospital,"Vadapalani, Chennai",1,2
1656,Nityaseva Hospital,"Sangvi, Pune",197,2
1657,Prasad Eye Hospital,"Koramangala, Bangalore",1,2
1658,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",1,2
1659,SKS Veterinary Hospital,"Abhiramapuram, Chennai",1,2
1660,Patil Eye Hospital,"Bhosari, Pune",1,2
1661,Shree Ayurveda Hospital,"Varachha Road, Surat",2,2
1662,Arylok Hospital,"Sinhagad Road, Pune",1,2
1663,Sparsh Hospital,"Delhi, Delhi",7,2
1664,M.V. Centre For Diabetes,"Koramangala, Bangalore",1,1
1665,Pune Netralaya,"Aundh, Pune",1,1
1666,Kalpana Hospital,"Velachery, Chennai",25,1
1667,PVR Dental Hospital,"Nanganallur, Chennai",3,1
