,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1128,Health Point Hospital,"Thakurganj, Lucknow",3.0,15.0
1129,Amrut Nursing Home,"Ghatkopar West, Mumbai",1.0,15.0
1130,Abhidhara Hospital,"Amroli, Surat",1.0,15.0
1131,Sai Medical Hospital And Maternity Home,"L.P. Savani, Surat",1.0,15.0
1132,Hiba Hospital,"Triplicane, Chennai",2.0,15.0
1133,Maatre Hospital,"L.P. Savani, Surat",1.0,15.0
1134,N.S.Hospital,"Tambaram, Chennai",2.0,15.0
1135,Patni Hospital,"Goregaon, Mumbai",1.0,15.0
1136,Atharva Hospital,"Kandivali East, Mumbai",1.0,15.0
1137,Welcare Hospital,"Palanpur Nd, Surat",1.0,15.0
1138,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",1.0,15.0
1139,Shreeji Clinic & Nursing Home,"Sachin, Surat",1.0,15.0
1140,N D R Hospital,"Yelahanka, Bangalore",10.0,15.0
1141,Le Nest Hospital,"Malad West, Mumbai",2.0,15.0
1142,Suraj Hospital,"Perumbakkam, Chennai",1.0,15.0
1143,Shastri Nursing Home,"Santacruz East, Mumbai",1.0,15.0
1144,Mallige Hospital,"Peenya, Bangalore",1.0,15.0
1145,A2Z  Pregnanacy Care,"Anna Nagar East, Chennai",1.0,15.0
1146,Matruvarsha Hospital,"Mandvi SR, Surat",1.0,15.0
1147,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1.0,15.0
1148,Sadguru Hospital,"Goregaon West, Mumbai",1.0,15.0
1149,Be Well Hospital,"T Nagar, Chennai",11.0,15.0
1150,Surya Hospital,"Andheri, Mumbai",1.0,15.0
1151,Mangalmurti Hospital,"Bhayandar East, Mumbai",1.0,15.0
1152,Aamanya Hospital,"Adajan Dn, Surat",2.0,15.0
1153,Nandanvan Surgical Hospital,"Varachha Road, Surat",1.0,15.0
1154,Padmini Nursing Home,"Chetpet, Chennai",40.0,15.0
1155,Jawahar Hospital,"Tambaram, Chennai",2.0,15.0
1156,Balaji Nursing Home,"Thiruvanmiyur, Chennai",3.0,15.0
1157,VCare Hospital,"Zirakpur, Chandigarh",2.0,15.0
1158,Christudas Hospital,"Tambaram East, Chennai",1.0,15.0
1159,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0
1160,Viola Hospital ,"Okhla, Delhi",1.0,15.0
1161,Sri Sai Balaji Hospital,"Nagole, Hyderabad",5.0,15.0
1162,15 Bases Hospital,"Hayathnagar, Hyderabad",1.0,15.0
1163,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",1.0,15.0
1164,Venus Mother & Child Hospital,"Lal Bazaar, Hyderabad",37.0,15.0
1165,SMS ENT And Surgical Hospital,"Himayat Nagar, Hyderabad",2.0,15.0
1166,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",3.0,15.0
1167,Allwin Hospital,"Khairatabad, Hyderabad",1.0,15.0
1168,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1.0,15.0
1169,Ramya Nursing Home,"Old Bowenpally, Hyderabad",10.0,15.0
1170,Bansal Hospital,"New Friends Colony, Delhi",18.0,15.0
1171,Azam Hospital,"Old City, Hyderabad",1.0,15.0
1172,Chandar Leela Hospital,"Uttam Nagar, Delhi",1.0,15.0
1173,Add Life Hospitals,"Kukatpally, Hyderabad",2.0,15.0
1174,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1.0,15.0
1175,Bhagyalatha Hospital - Eye Unit,"Vanasthalipuram, Hyderabad",12.0,15.0
1176,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",2.0,15.0
1177,Behl Hospital ,"Naraina Vihar, Delhi",1.0,15.0
1178,Advanced Endocrine & Diabetes Hospital & Research Center,"KPHB, Hyderabad",2.0,15.0
1179,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",2.0,15.0
1180,Shilpa Nursing Home,"Miyapur, Hyderabad",2.0,15.0
1181,Manas Eye Hospital,"Moti Nagar, Hyderabad",1.0,15.0
1182,HCG SMH Curie Cancer Centre,"Karkardooma, Delhi",5.0,15.0
1183,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",5.0,15.0
1184,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2.0,15.0
1185,Nimra Hospital,"Falaknuma, Hyderabad",1.0,15.0
1186,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",4.0,15.0
1187,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",4.0,15.0
1188,K.G Hospital,"West Marredpally, Hyderabad",1.0,15.0
1189,Bansal Hospital,"Shyam Nagar, Jaipur",1.0,15.0
1190,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1.0,15.0
1191,Antra Hospital,"Jawahar Nagar, Jaipur",1.0,15.0
1192,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1.0,15.0
1193,Alnoor Maternity Hospital,"Erragadda, Hyderabad",2.0,15.0
1194,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",1.0,15.0
1195,Jwala Hospital,"Indira Nagar, Lucknow",1.0,15.0
1196,Niyar Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0
1197,Adarsh Hospital and welfare center,"Ashiyana, Lucknow",1.0,15.0
1198,Aravind Hospital,"Hayathnagar, Hyderabad",3.0,15.0
1199,Lal Kothi Hospital,"Lal Kothi, Jaipur",1.0,15.0
1200,Agarwal Hospital & Fertility Centre,"Vaishali Nagar, Jaipur",1.0,15.0
1201,Chandrabhan Hospital And Maternity Center,"Sodala, Jaipur",2.0,15.0
1202,Hegde Hospital ,"Chembur, Mumbai",3.0,14.0
1203,Khushi Hospital,"Godadara, Surat",1.0,14.0
1204,Matushree Hospital,"Kandivali West, Mumbai",54.0,14.0
1205,Cutis Hospital,"Ghatlodia, Ahmedabad",1.0,14.0
1206,Prakash Nursing Home,"Nalasopara West, Mumbai",1.0,14.0
1207,Jogeshwari Hospital,"Jogeshwari West, Mumbai",1.0,14.0
1208,Cloudnine Hospital,"Whitefield, Bangalore",22.0,13.0
1209,Ayush Hospital,"Kandivali, Mumbai",4.0,13.0
1210,Al-Hasan Children Hospital,"Nalasopara West, Mumbai",2.0,13.0
1211,Swastik Medical Center,"Anand Vihar, Delhi",13.0,13.0
1212,Rajendra Nagar Hospital,"Rajendranagar, Lucknow",2.0,13.0
1213,Curewell Hospital,"Lakdikapul, Hyderabad",6.0,12.0
1214,Sahara Nursing Home,"Govandi, Mumbai",1.0,12.0
1215,Swetha Hospital,"Khairatabad, Hyderabad",2.0,12.0
1216,The Childrens Hospital Mumbai,"Malad West, Mumbai",14.0,12.0
1217,ISIS Hospital,"Kailash Colony, Delhi",1.0,12.0
1218,Ashok Hospital,"Dahisar East, Mumbai",6.0,12.0
1219,Govandi Nursing Home,"Govandi, Mumbai",1.0,12.0
1220,C.M.Diabetes Centre- Karthik Hospital,"Wilson Garden, Bangalore",7.0,12.0
1221,Aashara Hospital,"Anna Nagar West, Chennai",2.0,12.0
1222,Dr Chaudhry's Moral Hospital Pvt.Ltd,"Yamuna Vihar, Delhi",3.0,12.0
1223,Aasha  Fertility Centre,"Borivali West, Mumbai",11.0,12.0
1224,Dhanvantari Hospital,"Andheri West, Mumbai",1.0,12.0
1225,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",1.0,12.0
1226,Salunke Hospital,"Wadgaon Sheri, Pune",3.0,12.0
1227,Orbit Hospital,"Mulund East, Mumbai",1.0,12.0
1228,Womens Hospital,"Andheri West, Mumbai",1.0,12.0
1229,Vasan Eye Care Hospital,"RT Nagar, Bangalore",8.0,11.0
1230,Manipal Ankur,"JP Nagar 1 Phase, Bangalore",12.0,11.0
1231,Chennai Krishna Hospital,"Chromepet, Chennai",4.0,11.0
1232,Shobhana Hospital,"Bhayandar East, Mumbai",1.0,11.0
1233,Tandon Hospital,"Chembur East, Mumbai",4.0,11.0
1234,Sneha Hospital,"Bhayandar East, Mumbai",1.0,11.0
1235,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",1.0,11.0
1236,Eshwar Hospital,"Mahalakshmi Layout, Bangalore",23.0,11.0
1237,Shruti Nursing Home,"Bandra, Mumbai",1.0,11.0
1238,Geetha Maternity And Surgical Centre,"Rajarajeshwarinagar, Bangalore",6.0,11.0
1239,Mamatha Nursing Home,"Rajajinagar, Bangalore",3.0,10.0
1240,Eye7 Chaudhary Eye Centre,"Lajpat Nagar, Delhi",2.0,10.0
1241,Republic Maternity Centre,"Bapujinagar, Bangalore",4.0,10.0
1242,Dr Solanki Eye Hospital,"Malleswaram, Bangalore",1.0,10.0
1243,MV Hospital for Diabetes,"Adyar, Chennai",2.0,10.0
1244,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1.0,10.0
1245,Paschimi Hospital,"Paschim Vihar, Delhi",1.0,10.0
1246,Prime Hospital,"Goregaon East, Mumbai",2.0,10.0
1247,Uma National Hospital,"Saidabad, Hyderabad",2.0,10.0
1248,GLB Hospitals,"Anna Nagar, Chennai",3.0,10.0
1249,Galaxy Hospital,"Pimple Saudagar, Pune",2.0,10.0
1250,Chamundi Hospital,"Madiwala, Bangalore",1.0,10.0
1251,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",1.0,10.0
1252,Apex Hospital,"Govandi, Mumbai",1.0,10.0
1253,Vasan Eye Care Hospital,"Saidapet, Chennai",3.0,10.0
1254,Sarodev Hospital,"Kandivali East, Mumbai",5.0,10.0
1255,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",1.0,10.0
1256,Radial Ortho Speciality Hospital,"Medavakkam, Chennai",1.0,10.0
1257,Sai Jyoti Eye and Dental Hospital,"Ulsoor, Bangalore",14.0,10.0
1258,Jai Nar Hospital,"Meera Bagh, Delhi",1.0,10.0
1259,SKS Hospital,"Mogappair East, Chennai",4.0,10.0
1260,Appasamy Krishna Hospital,"Velachery, Chennai",2.0,10.0
1261,Care & Cure Speciality Hospital (C and C Woman's Hospital),"Ayanavaram, Chennai",6.0,10.0
1262,Desai Hospital & Maternity Centre,"Dadar West, Mumbai",2.0,10.0
1263,Shruti Hospital,"Old City, Hyderabad",14.0,10.0
1264,Margaret Sidney Hospital,"Nanganallur, Chennai",3.0,10.0
1265,Shree Ayurvedic Multispeciality Hospital,"T Nagar, Chennai",6.0,10.0
1266,ICare Eye Hospital,"Sector 26, Noida",11.0,10.0
1267,Doctor Square Multispeciality Hospital,"Zirakpur, Chandigarh",5.0,10.0
1268,Siva Head & Neck Hospital,"Royapettah, Chennai",3.0,10.0
1269,Dr Kamaraj Hospital For Men's Health,"Vadapalani, Chennai",5.0,10.0
1270,Kedar Hospital,"Mugalivakkam, Chennai",9.0,10.0
1271,Jyothi Siddha & Ayurveda Hospital,"Tambaram, Chennai",1.0,10.0
1272,Vasnthi Orthopedic Hospital,"Arumbakkam, Chennai",3.0,10.0
1273,Arokya Hospital,"Nesapakkam, Chennai",2.0,10.0
1274,Dashmesh Hospital,"Zirakpur, Chandigarh",3.0,10.0
1275,Puranik Hospital,"Malad West, Mumbai",1.0,10.0
1276,Life Care Hospital,"Sector-c Sitapur Rd, Lucknow",2.0,10.0
1277,Trupthi Nursing Home,"Basaveshwaranagar, Bangalore",1.0,10.0
1278,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1.0,10.0
1279,Kaveri Speciality Hospital,"Koramangala, Bangalore",6.0,10.0
1280,Devi Eye Hospital,"Koramangala 6 Block, Bangalore",5.0,10.0
1281,Marathe Hospital,"Swargate, Pune",1.0,10.0
1282,GSN Hospital,"Ameerpet, Hyderabad",3.0,10.0
1283,Milann - The Fertility Center,"Indiranagar, Bangalore",7.0,10.0
1284,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",3.0,10.0
1285,Dr. Dnyanmote Multi Speciality Hospital,"Thergaon, Pune",6.0,10.0
1286,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",1.0,10.0
1287,Prachiti Hospital & Research Centre,"Sinhagad Road, Pune",2.0,10.0
1288,Max Vision Eye Hospital,"Kukatpally, Hyderabad",13.0,10.0
1289,B. V. K. Reddy  Hospital,"Warasiguda, Hyderabad",2.0,10.0
1290,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1.0,10.0
1291,C T Hospital,"Thergaon, Pune",1.0,10.0
1292,Sainath Hospital,"Ameerpet, Hyderabad",1.0,10.0
1293,Susheela Hospital,"Ramanthapur, Hyderabad",2.0,10.0
1294,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2.0,10.0
1295,Siddanth Hospital ENT & Multispeciality Centre,"Siddapura, Bangalore",1.0,10.0
1296,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",5.0,10.0
1297,Karunesh Neuro & Spine Surgical Hospital,"Bapunagar, Ahmedabad",1.0,10.0
1298,Ahmedabad Piles Fistula Hospital,"Paldi, Ahmedabad",1.0,10.0
1299,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",8.0,10.0
1300,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",1.0,10.0
1301,Ananda Hospital,"LB Nagar, Hyderabad",57.0,10.0
1302,Saicharan Hospital,"Ramanthapur, Hyderabad",2.0,10.0
1303,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",1.0,10.0
1304,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",5.0,10.0
1305,New National Hospital,"Santosh Nagar, Hyderabad",1.0,10.0
1306,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",1.0,10.0
1307,Mayya Maternity Hospital,"Amroli, Surat",1.0,10.0
1308,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",3.0,10.0
1309,Bhaskara Hospital,"SR Nagar, Hyderabad",4.0,10.0
1310,Amrutha Hospital,"Vidyanagar, Hyderabad",4.0,10.0
1311,Nethra Eye Institute(A Unit OfS owrya Hospitals),"Ameerpet, Hyderabad",2.0,10.0
1312,OM Hospital,"Senapati Bapat Marg, Pune",4.0,10.0
1313,Sri Venkateshwara Nethralaya,"Rajarajeshwarinagar, Bangalore",10.0,10.0
1314,Win Vision Eye Hospitals,"Begumpet, Hyderabad",2.0,10.0
1315,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",1.0,10.0
1316,Shrikrupa Hospital,"Sangavi, Pune",3.0,10.0
1317,Dr. Batra's Diagnostic Centre at Neptune Hospital,"Malviya Nagar, Delhi",2.0,10.0
1318,Eswar Eye Hospital,"Kukatpally, Hyderabad",6.0,10.0
1319,Anupama Hospital,"KPHB, Hyderabad",12.0,10.0
1320,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",1.0,10.0
1321,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",5.0,10.0
1322,Seha Hospital,"Lakdikapul, Hyderabad",4.0,10.0
1323,Mantri Hospital,"Erandwane, Pune",2.0,10.0
1324,Max Smart Super Speciality Hospital,"Saket, Delhi",1.0,10.0
1325,Asian Eye Hospital,"Dhole Patil Road, Pune",3.0,10.0
1326,K K HOSPITAL,"Peeragarhi, Delhi",11.0,10.0
1327,Mahajan Hospital,"Adarsh Nagar, Delhi",1.0,10.0
1328,Ashwini Hospital,"Chinchwad, Pune",1.0,10.0
1329,Sree Netralaya Eye Hospital,"Kothapet, Hyderabad",8.0,10.0
1330,Krishna Hospital,"Sangavi, Pune",1.0,10.0
1331,Pavan Sai Hospital,"LB Nagar, Hyderabad",1.0,10.0
1332,Eshwar Women & Day Care Hospital,"Jakkur, Bangalore",30.0,10.0
1333,Vighnharta Sai Hospital,"Bhosari, Pune",16.0,10.0
1334,Shree Hospital,"Baghlingampally, Hyderabad",2.0,10.0
1335,Ring Road Hospital,"Banashankari, Bangalore",1.0,10.0
1336,Bgs Global Hospitals,"Kengeri, Bangalore",18.0,10.0
1337,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",7.0,10.0
1338,Madhuri Hospital,"Yousufguda, Hyderabad",5.0,10.0
1339,Atharv Hospital,"Shivaji Nagar, Pune",1.0,10.0
1340,Matthew Hospital,"HSR Layout, Bangalore",1.0,10.0
1341,Shilp Hospital,"Paldi, Ahmedabad",2.0,10.0
1342,Asian Hospital,"Bhugaon, Pune",1.0,10.0
1343,Ram Krishna Hospital,"Sadashiv Peth, Pune",1.0,10.0
1344,BSR ENT And Eye Hospital,"Secunderabad, Hyderabad",3.0,10.0
1345,Ramkrishna Nursing Home,"Jayanagar, Bangalore",3.0,10.0
1346,Mamatha Hospital,"Sanjay Nagar, Bangalore",1.0,10.0
1347,Sri Srinivasa Oncology Hospital,"Rajajinagar, Bangalore",3.0,10.0
1348,Vasan Eye Care Hospital,"Neelankarai, Chennai",3.0,10.0
1349,Sanjeevani Maternity,"Mira Road, Mumbai",4.0,10.0
1350,Naba Jiban Hospital,"Shyambazar, Kolkata",1.0,10.0
1351,One Centre for Gynaecological Excellence,"Vijay Nagar, Indore",1.0,10.0
1352,Vasan Eye Care Hospital,"Kilpauk, Chennai",1.0,10.0
1353,Dr. Lal Hospital,"Badarpur, Delhi",1.0,10.0
1354,Dr. Deva Multi Speciality Hospital,"Pattabiram, Chennai",5.0,10.0
1355,Vasan Eye Care Hospital,"Washermenpet, Chennai",2.0,10.0
1356,Rushabh Hospital,"Chembur, Mumbai",1.0,10.0
1357,The Specialists Clinic And Hospital,"KK Nagar, Chennai",2.0,10.0
1358,Aashna Nursing Home,"Andheri, Mumbai",13.0,10.0
1359,Visitech Eye Centre,"South Extension 2, Delhi",4.0,10.0
1360,Vasan Eye Care Hospital,"Chromepet, Chennai",6.0,10.0
1361,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",1.0,10.0
1362,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1.0,10.0
1363,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",1.0,10.0
1364,Asmira Hospital,"Sakinaka, Mumbai",3.0,10.0
1365,S.S.Eye Hospital.,"Mannady, Chennai",1.0,10.0
1366,V Care Hospital,"Pallikaranai, Chennai",3.0,10.0
1367,Agarwal Nursing Home,"Tri Nagar, Delhi",1.0,10.0
1368,Vasan Eye Care Hospital - Triplicane,"Triplicane, Chennai",3.0,10.0
1369,Vasan Eye Care Hospital,"Perambur, Chennai",3.0,10.0
1370,Samartha Hospital,"Mira Road, Mumbai",2.0,10.0
1371,Salasar Child Hospital,"Dehar Ka Balaji, Jaipur",1.0,10.0
1372,M M Eyetech Institute,"Lajpat Nagar, Delhi",7.0,10.0
1373,Vasan Eye Care Hospital,"Mogappair West, Chennai",2.0,10.0
1374,Vasan Eye Care Hospital - Anna Nagar,"Anna Nagar East, Chennai",4.0,10.0
1375,Pikale Hospital,"Mahim, Mumbai",4.0,10.0
1376,Sarvopari Dental and ENT Hospital,"Jagatpura, Jaipur",1.0,10.0
1377,Bajaj Medical Centre,"Paschim Vihar, Delhi",8.0,10.0
1378,Swastik Nursing Home,"Ghatkopar West, Mumbai",10.0,10.0
1379,People's Nursing Home,"Aminjikarai, Chennai",2.0,10.0
1380,Sri Sai Sakthi Nursing Home,"MKB Nagar, Chennai",1.0,10.0
1381,Vasan Eye Care Hospital,"Alwarpet, Chennai",2.0,10.0
1382,Shree Sumangal Poly Clinic & Hospital,"Durgapura, Jaipur",2.0,10.0
1383,Ashwini Accident Hospital,"Mahim, Mumbai",21.0,10.0
1384,Medway Hospital,"Adyar, Chennai",1.0,10.0
1385,Vasan Eye Care Hospital,"Valasaravakkam, Chennai",3.0,10.0
1386,Vasan Eye Care Hospital,"Madipakkam, Chennai",3.0,10.0
1387,Vasan Eye Care Hospital - Vadapalani,"Vadapalani, Chennai",5.0,10.0
1388,Eye care centre,"Malad West, Mumbai",1.0,10.0
1389,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1.0,10.0
1390,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",1.0,10.0
1391,Indraprastha Apollo Hospital,"Jasola, Delhi",1.0,10.0
1392,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",1.0,10.0
1393,Max Multi Speciality Centre - Panchsheel Park,"Panchsheel Park, Delhi",95.0,10.0
1394,Padhuvai Hospital,"Madipakkam, Chennai",5.0,10.0
1395,Nova IVI Fertility,"Raja Annamalai Puram, Chennai",3.0,10.0
1396,Jayashree Nurshing Home,"Kandivali West, Mumbai",6.0,10.0
1397,Dhanraj Hospital,"Mahanagar, Lucknow",3.0,10.0
1398,Makkar Medical Centre,"Nirman Vihar, Delhi",8.0,10.0
1399,Sunder Lal Jain Hospital,"Ashok Vihar, Delhi",11.0,10.0
1400,Gomti Hospital & Maternity Centre,"Chowk, Lucknow",2.0,10.0
1401,Pooja Nursing Home,"Paharpur, Lucknow",5.0,10.0
1402,RK Nursing Home,"Chromepet, Chennai",9.0,10.0
1403,Vasan Eye Care Hospital,"Tambaram, Chennai",3.0,10.0
1404,Bharti Eye Hospital,"Greater Kailash Part 1, Delhi",7.0,10.0
1405,Delhi E.N.T. Multi- Speciality Hospital,"Jasola, Delhi",2.0,10.0
1406,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1.0,10.0
1407,Noble Nursing Home,"Miyapur, Hyderabad",2.0,10.0
1408,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1.0,10.0
1409,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",1.0,10.0
1410,Antop Hill Hospital,"Antop Hill, Mumbai",2.0,10.0
1411,Annamalai Hospital,"West Mambalam, Chennai",1.0,10.0
1412,Agarwal Nursing Home,"Bandra West, Mumbai",1.0,9.0
1413,Spring Life IVF & Fertility Centre,"Parel, Mumbai",6.0,9.0
1414,"Vardhan Fertility, Laparoscopy  & Women Care Centre","Banaswadi, Bangalore",8.0,9.0
1415,Nova IVI Fertility,"Sadashivanagar, Bangalore",2.0,9.0
1416,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",1.0,9.0
1417,Dr Tambe's Children Hospital,"Vikhroli East, Mumbai",17.0,9.0
1418,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1.0,9.0
1419,Harish Nursing Home,"Lower Parel, Mumbai",5.0,9.0
1420,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",1.0,9.0
1421,Sanket Hospital,"Borivali West, Mumbai",2.0,9.0
1422,Mandar Nursing Home,"Bandra West, Mumbai",1.0,9.0
1423,Dr. Mohan's Diabetes Specialities Centre,"Domalguda, Hyderabad",14.0,8.0
1424,Apollo Spectra,"Koramangala 4 Block, Bangalore",19.0,8.0
1425,Kanaka Maternity Hospital,"HSR Layout, Bangalore",3.0,8.0
1426,Worli Hospital For Women,"Worli, Mumbai",8.0,8.0
1427,New Rohini Hospital,"Rohini, Delhi",1.0,8.0
1428,Santrupti Hospital And Maternity Care,"Chunabhatti, Mumbai",3.0,8.0
1429,Nagarathna Hospital,"Kanakpura Road, Bangalore",1.0,8.0
1430,Ankur Hospital,"Varachha Road, Surat",1.0,8.0
1431,Shah Nursing Home ,"Matunga, Mumbai",1.0,8.0
1432,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1.0,8.0
1433,BMS Hospital,"Basavanagudi, Bangalore",89.0,8.0
1434,Usha Hospital,"Hadapsar, Pune",1.0,8.0
1435,"Visitech Eye Centre, Jasola","Jasola, Delhi",1.0,8.0
1436,V. S. Hospital,"Kovilambakkam, Chennai",1.0,8.0
1437,Avantika Hospital,"Rohini, Delhi",3.0,8.0
1438,Paul Nursing Home & Child Care Center,"Hari Nagar, Delhi",2.0,8.0
1439,Riddhi Nursing Home,"Borivali West, Mumbai",2.0,8.0
1440,Kidney & Urology Super-Speciality Clinic,"Rasta Peth, Pune",2.0,8.0
1441,Mahajan Children Hospital & Nursing Home,"Uttam Nagar, Delhi",1.0,8.0
1442,Dr. Gujar's Maternity and Surgical Hospital,"Mulund East, Mumbai",2.0,8.0
1443,C M Hospital,"Medavakkam, Chennai",2.0,8.0
1444,Shreeji Kripa Nursing Home,"Borivali, Mumbai",3.0,8.0
1445,Dr Pagare Speciality Hospital & Critical Care Center,"Sangvi, Pune",2.0,8.0
1446,Umarji Hospital,"Shukrawar Peth, Pune",18.0,8.0
1447,Vinayaka Hospital,"Jayanagar, Bangalore",8.0,8.0
1448,Shree Anand Memorial Hospital,"Thergaon, Pune",8.0,8.0
1449,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",1.0,8.0
1450,Beams Hospital,"Koramangala, Bangalore",2.0,8.0
1451,Pandya Surgical & Maternity Hospital,"Borivali, Mumbai",4.0,8.0
1452,Saraswati Hospital,"Thiruvottiyur, Chennai",1.0,7.0
1453,Ramani Hospital,"Ashok Nagar, Chennai",1.0,7.0
1454,M D Eye Care & Laser Centre,"Greater Kailash Part 2, Delhi",1.0,7.0
1455,Hope Clinic Maternity Centre,"Sector 21, Chandigarh",6.0,7.0
1456,Ohm Nursing Home,"Nacharam, Hyderabad",1.0,7.0
1457,Vasan Eye Care Hospital,"Marathahalli, Bangalore",8.0,7.0
1458,Priyank Nursing Home,"Prabhadevi, Mumbai",5.0,7.0
1459,Hira Surgical Nursing Home,"Goregaon East, Mumbai",1.0,7.0
1460,Apurbha Hospital,"Delhi, Delhi",1.0,7.0
1461,Nupoor Maternity Home & Sonography Clinic,"Pal Bhatha, Surat",1.0,7.0
1462,Sangeeta Nursing Home,"Sector 21, Chandigarh",2.0,7.0
1463,Anand Hospital,"Varachha Road, Surat",1.0,7.0
1464,Bakshi Hospital,"Kothrud, Pune",1.0,7.0
1465,Sobti Hospital,"Matunga, Mumbai",3.0,7.0
1466,Jhamb Medical and Maternity Centre,"Shalimar Bagh, Delhi",1.0,7.0
1467,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1.0,7.0
1468,Vibhu Nursing Home,"Malviya Nagar, Delhi",4.0,7.0
1469,Geetha Hospital ,"Avalahalli, Bangalore",1.0,6.0
1470,AVS Hospital,"Pallikaranai, Chennai",1.0,6.0
1471,Veena Nursing Home,"Rohini, Delhi",25.0,6.0
1472,Ovum Fertility & Women's Health Center,"Kalyan Nagar, Bangalore",11.0,6.0
1473,SLMS  Hospital,"Nagole, Hyderabad",1.0,6.0
1474,Vijaya Marie Hospital,"Attapur, Hyderabad",1.0,6.0
1475,Royal Hospital,"Katraj, Pune",1.0,6.0
1476,Ramakrishna Smart Hospitals,"Electronics City, Bangalore",2.0,6.0
1477,Shree  Dhanvantari Ayurveda Hospital,"Rajajinagar, Bangalore",3.0,6.0
1478,Shree Nandan Eye Hospital,"Varachha Road, Surat",1.0,6.0
1479,Belle Vue Clinic,"Minto Park, Kolkata",29.0,6.0
1480,RG Stone Urology & Laparoscopy Hospital,"Pitampura, Delhi",13.0,6.0
1481,Child Care Children Hospital,"Jeedimetla, Hyderabad",1.0,6.0
1482,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",1.0,6.0
1483,Amrit Hospital,"Sowcarpet, Chennai",9.0,6.0
1484,Rhythm Healthcare,"Pimple Saudagar, Pune",2.0,6.0
1485,FourCare Hospital,"Vileparle East, Mumbai",1.0,6.0
1486,Indigo Womens Center,"Anna Nagar, Chennai",2.0,6.0
1487,Prime Care Nursing Home,"Adambakkam, Chennai",1.0,6.0
1488,HCG Hospitals,"Koramangala 5 Block, Bangalore",1.0,6.0
1489,Chandorkar Hospital,"Borivali, Mumbai",1.0,6.0
1490,Prashanti Nursing Home,"Rohini, Delhi",1.0,6.0
1491,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1.0,6.0
