,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1258,Magnas V ENT Hospitals,"Chaitanyapuri, Hyderabad",6,
1259,LV Prasad,"Banjara Hills, Hyderabad",2,
1260,Pace Hospitals,"Begumpet, Hyderabad",2,100
1261,Preeti Urology and Kidney Hospital,"Kukatpally, Hyderabad",2,75
1262,Pace Hospital,"Hitech City, Hyderabad",2,100
1263,Hyderbad Kidney & Laproscopic Center,"Malakpet, Hyderabad",2,100
1264,Sunshine Hospital,"Secunderabad, Hyderabad",2,450
1265,Mamatha Hospitals,"Kukatpally, Hyderabad",2,120
1266,Omega Hospital,"Banjara Hills, Hyderabad",2,150
1267,Sowmya Multispecality Hospital,"Karkhana, Hyderabad",15,
1268,Cygnus Institute Of Gastroenterology,"Kukatpally, Hyderabad",2,70
1269,The Birthplace Hospital,"Banjara Hills, Hyderabad",2,25
1270,Vanaja Hospital,"AS Rao Nagar, Hyderabad",2,25
1271,Kamineni Hospitals,"LB Nagar, Hyderabad",2,350
1272,Ramayya Pramila Urology & Laparoscopy Hospital,"Basheerbagh, Hyderabad",2,50
1273,Nice Hospital,"Masab Tank, Hyderabad",2,120
1274,Pranaam Hospital,"Madinaguda, Hyderabad",2,100
1275,Midas ENT Head & Neck Super Speciality Hospital,"Dilsukhnagar, Hyderabad",2,100
1276,Landmark Hospitals,"Nizampet, Hyderabad",2,100
1277,Fehmicare Hospital,"Yousufguda, Hyderabad",2,
1278,Harsha Hospitals,"Kukatpally, Hyderabad",9,
1279,Medwin Hospitals,"Nampally, Hyderabad",2,200
1280,Kadimi Nursing Home,"Chanda Nagar, Hyderabad",2,25
1281,Omni Hospitals,"Kothapet, Hyderabad",2,250
1282,Krishna Children's Hospital,"Lakdikapul, Hyderabad",2,50
1283,Vijaya Hospital,"Madinaguda, Hyderabad",12,
1284,Sankhya Hospitals,"Kukatpally, Hyderabad",2,50
1285,Mahaveer Hospital,"Masab Tank, Hyderabad",2,200
1286,Sumana Hospital,"Kukatpally, Hyderabad",2,50
1287,Vijay Marie Hospital,"Khairatabad, Hyderabad",2,200
1288,Vijaya Health Care,"Secunderabad, Hyderabad",2,100
1289,Lotus Children Hospitals,"Kukatpally, Hyderabad",2,50
1290,Vasavi Hospital,"Lakdikapul, Hyderabad",2,150
1291,Orthopedic Doctor- Raghava Hospital,"Ameerpet, Hyderabad",2,50
1292,Aditya Hospital,"Abids, Hyderabad",4,
1293,Owaisi Hospital And Research Centre,"Kanchanbagh, Hyderabad",6,
1294,Sri Sri Holistic Hospitals,"Nizampet, Hyderabad",2,100
1295,TKR's Ikon Hospital,"Dilsukhnagar, Hyderabad",2,75
1296,Hedge Fertility Hospital,"Moosarambagh, Hyderabad",2,25
1297,"Kamineni Orthopaedics, Kingkoti","King Koti, Hyderabad",2,200
1298,Pragna Hospitals,"Banjara Hills, Hyderabad",2,50
1299,Global Hospital,"Lakdikapul, Hyderabad",2,100
1300,Bristlecone Hospitals,"Barkatpura, Hyderabad",32,
1301,C C Shroff Memorial Hospital,"Barkatpura, Hyderabad",21,
1302,Sri Raghavendra Multispeciality Hospital,"Ecil, Hyderabad",2,100
1303,Ramdev Rao Memorial General Hospital,"Kukatpally, Hyderabad",5,
1304,SMT. Bhagwan Devi Hospital,"Old City, Hyderabad",2,50
1305,Durgabai Deshmukh Hospital,"Vidyanagar, Hyderabad",2,50
1306,Premier Hospital,"Mehdipatnam, Hyderabad",2,105
1307,Asha Hospital,"Banjara Hills, Hyderabad",2,200
1308,Surekha Hospital,"Kompally, Hyderabad",2,50
1309,Balaji Hospital,"Kompally, Hyderabad",2,100
1310,Saptagiri Hospital,"Chaitanyapuri, Hyderabad",2,50
1311,Dr. Rao's ENT Super Speciality International Hospital,"KPHB, Hyderabad",2,100
1312,Eswar Eye Hospital,"Kukatpally, Hyderabad",2,10
1313,Kirloskar Hospital,"Basheerbagh, Hyderabad",2,50
1314,Goodwill Hospital - Kidney And Surgical Centre,"Banjara Hills, Hyderabad",2,60
1315,Vasundhara Hospital,"Moosapet, Hyderabad",3,
1316,Sri Visista Super Speciality Ayurveda,"Punjagutta, Hyderabad",1,
1317,Vijaya Nursing Home,"Chanda Nagar, Hyderabad",2,
1318,Indo-us Superspeciality Hospital,"Ameerpet, Hyderabad",2,50
1319,KIMS Hospital,"Kondapur, Hyderabad",2,150
1320,Alpha Hospital,"Charminar, Hyderabad",2,120
1321,Surakshaka Multi-Speciality And Diabetes Hospitals,"KPHB, Hyderabad",1,
1322,Praanadah Hospital,"Madhapur, Hyderabad",16,
1323,Tanvir Hospital,"Srinagar Colony, Hyderabad",2,37
1324,Apollo Hospitals,"Jubilee Hills, Hyderabad",2,550
1325,Basant Sahney Hospital,"West Marredpally, Hyderabad",2,60
1326,Remedy Hospitals,"Kukatpally, Hyderabad",2,80
1327,Shalivahana Multi Speciality Hospital,"Dilsukhnagar, Hyderabad",2,100
1328,Dr. Saji D'souza's KSAC Hospital,"Punjagutta, Hyderabad",2,40
1329,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",2,20
1330,Mythri Hospital,"Chanda Nagar, Hyderabad",2,150
1331,Srinivasa Hospital,"Narayanguda, Hyderabad",2,100
1332,"Aravind Eye Hospital, Mehdipatnam","Mehdipatnam, Hyderabad",29,
1333,Jaya Bhushan Hospitals,"Mehdipatnam, Hyderabad",2,25
1334,Amrita ENT Head and Neck Hospital,"KPHB, Hyderabad",2,3
1335,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",2,10
1336,Manju Sudha Multi speciality ,"Dilsukhnagar, Hyderabad",9,
1337,Majestic Hospital,"Langer House, Hyderabad",9,
1338,Geetha Multi Speciality Hospital,"West Marredpally, Hyderabad",2,100
1339,Sree Netralaya Eye Hospital,"Kothapet, Hyderabad",2,10
1340,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",2,30
1341,Matrix Hospital,"Ramanthapur, Hyderabad",2,20
1342,Avis Hospitals,"Jubilee Hills, Hyderabad",2,20
1343,Endo Viz Hospital,"Kukatpally, Hyderabad",2,75
1344,SMS ENT And Surgical Hospital,"Himayat Nagar, Hyderabad",2,15
1345,Sri Srinivasa Hospital,"Santosh Nagar, Hyderabad",2,51
1346,Ozone Hospitals,"Dilsukhnagar, Hyderabad",2,250
1347,Apoorva Hospital,"Mehdipatnam, Hyderabad",2,20
1348,Hyderabad Multispeciality Hospital,"Malakpet, Hyderabad",2,60
1349,Lotus Hospital for Women and Childrens,"Lakdikapul, Hyderabad",2,150
1350,Paramitha Children Hospital,"Dilsukhnagar, Hyderabad",2,100
1351,Elbit Polyclinics Tarnaka,"Secunderabad, Hyderabad",2,56
1352,CARE HOSPITAL ( GURUNANAK ) MUSHEERABAD,"Musheerabad, Hyderabad",2,90
1353,Nova ENT Hospital,"Somajiguda, Hyderabad",2,30
1354,"Lakshmi Hospital for Women, Children & Multispeciality","Madinaguda, Hyderabad",2,50
1355,Healing Touch Hospital,"West Marredpally, Hyderabad",1,
1356,Adavally Damodar Reddy Memorial Hospital - Hyderabad,"Ramanthapur, Hyderabad",1,
1357,Shreyas Multi Speciality Hospital,"Kapra, Hyderabad",11,
1358,Sathya Kidney Centre & Super Speciality Hospitals,"Himayat Nagar, Hyderabad",2,
1359,Shalini Hospital,"Barkatpura, Hyderabad",5,
1360,Challa Hospitals,"Ameerpet, Hyderabad",2,100
1361,Vikram Hospital,"Madhapur, Hyderabad",2,
1362,BBR Super Speciality Hospital,"Balanagar, Hyderabad",2,175
1363,Venus Hospital,"Malakpet, Hyderabad",2,100
1364,Sai Siva Children Hospital,"Chanda Nagar, Hyderabad",2,30
1365,S V Pooja Hospital,"Hyder Nagar, Hyderabad",2,50
1366,Rohan Hospital,"Mehdipatnam, Hyderabad",2,35
1367,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",2,50
1368,Aries Maternity Hospital,"Mehdipatnam, Hyderabad",2,35
1369,Konaseema Hospitals,"Kukatpally, Hyderabad",2,100
1370,BSR ENT And Eye Hospital,"Secunderabad, Hyderabad",2,10
1371,Xenia Hospital,"Ecil, Hyderabad",2,100
1372,Sri Sai Ram Hospital,"Langer House, Hyderabad",2,20
1373,Madhuri Hospital,"Yousufguda, Hyderabad",2,10
1374,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",2,50
1375,Kiran-swetha children hospital,"Chanda Nagar, Hyderabad",2,
1376,Srikara Hospitals,"Secunderabad, Hyderabad",2,100
1377,Orient Eye Hospital,"Mehdipatnam, Hyderabad",2,5
1378,Shri Adithya Hospitals,"Ecil, Hyderabad",7,
1379,Thatha Hospital,"Kapra, Hyderabad",2,100
1380,Redefine Plastic and Cosmetic Surgery Center,"Kothapet, Hyderabad",2,5
1381,Shree Hospital,"Baghlingampally, Hyderabad",2,10
1382,Pavan Sai Hospital,"LB Nagar, Hyderabad",2,10
1383,Nethra Eye Institute(A Unit OfS owrya Hospitals),"Ameerpet, Hyderabad",2,10
1384,Sainath Hospital,"Ameerpet, Hyderabad",2,10
1385,Dr.Gowds Dental Hospitals,"Banjara Hills, Hyderabad",7,
1386,Matrika Hospital,"Somajiguda, Hyderabad",6,
1387,Asian Institute Of Nephrology & Urology,"Somajiguda, Hyderabad",2,100
1388,Saluja Hospital,"Secunderabad, Hyderabad",2,50
1389,Leela Hospital,"Moti Nagar, Hyderabad",2,20
1390,G.B.R. Hospital Multispeciality,"Dilsukhnagar, Hyderabad",5,
1391,Navodaya Nursing Home,"Amberpet, Hyderabad",2,20
1392,Lakshmi Sailaja Hospital,"Suchitra Circle, Hyderabad",2,30
1393,Sadhuram Eye Hospital,"Domalguda, Hyderabad",10,
1394,Vijaya Sree Hospital,"Chanda Nagar, Hyderabad",3,
1395,Healix Hospitals,"Madinaguda, Hyderabad",2,100
1396,Advanced Endocrine & Diabetes Hospital & Research Center,"KPHB, Hyderabad",2,15
1397,Usha Mohan Hospitals,"Attapur, Hyderabad",5,
1398,B. V. K. Reddy  Hospital,"Warasiguda, Hyderabad",2,10
1399,People's Hospital,"Pragathi Nagar, Hyderabad",2,5
1400,Hyderabad Nursing Home,"Basheerbagh, Hyderabad",4,
1401,Shilpa Nursing Home,"Miyapur, Hyderabad",2,15
1402,Shenoy Nursing Home,"East Marredpally, Hyderabad",2,20
1403,KIMS - Krishna Institute of Medical Sciences,"Secunderabad, Hyderabad",2,1000
1404,Mahatma Sri Ramachandra Centenary Memorial Hospital,"Vijaynagar Colony, Hyderabad",2,
1405,Magna Code,"Jubilee Hills, Hyderabad",2,5
1406,Oarchid Hospital,"Kothapet, Hyderabad",2,50
1407,Sai Sanjeevini Hospitals,"Kothapet, Hyderabad",2,120
1408,Manas Eye Hospital,"Moti Nagar, Hyderabad",2,15
1409,Apollo Hospital,"Secunderabad, Hyderabad",2,150
1410,Basavatarakam Indo American Cancer Hospital & Research Institute,"Banjara Hills, Hyderabad",1,
1411,Maxivision Eye Hospital,"Somajiguda, Hyderabad",2,20
1412,NH Malla Reddy Narayan Multispeciality Hospital,"Jeedimetla, Hyderabad",2,250
1413,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",2,10
1414,GSN Hospital,"Ameerpet, Hyderabad",2,10
1415,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",2,50
1416,S.V.K. Hospital,"Jeedimetla, Hyderabad",3,
1417,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",2,15
1418,Swarup Eye Centre -Banjara Hills,"Banjara Hills, Hyderabad",1,
1419,Life Line Hospital,"Chandrayangutta, Hyderabad",1,
1420,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",2,5
1421,Russh Super Specialty Hospital,"Suchitra Circle, Hyderabad",2,150
1422,Seha Hospital,"Khairatabad, Hyderabad",1,
1423,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2,50
1424,Haritha Hospitals,"Kothaguda, Hyderabad",2,30
1425,Suraksha Children Hospital,"Tarnaka, Hyderabad",2,50
1426,Parvathi Hospital,"Secunderabad, Hyderabad",2,50
1427,Yashoda Hospital,"Secunderabad, Hyderabad",2,500
1428,SLMS  Hospital,"Nagole, Hyderabad",2,6
1429,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",2,20
1430,Care Hospitals,"Secunderabad, Hyderabad",2,
1431,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",2,20
1432,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",2,20
1433,Witus Hospital,"Habsiguda, Hyderabad",5,
1434,Sree Maruthi Nursing Home,"West Marredpally, Hyderabad",2,50
1435,Tulasi Hospitals,"Kushaiguda, Hyderabad",2,100
1436,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",2,20
1437,Azam Hospital,"Old City, Hyderabad",2,15
1438,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",2,10
1439,Vijaya Marie Hospital,"Attapur, Hyderabad",2,6
1440,Kaba Hospital,"Tolichowki, Hyderabad",13,
1441,Ankura Children's Hospital,"Madinaguda, Hyderabad",2,50
1442,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2,10
1443,Bhavya Multispeciality Hospital,"Nagole, Hyderabad",26,
1444,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",2,20
1445,Vijay Hospital,"Vanasthalipuram, Hyderabad",1,
1446,Safe Mother & Child Hospital,"Champapet, Hyderabad",1,
1447,Sridhar Multi Speciality Hospital,"Santosh Nagar, Hyderabad",2,100
1448,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",2,10
1449,3M People's Hospital,"Tolichowki, Hyderabad",1,
1450,Narmada Test Tube Baby & Laproscopy Center,"East Marredpally, Hyderabad",5,
1451,Bhaskara Hospital,"SR Nagar, Hyderabad",2,10
1452,Rise Childrens Hospital,"Attapur, Hyderabad",1,
1453,GNR Multi Speciality Hospital,"Alwal, Hyderabad",2,50
1454,Healing Touch Hospital,"Mehdipatnam, Hyderabad",2,5
1455,Neelima Hospital,"Erragadda, Hyderabad",2,70
1456,St. Theresa Hospital,"Erragadda, Hyderabad",2,150
1457,Vasan Eye Hospital,"Begumpet, Hyderabad",2,20
1458,Jayakrishna Hospital,"Ramanthapur, Hyderabad",1,
1459,Sri Sai Kamala Hospital,"Dilsukhnagar, Hyderabad",2,50
1460,Pulse Hospital,"Padmarao Nagar, Hyderabad",2,51
1461,People's Health Care Hospital,"Secunderabad, Hyderabad",8,
1462,Mantra Kerali Ayurvedic Hospital,"Saroor Nagar, Hyderabad",2,5
1463,Sri Sai Balaji Hospital,"Nagole, Hyderabad",2,15
1464,Poulomi Hospital,"Kapra, Hyderabad",2,120
1465,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",2,10
1466,Krishna Hospital,"Karmanghat, Hyderabad",1,
1467,New National Hospital,"Santosh Nagar, Hyderabad",2,10
1468,Mahesh Hospital  And Research Foundation,"Himayat Nagar, Hyderabad",2,
1469,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",2,10
1470,Lazarus Hospital,"Khairatabad, Hyderabad",1,
1471,KIMS Bibi Hospital,"Malakpet, Hyderabad",2,150
1472,Bristle Cone Hospital,"Barkatpura, Hyderabad",4,
1473,Maxivision Super Speciality Eye Hospital,"Madhapur, Hyderabad",1,
1474,Sigma Hospital ,"Jeedimetla, Hyderabad",2,150
1475,Aware Global Hospital,"Sagar Road, Hyderabad",1,
1476,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",2,25
1477,Raghavendra Orthopaedic and Multispeciality Hospital,"Secunderabad, Hyderabad",2,
1478,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2,15
1479,Ananda Hospital,"LB Nagar, Hyderabad",2,10
1480,Yashoda Hospital,"Malakpet, Hyderabad",2,500
1481,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",2,10
1482,Apple Hospitals,"Yakutpura, Hyderabad",2,50
1483,Little Stars Children's Hospital,"Panjagutta, Hyderabad",2,100
1484,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",2,50
1485,Krishnaveni Hospital,"Hayathnagar, Hyderabad",2,50
1486,Madhava Multispeciality Hospital,"Secunderabad, Hyderabad",2,100
1487,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",2,50
1488,Nimra Hospital,"Falaknuma, Hyderabad",2,15
1489,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",2,50
1490,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",2,15
1491,Tilaknagar Hospital,"Amberpet, Hyderabad",2,25
1492,Navjeevan Hospitals,"Secunderabad, Hyderabad",2,50
1493,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",2,25
1494,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",2,15
1495,Legend Hospital,"Hayathnagar, Hyderabad",2,20
1496,Shreyas Hospital ,"Ecil, Hyderabad",2,50
1497,Mohammedi Memorial Hospital,"Attapur, Hyderabad",2,20
1498,Ankura Children's Hospitals,"AS Rao Nagar, Hyderabad",2,100
1499,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",2,15
1500,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",2,15
1501,Sri Balaji Nursing Home,"Uppal, Hyderabad",1,30
1502,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",1,10
1503,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",1,30
1504,ADRM Multispeciality Hospital,"Ramanthapur, Hyderabad",1,
1505,Saicharan Hospital,"Ramanthapur, Hyderabad",1,10
1506,G.S.R Hospitals,"Saidabad, Hyderabad",1,
1507,Suncity Nursing Home,"Langer House, Hyderabad",2,
1508,Saaol Heart Center,"Himayat Nagar, Hyderabad",1,
1509,Unik Care Hospital,"Mallepally, Hyderabad",1,20
1510,Swetha Hospital,"Khairatabad, Hyderabad",1,12
1511,Sri Nitya Hospitals,"Vanasthalipuram, Hyderabad",6,
1512,Bhaskara Hospital,"Jeedimetla, Hyderabad",37,
1513,Citizens Specialty Hospitals,"Lingampally, Hyderabad",1,250
1514,Apollo Hospitals,"Jubilee Hills, Hyderabad",1,
1515,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",1,10
1516,Swapna Hospital,"Dilsukhnagar, Hyderabad",1,59
1517,Princess Durru Shehvar Hospital - Porani Haveli,"Charminar, Hyderabad",3,
1518,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",1,25
1519,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",1,15
1520,Kamineni Hospitals,"King Koti, Hyderabad",1,150
1521,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",1,10
1522,Aarogya Hospital,"Nampally, Hyderabad",1,30
1523,Zoi Hospitals,"Somajiguda, Hyderabad",1,104
1524,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1,25
1525,Abhaya BBC Children Hopsital,"Vidyanagar, Hyderabad",12,
1526,Mother  And  Child Clinic,"Malakpet, Hyderabad",2,
1527,KS Hospital,"Old Bowenpally, Hyderabad",5,
1528,Thumbay Hospital New Life,"Malakpet, Hyderabad",1,150
1529,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",1,5
1530,Venus Mother & Child Hospital,"Lal Bazaar, Hyderabad",1,15
1531,Amrutha Hospital,"Vidyanagar, Hyderabad",1,10
1532,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",1,25
1533,Sudha Hospitals,"Malkajgiri, Hyderabad",12,
1534,Navodaya Hospitals,"Secunderabad, Hyderabad",1,50
1535,Maxcure Hospitals,"Saifabad, Hyderabad",1,200
1536,Srinivasa Hospital,"Hayathnagar, Hyderabad",1,30
1537,Nandini Hospitals,"Sainikpuri, Hyderabad",1,30
1538,Prerana Hospital ,"Kukatpally, Hyderabad",4,
1539,SVK Hospital,"Jeedimetla, Hyderabad",1,20
1540,Raksha Hospital,"LB Nagar, Hyderabad",4,
1541,Susheela Hospital,"Ramanthapur, Hyderabad",1,10
1542,Vignesh Nursing Home,"Kukatpally, Hyderabad",1,30
1543,Sushrutha Hospital,"SR Nagar, Hyderabad",5,
1544,Bhagyalatha Hospital - Eye Unit,"Vanasthalipuram, Hyderabad",1,15
1545,Sunrich Hospital,"Erragadda, Hyderabad",3,
1546,Srikara Hospitals,"Miyapur, Hyderabad",1,200
1547,Retreat Hospital,"Malakpet, Hyderabad",1,20
1548,Sharada Eye Care,"Vanasthalipuram, Hyderabad",15,
1549,Konark Hospital,"Jeedimetla, Hyderabad",1,100
1550,Lahari Super Speciality Dental Hospital,"Nizampet, Hyderabad",13,
1551,"Dental & Maxillofacial Surgery Centre , Apollo DRDO Hospital","Kanchanbagh, Hyderabad",7,
1552,Olive Hospital,"Mehdipatnam, Hyderabad",1,100
1553,Vasan Eye Care (Dilsukh Nagar),"Dilsukhnagar, Hyderabad",8,
1554,Medisys Hospitals,"LB Nagar, Hyderabad",1,250
1555,Sudha Nursing Home,"Safilguda, Hyderabad",1,25
1556,Apollo Spectra Hospital,"Kothaguda, Hyderabad",1,21
1557,Birthright By Rainbow,"Banjara Hills, Hyderabad",1,150
1558,Smile Miles Dental Hospital,"Begumpet, Hyderabad",17,
1559,Rainbow Children's Hospital,"Madhapur, Hyderabad",1,25
1560,Swathi Hospital,"Banjara Hills, Hyderabad",1,30
1561,Birthright By Rainbow,"Vikrampuri Colony, Hyderabad",1,60
1562,Rainbow Children's Hospital,"Hyder Nagar, Hyderabad",1,80
1563,Centre for Sight - Kukatpally,"Kukatpally, Hyderabad",1,
1564,Birthright By Rainbow,"Madhapur, Hyderabad",5,
1565,Rise Children Hospital ,"Mehdipatnam, Hyderabad",1,100
1566,"Pumega Hospital	","Erragadda, Hyderabad",10,
1567, Vivek Hospital ,"Saidabad, Hyderabad",11,
1568,Innova Hospital And Research Centre,"Tarnaka, Hyderabad",1,100
1569,Max Vision Eye Hospital,"Kukatpally, Hyderabad",1,10
1570,Induss Hospital,"Dilsukhnagar, Hyderabad",1,100
1571,Rainbow Children's Hospital,"Vikrampuri Colony, Hyderabad",1,
1572,American Oncology Institute,"Lingampally, Hyderabad",1,50
1573,The Deccan Hospital,"Somajiguda, Hyderabad",1,200
1574,Rainbow Children's Hospital,"Banjara Hills, Hyderabad",1,70
1575,Birthright By Rainbow,"Kondapur, Hyderabad",1,40
1576,Apollo Hospital,"Hyderguda, Hyderabad",1,200
1577,Birthright By Rainbow,"Hyder Nagar, Hyderabad",1,80
1578,Add Life Hospitals,"Kukatpally, Hyderabad",1,15
1579,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",1,20
1580,Woodlands Hospital,"Barkatpura, Hyderabad",1,100
1581,Apollo Clinics,"Jubilee Hills, Hyderabad",1,
1582,OMNI Hospitals,"Kukatpally, Hyderabad",1,150
1583,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",1,10
1584,Care Hospitals,"Gachibowli, Hyderabad",1,250
1585,Ramya Nursing Home,"Old Bowenpally, Hyderabad",1,15
1586,MaxCure Suyosha Woman & Child Hospital,"Hitech City, Hyderabad",1,100
1587,Sunitha Children's Hospital,"Sagar Road, Hyderabad",1,50
1588,Seha Hospital,"Lakdikapul, Hyderabad",1,10
1589,Sigma Hospitals,"Dilsukhnagar, Hyderabad",1,50
1590,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1,50
1591,Oakridge Hospitals,"Madhapur, Hyderabad",1,100
1592,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",1,50
1593,Srinivasa Hospital,"Narayanguda, Hyderabad",1,100
1594,Indo US Diabetes Research Center & Multi Specialty Hospital,"Malakpet, Hyderabad",1,140
1595,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",1,15
1596,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1,50
1597,Prashamsa Hospital,"Alwal, Hyderabad",1,20
1598,Ushodaya Hospital,"Kishanbagh, Hyderabad",1,50
1599,Sai Teja Hospital,"Saroor Nagar, Hyderabad",3,
1600,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",1,10
1601,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1,15
1602,Medilife Hospital,"Mallepally, Hyderabad",1,4
1603,Dr. Mohan's Diabetes Specialities Centre,"Domalguda, Hyderabad",1,8
1604,Kakatiya Hospital,"Gachibowli, Hyderabad",1,30
1605,Rays Lifestyle Hospital,"Banjara Hills, Hyderabad",1,100
1606,Doctors Hospital,"Chaitanyapuri, Hyderabad",1,25
1607,Child Care Children Hospital,"Jeedimetla, Hyderabad",1,6
1608,Win Vision Eye Hospitals,"Begumpet, Hyderabad",1,10
1609,Supraja Hospitals,"Nagole, Hyderabad",1,100
1610,Sterling Super Speciality Hospitals,"Trimulgherry, Hyderabad",1,150
1611,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",1,10
1612,Huma Hospital,"Yakutpura, Hyderabad",1,20
1613,Safe Children Hospital,"Malakpet, Hyderabad",1,100
1614,Cocoon Hospital,"Langer House, Hyderabad",1,
1615,Pavithra Hospital,"Old Bowenpally, Hyderabad",1,20
1616,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",1,50
1617,Janahita Hospital,"Jeedimetla, Hyderabad",1,55
1618,Gupta Hospital,"Old City, Hyderabad",1,22
1619,Mansoor Childrens Hospital,"Mallepally, Hyderabad",1,5
1620,Apex Hospitals,"Karmanghat, Hyderabad",1,
1621,Aravind Hospital,"Hayathnagar, Hyderabad",1,15
1622,Dr. Raja Shekar Reddy Laperoscopy Hospital,"LB Nagar, Hyderabad",2,
1623,Leaf Hospital,"Kondapur, Hyderabad",1,
1624,Shine Childrens Hospital,"LB Nagar, Hyderabad",1,50
1625,KGH Hospital,"Dilsukhnagar, Hyderabad",1,50
1626,"Disha Childrens Hospital	","LB Nagar, Hyderabad",1,
1627,Sarvani Hospital,"Santosh Nagar, Hyderabad",1,20
1628,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1,16
1629,Citi Neuro Centre,"Banjara Hills, Hyderabad",1,60
1630,Jayaa Hospital,"Miyapur, Hyderabad",4,
1631,Niyar Nursing Home,"Chandrayangutta, Hyderabad",1,15
1632,dr rama's fertility hospital,"Ameerpet, Hyderabad",2,
1633,Madhuri Maternity Nursing Home ,"Lingampally, Hyderabad",2,
1634,Maa ENT Hospital,"Balanagar, Hyderabad",1,4
1635,Global Animal Hospital,"Trimulgherry, Hyderabad",1,2
1636,Geetha Hospital,"Dilsukhnagar, Hyderabad",6,
1637,Shreya Hospital,"Borabanda, Hyderabad",1,20
1638,Sarayu Cosmetic and Plastic Surgery Clinic,"KPHB, Hyderabad",1,
1639,Shadan Hospital,"Gachibowli, Hyderabad",3,
1640,RamanaMoorthy Personnel Practice,"Gachibowli, Hyderabad",3,
1641,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",1,5
1642,Vijay Hospital,"Dilsukhnagar, Hyderabad",1,
1643,Nikhil Hospitals,"Dilsukhnagar, Hyderabad",1,100
1644,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",1,15
1645,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1,5
1646,Jayaprada Hospital,"Lothkunta, Hyderabad",1,20
1647,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",1,10
1648,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1,25
1649,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",1,50
1650,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",1,2
