,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
6527,Dr. K Yugaveer,,,Pulmonologist,Omni Hospitals
6528,Dr. Purushotham Raju,,,Pediatrician,Omni Hospitals
6529,Dr. M. Saradhi Goud,,,Psychiatrist,Omni Hospitals
6530,Dr. N. Srinivas,,,GeneralPhysician,Omni Hospitals
6531,Dr. G.V.Ramana,,,Pediatrician,Omni Hospitals
6532,Dr. Y. P. Raju,,,Cardiologist,Omni Hospitals
6533,Dr. Jaipal Reddy B,,,GeneralPhysician,Omni Hospitals
6534,Dr. Ramamurthee Kannaiyan,,,"GeneralPractitioner,GeneralPhysician",Apollo Hospital - Tondiarpet
6535,Dr. Kanakarajan P,,,"GeneralPractitioner,GeneralPhysician",Apollo Hospital - Tondiarpet
6536,Dr. Hariprasath J,,,GeneralPhysician,Apollo Hospital - Tondiarpet
6537,Dr. Abraham Oomman,,,Cardiologist,Apollo Hospital - Tondiarpet
6538,Dr. Asha Mahilmaran,,,Cardiologist,Apollo Hospital - Tondiarpet
6539,Dr. Sowmya Rhagavan,,,Gynecologist,Apollo Hospital - Tondiarpet
6540,Dr. Visweswar Reddy,,,Nephrologist/RenalSpecialist,Apollo Hospital - Tondiarpet
6541,Dr. Thiruvarul,,,GeneralPhysician,Apollo Hospital - Tondiarpet
6542,Dr. R Murali,,,"PlasticSurgeon,GeneralPhysician",Apollo Hospital - Tondiarpet
6543,Dr. M.Sugandhapriya,,,Gynecologist,Apollo Hospital - Tondiarpet
6544,Dr. Ravi M S,,,"Cardiologist,GeneralPhysician",Apollo Hospital - Tondiarpet
6545,Dr. Ramkumar G,,,Gastroenterologist,Apollo Hospital - Tondiarpet
6546,Dr. Selvakumar E,,,GeneralPhysician,Apollo Hospital - Tondiarpet
6547,Dr. Sangamithray D,,,"Gynecologist,GeneralPhysician",Apollo Hospital - Tondiarpet
6548,Dr. Nirmala Murali,,,"Obstetrician,Gynecologist",Apollo Hospital - Tondiarpet
6549,Dr. Chandrasekaran A,,,"Orthopedist,GeneralPhysician",Apollo Hospital - Tondiarpet
6550,Dr. EKAMBRANATH T S,,,"Pediatrician,GeneralPhysician",Apollo Hospital - Tondiarpet
6551,Dr. T V Ashokan,,,"Psychiatrist,GeneralPhysician",Apollo Hospital - Tondiarpet
6552,Dr. S Anbu,,,Pediatrician,Apollo Hospital - Tondiarpet
6553,Dr. Latha Viswanathan,,,Pediatrician,Apollo Hospital - Tondiarpet
6554,Dr. Gobalakichenin M,,,"GeneralSurgeon,GeneralPhysician",Apollo Hospital - Tondiarpet
6555,Dr. Deiveegan K,,,"Neurosurgeon,GeneralPhysician",Apollo Hospital - Tondiarpet
6556,Dr. Anantharaman,,,Orthopedist,Apollo Hospital - Tondiarpet
6557,Dr. Prashanth.R,,,AlternativeMedicine,I-AIM Health Care
6558,Dr. V R Vivekanand,,,AlternativeMedicine,I-AIM Health Care
6559,Dr. Udayakumar P,,,AlternativeMedicine,I-AIM Health Care
6560,Dr. Gowripriya Ramachandran,,,,I-AIM Health Care
6561,Dr. Prasanna Kulkarni,,,AlternativeMedicine,I-AIM Health Care
6562,Dr. Neelambika,,,GeneralSurgeon,I-AIM Health Care
6563,Dr. Prashanth R,,,AlternativeMedicine,I-AIM Health Care
6564,Dr. Manjunath N P,,,,I-AIM Health Care
6565,Dr. Shreelatha,,,,I-AIM Health Care
6566,Dr. Narendra Pendse,,,,I-AIM Health Care
6567,Dr. Yashaswini G,,,,I-AIM Health Care
6568,Dr. Sahana,,,,I-AIM Health Care
6569,Dr. Prasan Shankar,,,,I-AIM Health Care
6570,Dr. Prateek,,,,I-AIM Health Care
6571,Dr. Seshasayee,,,,I-AIM Health Care
6572,Dr. P N Bhat,,,"GeneralPhysician,Acupuncturist",I-AIM Health Care
6573,Dr. Rekha T A,,,,I-AIM Health Care
6574,Dr. Hemashruthi,,,,I-AIM Health Care
6575,Dr. Girish Kumar.V,,,,I-AIM Health Care
6576,Dr. Vikram B,,,AlternativeMedicine,I-AIM Health Care
6577,Dr. Vd. Dilip P. Gadgil,,,,I-AIM Health Care
6578,Dr. Girimalla Patil,,,AlternativeMedicine,I-AIM Health Care
6579,Dr. Naveen Reddy C,,,Pediatrician,Russh Super Specialty Hospital
6580,Dr. Kranthi Reddy C,,,Gynecologist,Russh Super Specialty Hospital
6581,Dr. G Srinivasa Rao,,,Radiologist,Russh Super Specialty Hospital
6582,Dr. Tushar Ramrao Nemmaniwar,,,GeneralPhysician,Russh Super Specialty Hospital
6583,Dr. Sharath Chandra,,,Orthopedist,Russh Super Specialty Hospital
6584,Dr. B N Reddy,,,Dermatologist,Russh Super Specialty Hospital
6585,Dr. Somnath Gupta,,,"InternalMedicine,GeneralPhysician,ConsultantPhysician",Russh Super Specialty Hospital
6586,Dr. Ajay Kumar Joopaka,,,Psychiatrist,Russh Super Specialty Hospital
6587,Dr. B Murali Mohan,,,Pulmonologist,Russh Super Specialty Hospital
6588,Dr. P.Rajendra Prasad,,,Physiotherapist,Russh Super Specialty Hospital
6589,Dr. H Rahul,,,Neurologist,Russh Super Specialty Hospital
6590,Dr. P. Naveen kumar,,,Urologist,Russh Super Specialty Hospital
6591,Dr. Ravindranath,,,PlasticSurgeon,Russh Super Specialty Hospital
6592,Mrs. Kalpana,,,Dietitian/Nutritionist,Russh Super Specialty Hospital
6593,Dr. Srikanth,,,Orthopedist,Russh Super Specialty Hospital
6594,Dr. MD Ghousuddin,,,Pediatrician,Russh Super Specialty Hospital
6595,Dr. Sarveshwar Reddy,,,PediatricSurgeon,Russh Super Specialty Hospital
6596,Dr. T Shashikanth,,,ENT/Otorhinolaryngologist,Russh Super Specialty Hospital
6597,Dr. G Uday kiran,,,"LaparoscopicSurgeon,GeneralSurgeon",Russh Super Specialty Hospital
6598,Dr. T. Dinesh Singh,,,ENT/Otorhinolaryngologist,Russh Super Specialty Hospital
6599,Dr. Gundlapalle Srihari,,,Neurosurgeon,Russh Super Specialty Hospital
6600,Dr. V Ganga Shanker,,,"GeneralSurgeon,LaparoscopicSurgeon",Russh Super Specialty Hospital
6601,Dr. Dinesh Gangwani,,,GeneralPhysician,Seven Eleven Hospital
6602,Dr. Mukesh Devpura,,,Orthopedist,Seven Eleven Hospital
6603,Dr. Mithun Ghosh,,,,Seven Eleven Hospital
6604,Dr. Dr. Reetika Agarwal,,,,Seven Eleven Hospital
6605,Dr. Asav Shah,,,,Seven Eleven Hospital
6606,Dr. Pooja Binani,,,Nephrologist/RenalSpecialist,Seven Eleven Hospital
6607,Dr. Suraj Bagde,,,,Seven Eleven Hospital
6608,Dr. Paras jain,,,,Seven Eleven Hospital
6609,Dr. Anjana Gala,,,Dermatologist,Seven Eleven Hospital
6610,Dr. Ketan Parmar,,,"Psychiatrist,Sexologist,AddictionPsychiatrist",Seven Eleven Hospital
6611,Dr. Ramesh Singh,,,GeneralSurgeon,Seven Eleven Hospital
6612,Dr. Rohit Singh,,,,Seven Eleven Hospital
6613,Dr. Ashwini Kalyankar,,,Gynecologist,Seven Eleven Hospital
6614,Dr. Himanshu Shah,,,,Seven Eleven Hospital
6615,Dr. Poonam Devpura,,,,Seven Eleven Hospital
6616,Dr. Neeraj Jindal,,,Anesthesiologist,Seven Eleven Hospital
6617,Dr. Preeti Dixit,,,,Seven Eleven Hospital
6618,Dr. Mangesh Kulkarni,,,,Seven Eleven Hospital
6619,Dr. Darpan Thakre,,,Nephrologist,Seven Eleven Hospital
6620,Dr. Yogesh Pathidar,,,,Seven Eleven Hospital
6621,Dr. Kruti Shah,,,Physiotherapist,Seven Eleven Hospital
6622,Dr. Garima Jain,,,,Seven Eleven Hospital
6623,Dr. Anil Tomar,,,"Orthopedist,JointReplacementSurgeon",Dharamshila Hospital
6624,Dr. Kanika Sharma,,,GeneralPhysician,Dharamshila Hospital
6625,Dr. K.M Parthasarthy,,,InternalMedicine,Dharamshila Hospital
6626,Dr. Deni Gupta,,,MedicalOncologist,Dharamshila Hospital
6627,Dr. B. Niranjan Naik,,,GeneralSurgeon,Dharamshila Hospital
6628,Dr. Ashwani Johri,,,InternalMedicine,Dharamshila Hospital
6629,Dr. Atul Kumar Srivastava,,,Oncologist,Dharamshila Hospital
6630,Dr. Neha Agrawal,,,Anesthesiologist,Dharamshila Hospital
6631,Dr. Navneet Sharma,,,Radiologist,Dharamshila Hospital
6632,Dr. Mahesh Gupta,,,"Gastroenterologist,InternalMedicine",Dharamshila Hospital
6633,Dr. Suparno Chakrabarti,,,Oncologist,Dharamshila Hospital
6634,Dr. Sarita Rani Jaiswal,,,Oncologist,Dharamshila Hospital
6635,Dr. Satinder Kaur,,,Oncologist,Dharamshila Hospital
6636,Dr. Sanjay Deb,,,Pathologist,Dharamshila Hospital
6637,Dr. Sumedha Ahel Kotwal,,,Pathologist,Dharamshila Hospital
6638,Dr. Tarun Thukral,,,Pathologist,Dharamshila Hospital
6639,Dr. Ankur Verma,,,Anesthesiologist,Dharamshila Hospital
6640,Dr. Sneh Bhargava,,,Radiologist,Dharamshila Hospital
6641,Dr. Anjana Chandra,,,"Radiologist,Ultrasonologist",Dharamshila Hospital
6642,Dr. Arun Gera,,,Radiologist,Dharamshila Hospital
6643,Dr. Satish Bansal,,,Radiologist,Dharamshila Hospital
6644,Dr. G.Lakshminarayanan,,,Neurosurgeon,Pristine Hospital
6645,Dr. H.M.Prasanna,,,Orthopedist,Pristine Hospital
6646,Dr. Anantha Krishnan,,,Neurosurgeon,Pristine Hospital
6647,Dr. J Manjunath,,,ENT/Otorhinolaryngologist,Pristine Hospital
6648,Dr. Balachandra V,,,Orthopedist,Pristine Hospital
6649,Dr. Kumara,,,Dentist,Pristine Hospital
6650,Dr. Chandra Shekar M,,,Psychiatrist,Pristine Hospital
6651,Dr. Margaret Michael,,,Dermatologist,Pristine Hospital
6652,Dr. Srinivasan M.N,,,Radiologist,Pristine Hospital
6653,Dr. Lokesh K N,,,"MedicalOncologist,HematologicOncologist",Pristine Hospital
6654,Dr. Sridevi Huded,,,"Gynecologist,InfertilitySpecialist",Pristine Hospital
6655,Dr. Mahesh BP,,,Pediatrician,Pristine Hospital
6656,Dr. Lingaraj Ellgode,,,Pediatrician,Pristine Hospital
6657,Dr. Ravi Varma,,,VascularSurgeon,Pristine Hospital
6658,Dr. Girish Nelvagi,,,Urologist,Pristine Hospital
6659,Dr. Jayadev B,,,Anesthesiologist,Pristine Hospital
6660,Dr. Jagannath Dixit,,,SurgicalOncologist,Pristine Hospital
6661,Dr. V S Reddy,,,Ophthalmologist,Pristine Hospital
6662,Dr. Kumar M.P,,,Dentist,Pristine Hospital
6663,Dr. Ananda Kumar K,,,Radiologist,Pristine Hospital
6664,Dr. Shanth Kumar,,,PlasticSurgeon,Pristine Hospital
6665,Dr. Ramesha .K.T,,,PlasticSurgeon,Sagar Hospital DSI
6666,Dr. Basavaraj S Kyavater,,,Orthopedist,Sagar Hospital DSI
6667,Dr. Madhumita Das,,,Pathologist,Sagar Hospital DSI
6668,Dr. C.M Nagesh,,,Cardiologist,Sagar Hospital DSI
6669,Dr. Ravi Thippeswamy,,,MedicalOncologist,Sagar Hospital DSI
6670,Dr. Subramanyam,,,Cardiologist,Sagar Hospital DSI
6671,Dr. Shanthala S,,,"Gynecologist,LaparoscopicSurgeon(Obs&Gyn),Obstetrician",Sagar Hospital DSI
6672,Dr. Raghu M P,,,ENT/Otorhinolaryngologist,Sagar Hospital DSI
6673,Dr. Vishwanath BL,,,"Diabetologist,ObesitySpecialist",Sagar Hospital DSI
6674,Dr. Madhusudhan H.R.,,,Urologist,Sagar Hospital DSI
6675,Dr. M R Chandrasekhar,,,Gynecologist,Sagar Hospital DSI
6676,Dr. Subhash R C,,,GeneralSurgeon,Sagar Hospital DSI
6677,Dr. Sunil Christopher T,,,InternalMedicine,Sagar Hospital DSI
6678,Dr. Umakantha Adiga,,,Pediatrician,Sagar Hospital DSI
6679,Dr. Dinesh .S,,,Pulmonologist,Sagar Hospital DSI
6680,Dr. Vasanth Kumar SG,,,GeneralSurgeon,Sagar Hospital DSI
6681,Dr. Vinod Kumar,,,Psychiatrist,Sagar Hospital DSI
6682,Dr. Vijay Bhaskar (Ex. Major),,,ENT/Otorhinolaryngologist,Sagar Hospital DSI
6683,Dr. Deepak Shetty,,,PlasticSurgeon,Sagar Hospital DSI
6684,Dr. Veena G,,,ENT/Otorhinolaryngologist,Sagar Hospital DSI
6685,Dr. Prakash Babu,,,"GeneralSurgeon,LaparoscopicSurgeon",Sagar Hospital DSI
6686,Dr. Nagaraja,,,Dermatologist,Sagar Hospital DSI
6687,Dr. Venkata Krishna Rao,,,Diabetologist,Sagar Hospital DSI
6688,Dr. Ramesh Babu,,,GeneralSurgeon,Sagar Hospital DSI
6689,Dr. Amar B. R.,,,"Neurologist,GeriatricNeurologist",Sagar Hospital DSI
6690,Dr. Archana Ramesh,,,"Gynecologist,Obstetrician",Sagar Hospital DSI
6691,Dr. Anita Prasad,,,Ophthalmologist/EyeSurgeon,Sagar Hospital DSI
6692,Dr. Swati Prasad,,,Ophthalmologist/EyeSurgeon,Sagar Hospital DSI
6693,Dr. Mohan Kumar J,,,Orthopedist,Sagar Hospital DSI
6694,Dr. Rahul.N.S,,,VascularSurgeon,Sagar Hospital DSI
6695,Dr. Sudeep Bhandary,,,Toxicologist,Sagar Hospital DSI
6696,Dr. Anand Sanakal,,,Anesthesiologist,Sagar Hospital DSI
6697,Dr. Praveen. L. Basanagoudar,,,Orthopedist,Sagar Hospital DSI
6698,Dr. Sanjay Sen,,,Psychiatrist,Amri Hospitals
6699,Dr. Joydeep Banerjee,,,Orthopedist,Amri Hospitals
6700,Dr. Kanchan Bhattacharya,,,Orthopedist,Amri Hospitals
6701,Dr. Ansuman Mukhopadhyay,,,Pulmonologist,Amri Hospitals
6702,Dr. Anjan Pan,,,Orthopedist,Amri Hospitals
6703,Dr. Sagarika Mukherjee,,,"Endocrinologist,Diabetologist",Amri Hospitals
6704,Dr. Nandini Chakrabarti Bhattacharyya,,,"Gynecologist,Obstetrician",Amri Hospitals
6705,Dr. Supratik Bhattacharyya,,,Endocrinologist,Amri Hospitals
6706,Dr. Rahul Roy Chowdhury,,,Gynecologist,Amri Hospitals
6707,Dr. Abhishek Saha,,,"Orthopedist,JointReplacementSurgeon",Amri Hospitals
6708,Dr. Arnab Ghosh Hajra,,,"Psychiatrist,Neuropsychiatrist,GeriatricPsychiatrist",Amri Hospitals
6709,Dr. Somnath Ghosh,,,Ophthalmologist/EyeSurgeon,Amri Hospitals
6710,Dr. Biplab Deb,,,"Gynecologist,InfertilitySpecialist,Obstetrician",Amri Hospitals
6711,Dr. Abhijit Sarkar,,,Pediatrician,Amri Hospitals
6712,Dr. Tamohan Chaudhuri,,,RadiationOncologist,Amri Hospitals
6713,Dr. Prathama Chaudhuri,,,Psychiatrist,Amri Hospitals
6714,Dr. Prasenjit Chatterjee,,,RadiationOncologist,Amri Hospitals
6715,Dr. (Prof) Col Pradyot Sarkar,,,Psychiatrist,Amri Hospitals
6716,Dr. Ayusmati Thakur,,,InternalMedicine,Amri Hospitals
6717,Dr. Sandip Chakrabarti,,,"LaparoscopicSurgeon,BariatricSurgeon,GeneralSurgeon",Amri Hospitals
6718,Dr. Avijit Banerjee,,,"SpineAndPainSpecialist,PainManagementSpecialist",Amri Hospitals
6719,Dr. K Sudhir Reddy,,,"Orthopedist,JointReplacementSurgeon",Landmark Hospitals
6720,Dr. Sudharshan Reddy Bellur,,,Orthopedist,Landmark Hospitals
6721,Dr. B. Vijaya Lakshmi,,,"Gynecologist,Obstetrician",Landmark Hospitals
6722,Dr. M. Anil Kumar,,,Urologist,Landmark Hospitals
6723,Dr. Madhu Vasireddy,,,GeneralSurgeon,Landmark Hospitals
6724,Dr. Saroja Koppala,,,"InfertilitySpecialist,Gynecologist",Landmark Hospitals
6725,Dr. Arif Ahmed Farooqui,,,InternalMedicine,Landmark Hospitals
6726,Dr. Ambadas Kathare,,,Orthopedist,Landmark Hospitals
6727,Dr. Puli Vanaja Reddy,,,Psychologist,Landmark Hospitals
6728,Dr. K.Lavanya,,,"Physiotherapist,GeriatricPhysiotherapist",Landmark Hospitals
6729,Dr. Kamal Kumar Chawla,,,Cardiologist,Landmark Hospitals
6730,Dr. Satish Kumar Sharma,,,Cardiologist,Landmark Hospitals
6731,Dr. C.P.Sudheer,,,ENT/Otorhinolaryngologist,Landmark Hospitals
6732,Dr. Lakshmikanth Reddy,,,ConsultantPhysician,Landmark Hospitals
6733,Dr. VASANTHA KUMAR REDDY,,,,Landmark Hospitals
6734,Dr. B S Reddy,,,"Dermatologist,Cosmetologist",Landmark Hospitals
6735,Dr. M. Sandhya Swaroopa,,,Pulmonologist,Landmark Hospitals
6736,Dr. Sridharan,,,PlasticSurgeon,Landmark Hospitals
6737,Dr. D Rahul,,,Gastroenterologist,Landmark Hospitals
6738,Dr. Santosh Patil,,,"Orthopedist,SpineSurgeon,JointReplacementSurgeon",Landmark Hospitals
6739,Dr. Vishakha,,,"Neurosurgeon,SpineSurgeon,Neurologist",Landmark Hospitals
6740,Dr. Panda,,,Cardiologist,Alpha Hospital
6741,Dr. Aadhi,,,Neurologist,Alpha Hospital
6742,Dr. Naveed Siraj,,,Gynecologist,Alpha Hospital
6743,Dr. Aslam,,,GeneralPhysician,Alpha Hospital
6744,Dr. Rathanza,,,Urologist,Alpha Hospital
6745,Dr. Chand,,,Pulmonologist,Alpha Hospital
6746,Dr. Syed Sirajuddin,,,GeneralSurgeon,Alpha Hospital
6747,Dr. Syed Imam Uddin,,,Cardiologist,Alpha Hospital
6748,Dr. Deepak Goel,,,Neurologist,Alpha Hospital
6749,Dr. Shashidharan Rao,,,Orthopedist,Alpha Hospital
6750,Dr. M.A Azeem,,,Orthopedist,Alpha Hospital
6751,Dr. Anil Kumar,,,ENT/Otorhinolaryngologist,Alpha Hospital
6752,Dr. Nitin Goel,,,Ophthalmologist/EyeSurgeon,Alpha Hospital
6753,Dr. Khazim,,,Dentist,Alpha Hospital
6754,Dr. Adil,,,Urologist,Alpha Hospital
6755,Dr. Lalita Prasad,,,Urologist,Alpha Hospital
6756,Dr. Mohammaed Siraj Afroz,,,Pediatrician,Alpha Hospital
6757,Dr. L.Muralidhar,,,GeneralPhysician,Alpha Hospital
6758,Dr. Bajrang Pratap,,,Gastroenterologist,Alpha Hospital
6759,Dr. Raghu Ram,,,Oncologist,Alpha Hospital
6760,Dr. Chandra Mohan,,,Pulmonologist,Alpha Hospital
6761,Dr. Sulaiman Ladhani,,,Pulmonologist,Prince Ali Khan Hospital
6762,Dr. Ashiq Salam Patel,,,GeneralSurgeon,Prince Ali Khan Hospital
6763,Dr. Shagufta Shakeel Ansari,,,Gynecologist,Prince Ali Khan Hospital
6764,Dr. Fayyaz Memom,,,Orthopedist,Prince Ali Khan Hospital
6765,Dr. Yunus Loya,,,Cardiologist,Prince Ali Khan Hospital
6766,Mrs. Rashida Bismillah,,,"Diabetologist,Dietitian/Nutritionist",Prince Ali Khan Hospital
6767,Dr. Quasi Ali,,,Ear-Nose-Throat(ENT)Specialist,Prince Ali Khan Hospital
6768,Dr. Sadi Kote,,,Ear-Nose-Throat(ENT)Specialist,Prince Ali Khan Hospital
6769,Dr. Shajit Shaik,,,Ear-Nose-Throat(ENT)Specialist,Prince Ali Khan Hospital
6770,Dr. Samir Lambhe,,,Ear-Nose-Throat(ENT)Specialist,Prince Ali Khan Hospital
6771,Dr. K.K.Ezzy,,,ENT/Otorhinolaryngologist,Prince Ali Khan Hospital
6772,Dr. Anil Tendulkar,,,GeneralPhysician,Prince Ali Khan Hospital
6773,Dr. Unis Loya,,,Cardiologist,Prince Ali Khan Hospital
6774,Dr. N.Juwale,,,Cardiologist,Prince Ali Khan Hospital
6775,Dr. Sunil Maniar,,,Dermatologist,Prince Ali Khan Hospital
6776,Dr. Sneha J Shah,,,Ophthalmologist/EyeSurgeon,Prince Ali Khan Hospital
6777,Dr. Adwaita A Gore,,,"MedicalOncologist,HematologicOncologist",Prince Ali Khan Hospital
6778,Dr. Rakesh Shah,,,PediatricSurgeon,Prince Ali Khan Hospital
6779,Dr. Vishal Rathore,,,Ophthalmologist/EyeSurgeon,Prince Ali Khan Hospital
6780,Ms. Neha Shah,,,Psychologist,Prince Ali Khan Hospital
6781,Dr. Tariq Patel,,,Gastroenterologist,Prince Ali Khan Hospital
6782,Dr. Rahul Sharma,,,ENT/Otorhinolaryngologist,Maharaja Agrasen Hospital
6783,Dr. Vineet Malik,,,"InterventionalCardiologist,Cardiologist",Maharaja Agrasen Hospital
6784,Dr. Naveen Jain,,,Pediatrician,Maharaja Agrasen Hospital
6785,Dr. Aparna Singhal,,,"Dentist,Prosthodontist",Maharaja Agrasen Hospital
6786,Dr. Deepak Khandelwal,,,"Diabetologist,Endocrinologist",Maharaja Agrasen Hospital
6787,Dr. Arun Theraja,,,ENT/Otorhinolaryngologist,Maharaja Agrasen Hospital
6788,Dr. Ashwin Garg,,,GeneralPhysician,Maharaja Agrasen Hospital
6789,Dr. Priya Dahiya,,,"Gynecologist,InfertilitySpecialist",Maharaja Agrasen Hospital
6790,Dr. Anju Gambhir,,,PediatricSurgeon,Maharaja Agrasen Hospital
6791,Dr. Nitant Singhal,,,GeneralPhysician,Maharaja Agrasen Hospital
6792,Dr. Deepak Kothari,,,InternalMedicine,Maharaja Agrasen Hospital
6793,Dr. Jaideep Bansal,,,Neurologist,Maharaja Agrasen Hospital
6794,Dr. Bharat Rattan Jindal,,,PlasticSurgeon,Maharaja Agrasen Hospital
6795,Dr. Karan Chawdhary,,,"GeneralPhysician,Rheumatologist",Maharaja Agrasen Hospital
6796,Dr. Yogesh Kumar Kansal,,,ENT/Otorhinolaryngologist,Maharaja Agrasen Hospital
6797,Dr. Sudhir Kumar Garg,,,Ophthalmologist/EyeSurgeon,Maharaja Agrasen Hospital
6798,Dr. Sadhna Gupta,,,"Obstetrician,Gynecologist",Maharaja Agrasen Hospital
6799,Dr. V K Sahni,,,"Orthopedist,JointReplacementSurgeon,SpineAndPainSpecialist",Maharaja Agrasen Hospital
6800,Dr. Bharat Gopal,,,Cardiologist,Maharaja Agrasen Hospital
6801,Dr. Atul Kumar Garg,,,"JointReplacementSurgeon,Orthopedist",Maharaja Agrasen Hospital
6802,Dr. Charit Bhograj,,,Cardiologist,Vikram Hospital
6803,Dr. Girish Godbole,,,Cardiologist,Vikram Hospital
6804,Dr. Devananda,,,CardiothoracicandVascularSurgeon,Vikram Hospital
6805,Dr. B. A. Chandramouli,,,Neurosurgeon,Vikram Hospital
6806,Dr. M. Ramesh,,,LaparoscopicSurgeon,Vikram Hospital
6807,Dr. Amrithlal,,,SpineSurgeon,Vikram Hospital
6808,Dr. Chethan Nagaraj,,,"JointReplacementSurgeon,Orthopedist",Vikram Hospital
6809,Dr. K. N. Manjunath,,,InternalMedicine,Vikram Hospital
6810,Dr. Bhimasena Rao R. S,,,Pulmonologist,Vikram Hospital
6811,Dr. Balasubramanya Kumar,,,OralAndMaxilloFacialSurgeon,Vikram Hospital
6812,Dr. Kanti Shetty,,,PlasticSurgeon,Vikram Hospital
6813,Dr. Vivekanand N Bhat,,,"PlasticSurgeon,HairTransplantSurgeon,Dermatologist",Vikram Hospital
6814,Dr. Srinivas K,,,ENT/Otorhinolaryngologist,Vikram Hospital
6815,Dr. Lakshmi Vinutha Reddy,,,"Endocrinologist,Diabetologist",Vikram Hospital
6816,Dr. Gayathri Ravindra,,,"Obstetrician,Gynecologist,InfertilitySpecialist",Vikram Hospital
6817,Dr. Vetri Ganapathy,,,"Orthopedist,JointReplacementSurgeon",Vikram Hospital
6818,Dr. Madhuri Vidyashankar P,,,Gynecologist,Vikram Hospital
6819,Dr. K S Satish,,,Pulmonologist,Vikram Hospital
6820,Dr. Niti Raizada,,,MedicalOncologist,Vikram Hospital
6821,Dr. T. Manohar,,,"GeneralSurgeon,Urologist",Columbia Asia Hospital
6822,Dr. Savitha Shetty,,,Gynecologist,Columbia Asia Hospital
6823,Dr. Satish Kumar A,,,Hematologist,Columbia Asia Hospital
6824,Dr. Prabhakara Shetty Heggunje,,,Cardiologist,Columbia Asia Hospital
6825,Dr. Girish Anand M S,,,ENT/Otorhinolaryngologist,Columbia Asia Hospital
6826,Dr. Neelesh Reddy P R,,,MedicalOncologist,Columbia Asia Hospital
6827,Dr. Guruprasad Hosurkar,,,"Neurologist,GeriatricNeurologist",Columbia Asia Hospital
6828,Dr. Sreenivasa Murthy,,,ENT/Otorhinolaryngologist,Columbia Asia Hospital
6829,Dr. Arjun Srivatsa,,,"Neurosurgeon,SpineSurgeon",Columbia Asia Hospital
6830,Dr. Aruna Prasad,,,Dermatologist,Columbia Asia Hospital
6831,Dr. Shafalika.S.B,,,Gynecologist,Columbia Asia Hospital
6832,Dr. Arvind Kasaragod,,,Pediatrician,Columbia Asia Hospital
6833,Dr. Jyothi Shenoy V,,,Gynecologist,Columbia Asia Hospital
6834,Dr. K Srinivasan,,,Orthopedist,Columbia Asia Hospital
6835,Dr. Veerabhadra Guptha K,,,Nephrologist/RenalSpecialist,Columbia Asia Hospital
6836,Dr. Mukundan Seshadri,,,"CardiothoracicSurgeon,CardiothoracicandVascularSurgeon",Columbia Asia Hospital
6837,Dr. Sai Prasad T R,,,PediatricSurgeon,Columbia Asia Hospital
6838,Dr. Shankar R Kurpad,,,Orthopedist,Columbia Asia Hospital
6839,Dr. Srikanth Vijayasimha,,,GeneralSurgeon,Columbia Asia Hospital
6840,Dr. Meena Gnanasekharan,,,AdolescentAndChildPsychiatrist,Columbia Asia Hospital
6841,Dr. Sharath Kumar,,,"Rheumatologist,PediatricRheumatologist",Columbia Asia Hospital
6842,Dr. Arundathi Nagaraj,,,Dermatologist,Columbia Asia Hospital
6843,Dr. Anil.R,,,Neurologist,Columbia Asia Hospital
6844,Dr. Chetan Satish,,,PlasticSurgeon,Columbia Asia Hospital
6845,Dr. Hemanth,,,Orthopedist,Columbia Asia Hospital
6846,Dr. Aravind Ramkumar,,,SurgicalOncologist,Columbia Asia Hospital
6847,Dr. Tejas Suresh Rao,,,"GeneralPhysician,InternalMedicine",Columbia Asia Hospital
6848,Dr. Pallavi Patri,,,Nephrologist/RenalSpecialist,Columbia Asia Hospital
6849,Dr. Rahul.N.S,,,VascularSurgeon,Columbia Asia Hospital
6850,Dr. Umesh Jalihal,,,Gastroenterologist,Columbia Asia Hospital
6851,Dr. Prashanth Nippuleti,,,GeneralSurgeon,Thatha Hospital
6852,Dr. Vasu Dev,,,GeneralPhysician,Thatha Hospital
6853,Dr. Sridhar Gogineni,,,"Dermatologist,Venereologist",Thatha Hospital
6854,Dr. Nirmala,,,Pediatrician,Thatha Hospital
6855,Dr. V.S.N. Raju,,,Orthopedist,Thatha Hospital
6856,Dr. Reeta Agarwal,,,Gynecologist,Thatha Hospital
6857,Dr. K Naga Mohan Rao,,,GeneralSurgeon,Thatha Hospital
6858,Dr. Ajith Kumar Patnaik,,,"Cardiologist,GeneralPhysician",Thatha Hospital
6859,Dr. Bhanu Chander,,,Physiotherapist,Thatha Hospital
6860,Dr. Shyam,,,Anesthesiologist,Thatha Hospital
6861,Dr. Sirisha,,,Physiotherapist,Thatha Hospital
6862,Dr. D. Madhusudhan,,,"ENT/Otorhinolaryngologist,GeneralPhysician",Thatha Hospital
6863,Dr. Geeta,,,Gynecologist/Obstetrician,Thatha Hospital
6864,Dr. Pallavi,,,Gynecologist/Obstetrician,Thatha Hospital
6865,Dr. Ramapati,,,GeneralPhysician,Thatha Hospital
6866,Dr. Rama Krishna,,,Cardiologist,Thatha Hospital
6867,Dr. Ravi Chandra,,,Dermatologist,Thatha Hospital
6868,Dr. Swaroop,,,Psychiatrist,Thatha Hospital
