DOC_ID,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
5934,Dr. Suresh Cheekatla,16.0,MBBS MD - Medicine DM - Endocrinology ,Orthopedist,KIMS - Krishna Institute of Medical Sciences
5935,Dr. Suresh Gupta,62.0,MBBS MS - General Surgery ,GeneralSurgeon,Sir Ganga Ram Hospital
5935,Dr. Suresh Gupta,32.0,MBBS MD - Pediatrics ,Pediatrician,Sir Ganga Ram Hospital
5936,Dr. Suresh J Bahrani,,MBBS MD - Pathology DNB - Pathology ,"Dermatologist,Immunodermatologist",Criti Care Multi Speciality Hospital & Research Centre
5937,Dr. Suresh Jain,16.0,MBBS MD - Medicine FCCP FICA ,GeneralPhysician,Bombay Hospital & Medical Research Centre
5938,Dr. Suresh Kumar Abrol,6.0,MBBS MS - General Surgery ,GeneralSurgeon,Sri Balaji Action Medical Institute
5939,Dr. Suresh Kumar Sinha,,MBBS MD - Obstetrics & Gynaecology MRCOG ,Endocrinologist,Aditya Birla Memorial Hospital
5940,Dr. Suresh Kumar.,,MD - Internal Medicine DM - Cardiology ,Radiologist,Bhagwan Mahaveer Jain Hospital - Vasanthnagar
5941,Dr. Suresh Nayak,,MBBS MS - General Surgery MCh - Surgical Oncology ,"GeneralPhysician,InternalMedicine",Inamdar Multispeciality Hospital
5942,Dr. Suresh Raghavaiah,,MBBS MD - Pediatrics ,LaparoscopicSurgeon,BGS Global Hospital
5943,Dr. Suresh Rao K G,10.0,MBBS MD - Internal Medicine ,Anesthesiologist,Fortis Malar Hospital
5944,Dr. Suresh Reddy,,MBBS DNB - Obstetrics & Gynecology ,,Sri Sri Holistic Hospitals
5945,Dr. Suresh Sankla,11.0,MBBS MD - Physician ,Neurosurgeon,Saifee Hospital
5946,Dr. Suresh Sawardekar,36.0,MBBS MD - Medicine DNB - Neurology ,GeneralPhysician,S L Raheja Fortis Hospital
5947,Dr. Suresh Singhvi,27.0,MS - General Surgery FRCS - General Surgery (Upper GI) MBBS ,GeneralSurgeon,Sir Ganga Ram Hospital
5948,Dr. Suresh Vengsarkar,19.0,MBBS MD - General Medicine DNB - Nephrology ,Orthopedist,Bhatia  Hospital
5949,Dr. Suresh Vijan,6.0,MBBS MD - General Medicine DM - Oncology ,Cardiologist,Fortis Hospital
5950,Dr. Suresh. K. G,16.0,MBBS DMRE DNB - Radiotherapy ,InternalMedicine,Manipal Hospital
5951,Dr. Suri babu A,44.0,MBBS Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Urologist,Yashoda Hospital
5952,Dr. Surinder Jeet Arora,20.0,MBBS DNB - General Surgery MRCS (UK) ,Pediatrician,Max Smart Super Speciality Hospital
5953,Dr. Surinder Kaur Arora,21.0,MBBS MD - Pediatrics ,Pediatrician,Max Smart Super Speciality Hospital
5954,Dr. Surinder Kumar Aggarwal,19.0,MBBS MS - ENT ,InternalMedicine,Max Smart Super Speciality Hospital
5955,Dr. Surjya Kanta Mohanty,17.0,MBBS Post Graduate Diploma in Health Sciences (PGDHSc) Master of Health Sciences (MHSc) ,Anesthesiologist,People Tree Hospitals
5956,Dr. Suruchi Goyal Agarwal,21.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Pediatrician,Columbia Asia Hospital
5957,Dr. Surveen Ghumman,17.0,MBBS MD - Obstetrics & Gynaecology Diploma in Advanced Endoscopic Gynae Surgery Diploma in Advanced Gynaec Laparoscopic Surgery ,"InfertilitySpecialist,Gynecologist,Obstetrician",Max Super Speciality Hospital
5958,Dr. Surya Bahn,,,Orthopedist,Primus Super Speciality Hospital
5959,Dr. Surya Bhagwati,8.0,MBBS MD - Dermatology ,,Saifee Hospital
5960,Dr. Surya Pavan Reddy,35.0,MBBS MD - Radio Diagnosis/Radiology ,GeneralPhysician,Apollo Hospitals
5961,Dr. Suryakant Choudhary,20.0,MBBS MD - Psychiatry ,Oncologist,Bombay Hospital & Medical Research Centre
5962,Dr. Suryanarayana H V,,MBBS DDV MD - Dermatology ,Pulmonologist,Bhagwan Mahaveer Jain Hospital - Vasanthnagar
5963,Dr. Suryaprakash Bhandari,22.0,BDS MDS ,GeneralSurgeon,Godrej Memorial Hospital
5964,Dr. Susan George,11.0,MBBS ,Cardiologist,Global Hospital
5965,Dr. Susan K S,49.0,MBBS MD - General Medicine ,ENT/Otorhinolaryngologist,St Stephens Hospital
5966,Dr. Susan Zacharia,,MBBS MD - General Medicine ,Physiotherapist,Sancheti Hospital
5967,Dr. Susan Zachariah,,MBBS MD - Internal Medicine DM - Medical Oncology ,,Sancheti Hospital
5968,Dr. Sushal Shanthakumar,18.0,MBBS DM - Neurology ,Orthopedist,Manipal Hospital
5969,Dr. Sushant Srivastava,17.0,MBBS MD - Pediatrics ,VascularSurgeon,Blk Super Speciality Hospital
5970,Dr. Susheel Cleatus,,,PlasticSurgeon,Fortis Hospital
5971,Dr. Susheel Reddy,,MBBS MD - General Medicine DM - Neurology ,Cardiologist,Abhijay Hospital Pvt Ltd
5972,Dr. Susheela Gupta,3.0,MBBS MD - Internal Medicine IDCC (ISCCM) FCCP - Pulmonary Medicine ,"Gynecologist,Obstetrician,InfertilitySpecialist",Fortis Hospital
5973,Dr. Susheen Dutt H.K.,,,"ENT/Otorhinolaryngologist,HeadandNeckSurgeon",Fortis Hospital
5974,Dr. Sushil Azad,17.0,MBBS Fellowship in Rheumatology ,PediatricCardiologist,Fortis Escorts
5975,Dr. Sushil Garg,34.0,MBBS CCST - Internal Medicine ,Neurologist,Blk Super Speciality Hospital
5976,Dr. Sushil Kr. Chumber,6.0,MBBS ,Pathologist,St Stephens Hospital
5977,Dr. Sushil Kumar,11.0,MBBS MD - Psychiatry ,Neurologist,St Stephens Hospital
5977,Dr. Sushil Kumar,11.0,MBBS  FRCP ,Oncologist,Max Super Speciality Hospital
5978,Dr. Sushil Kumar Chadha,17.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,Thoracic(Chest)Surgeon,Sir Ganga Ram Hospital
5979,Dr. Sushil Sharma,,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,Orthopedist,Kailash Hospital
5980,Dr. Sushil T Jain,12.0,MBBS MS - ENT ,Pulmonologist,Masina Hospital 
5981,Dr. Sushila Narayan,,,GeneralSurgeon,Omega Hospital
5982,Dr. Sushma Rani Raju,,MBBS Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Nephrologist/RenalSpecialist,Sakra World Hospital
5983,Dr. Sushmita Mishra,34.0,MBBS DGO ,"Gynecologist,Obstetrician,InfertilitySpecialist",Fortis Hospital
5984,Dr. Sushrut A. Badve,,MBBS MD - Medicine DM - Endocrinology ,Orthopedist,Sahyadri Hospitals
5984,Dr. Sushrut A. Badve,,,Orthopedist,Sahyadri Speciality Hospital
5985,Dr. Sutanu Hazra,11.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,Orthopedist,Hindustan Health Point
5986,Dr. Sutopa Banerjee,6.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,"Gynecologist,Obstetrician,InfertilitySpecialist",Fortis Hospital
5987,Dr. Suvidha Kaul,,,ENT/Otorhinolaryngologist,MediHope Super Speciality Hospital
5988,Dr. Suviraj John,24.0,MBBS MS - General Surgery DNB ,BariatricSurgeon,Sir Ganga Ram Hospital
5989,Dr. Suyog Joshi,,MBBS Fellowship in Rheumatology ,Neurologist,Sahyadri Hospitals
5990,Dr. Suzanne John,13.0,MBBS MCh - Surgical Oncology ,Ophthalmologist/EyeSurgeon,Manipal Hospital
5991,Dr. Sveta Agarwal,,,Pediatrician,MediHope Super Speciality Hospital
5992,Dr. Swagatam Banerjee,,,"ENT/Otorhinolaryngologist,HeadandNeckSurgeon",Apollo Gleneagles Hospitals
5993,Dr. Swanand,,MBBS MS - ENT DNB - ENT ,Ear-Nose-Throat(ENT)Specialist,Sahyadri Hospitals
5994,Dr. Swapna Ch,,,Gynecologist,Sai Sanjeevini Hospitals
5995,Dr. Swapna Chekuri,,,"Obstetrician,Gynecologist,InfertilitySpecialist",Sai Sanjeevini Hospitals
5996,Dr. Swapna Kunduru,16.0,MS - ENT Fellowship in Skull Base Surgery ,Dermatologist,Continental Hospitals
5997,Dr. Swapna Parekh,13.0,MBBS MS - Obstetrics & Gynaecology ,Ophthalmologist/EyeSurgeon,Masina Hospital 
5998,Dr. Swapnil M. Keny,9.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery ,Orthopedist,Bombay Hospital & Medical Research Centre
5999,Dr. Swargam Vijaya Lakshmi,26.0,MBBS MS - General Surgery ,Anesthesiologist,Care Hospitals
6000,Dr. Swarnakumari C,23.0,MBBS MS - ENT ,"Gynecologist,Obstetrician",Apollo Hospital
6001,Dr. Swarnali Dutta,17.0,MBBS MD - General Medicine ,"Gynecologist,Obstetrician",Hindustan Health Point
6002,Dr. Swaroop,,,Psychiatrist,Thatha Hospital
6003,Dr. Swaroop Gopal,,MBBS MD - Medicine DM - Nephrology ,Neurosurgeon,Sakra World Hospital
6004,Dr. Swaroop Singh Gambhir,20.0,MBBS MS - General Surgery DNB - Plastic Surgery ,PlasticSurgeon,Sir Ganga Ram Hospital
6005,Dr. Swathi Potineni,,,Radiologist,NU Hospitals
6006,Dr. Swati Agarwal,,BAMS ,"AestheticDermatologist,Dermatologist",Rockland Hospital
6006,Dr. Swati Agarwal,7.0,MBBS MD - General Medicine DM - Oncology ,"AestheticDermatologist,Dermatologist",Max Smart Super Speciality Hospital
6007,Dr. Swati Garekar,17.0,MBBS MS - General Surgery ,"Cardiologist,Pediatrician",Fortis Hospital
6008,Dr. Swati Gowilkar,5.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) DNB - ENT FICS ,Ayurveda,Saifee Hospital
6009,Dr. Swati Inamdar,,,"GeneralSurgeon,LaparoscopicSurgeon,BariatricSurgeon",Sanjeevan Hospital
6010,Dr. Swati Kapadia,10.0,MBBS MD - Medicine DNB - Nephrology ,"Gynecologist,Obstetrician,LaparoscopicSurgeon(Obs&Gyn)",Global Hospital
6011,Dr. Swati Mhatre,22.0,MBBS ,Gynecologist,Bhatia  Hospital
6012,Dr. Swati Prasad,,,Ophthalmologist/EyeSurgeon,Sagar Hospital DSI
6013,Dr. Sweta Budyal,17.0,MBBS DNB - Orthopedics/Orthopedic Surgery Fellowship in Rheumatology ,"Endocrinologist,Diabetologist",Fortis Hospital
6014,Dr. Swetha,,MBBS Master of Public Health (MPH) Division of Clinical Psychology (DCP) ,GeneralPhysician,Medwin Hospitals
6015,Dr. Swetha Hariharan,15.0,BDS MDS ,Physiotherapist,Godrej Memorial Hospital
6016,Dr. Swetha J,20.0,MBBS MD - Oncology DM - Oncology ,Rheumatologist,People Tree Hospitals
6017,Dr. Syed Akbarul Haque,,MBBS MS - General Surgery FIAGES FICS ,Cardiologist,Criti Care Multi Speciality Hospital & Research Centre
6018,Dr. Syed Ameer Basha Paspala,8.0,MBBS MS - ENT FIAMS ,Neurosurgeon,Care Hospitals
6019,Dr. Syed Hussaini,26.0,MBBS MS - General Surgery MCh - Urology DNB - Urology/Genito - Urinary Surgery MNAMS - General Surgery ,GeneralPhysician,Continental Hospitals
6020,Dr. Syed Imam Uddin,,,Cardiologist,Alpha Hospital
6021,Dr. Syed Imran Ahmed,,,GeneralPhysician,Premier Hospital
6022,Dr. Syed Mustaq M Quadri,34.0,MBBS DNB - Internal Medicine ,"Cardiologist,Diabetologist,GeneralPhysician",Continental Hospitals
6023,Dr. Syed Omar,22.0,BPTh/BPT MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy ,Emergency&CriticalCare,Continental Hospitals
6024,Dr. Syed Riyasath Ali,27.0,MBBS Diploma in Radiation Medicine ,GeneralPhysician,Continental Hospitals
6025,Dr. Syed Shah Ali Hussaini,36.0,MBBS MS - General Surgery ,GeneralPhysician,Continental Hospitals
6026,Dr. Syed Sirajuddin,,,GeneralSurgeon,Alpha Hospital
6027,Dr. Syeda Maimuna A Khan,3.0,MS - General Surgery DNB FRCS - General Surgery MSc FRCS - Urology Fellow of the European Board of Urology (FEBU) ,InternalMedicine,Apollo Hospitals
6028,Dr. Sylvester Rodrigues,35.0,MBBS MDS - Oral & Maxillofacial Surgery ,Emergency&CriticalCare,Care Hospitals
6029,Dr. T Chandrashekar,,,Pediatrician,P D Hinduja Sindhi Hospital 
6030,Dr. T Jaya Krishna Reddy,17.0,BDS MDS - Oral Medicine and Radiology ,Orthopedist,Apollo Hospitals
6031,Dr. T L V D Prasad Babu,10.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery Fellowship Andrology and Mens Health ,"GastroIntestinalSurgeon,BariatricSurgeon",Yashoda Hospital
6032,Dr. T Lakshmi Kanth,19.0,MBBS MD - Anaesthesiology ,Gastroenterologist,KIMS - Krishna Institute of Medical Sciences
6033,Dr. T M Muddappa,37.0,MBBS DNB - Orthopedics/Orthopedic Surgery ,Ophthalmologist/EyeSurgeon,Mallige Medical Centre
6034,Dr. T N J Rajesh,,MBBS MD - General Medicine DM - Cardiology Fellowship In Interventional  Cardiology ,GeneralPhysician,Star Hospitals
6035,Dr. T Pavani,42.0,MS - Orthopaedics MBBS ,Radiologist,KIMS - Krishna Institute of Medical Sciences
6036,Dr. T S Sabeeha,25.0,MD - Obstetrics & Gynaecology MBBS ,"Gynecologist,Obstetrician",St.Isabel's Hospital
6037,Dr. T Senthil Kumar,26.0,MBBS MD - Medicine ,Urologist,Hindu Mission Hospital
6038,Dr. T Shashikanth,,,ENT/Otorhinolaryngologist,Russh Super Specialty Hospital
6039,Dr. T Subrahmanyam,20.0,MBBS MS - General Surgery PhD - Urology ,GeneralPhysician,Care Hospitals
6040,Dr. T Surendra Reddy,,MBBS MD - Obstetrics & Gynaecology DGO Fellow ship of Indian College of Obstetrics and Gynecology (FICOG) ,Oncologist,BGS Global Hospital
6041,Dr. T V Ashokan,,,"Psychiatrist,GeneralPhysician",Apollo Hospital - Tondiarpet
6042,Dr. T V Krishna Rao,,,ENT/Otorhinolaryngologist,Challa Hospitals
6043,Dr. T Vijay Kumar,,,Pediatrician,Prashanth Superspeciality Hospital
6044,Dr. T Vindhya,21.0,DNB - General Surgery MBBS ,"Gynecologist,Obstetrician,LaparoscopicSurgeon(Obs&Gyn)",Apollo Hospitals
6045,Dr. T. Dinesh Singh,,,ENT/Otorhinolaryngologist,Russh Super Specialty Hospital
6045,Dr. T. Dinesh Singh,,,ENT/Otorhinolaryngologist,BBR Super Speciality Hospital
6046,Dr. T. G. Kiran Babu,,DNB - Nephrology MD - Pediatrics MBBS ,GeneralPhysician,MaxCure Hospitals
6047,Dr. T. K. Neelamekam,,,"BariatricSurgeon,LaparoscopicSurgeon",Fortis Hospital
6047,Dr. T. K. Neelamekam,17.0,MBBS MS - Orthopaedics ,"BariatricSurgeon,LaparoscopicSurgeon",Fortis Malar Hospital
6048,Dr. T. Kamasree,20.0,DNB - Obstetrics & Gynecology DGO Fellowship in Minimal Access Surgery MNAMS - Obstetrics & Gynaecology MBBS ,Gynecologist,Care Hospitals
6049,Dr. T. Krishna Kumar,8.0,MBBS MS - Ophthalmology ,Cardiologist,Yashoda Hospital
6050,Dr. T. Manmadha Rao,26.0,MBBS MCEM Diploma in Health Administration ,Pulmonologist,KIMS - Krishna Institute of Medical Sciences
6051,Dr. T. Manohar,29.0,MBBS MS - General Surgery FBD (Fellowship in Breast Diseases) ,"GeneralSurgeon,Urologist",Columbia Asia Hospital
6051,Dr. T. Manohar,,,"GeneralSurgeon,Urologist",Columbia Asia Hospital
6052,Dr. T. N. C. Padmanabhan,27.0,MBBS MS - Ophthalmology ,Cardiologist,KIMS - Krishna Institute of Medical Sciences
6053,Dr. T. NAGA LAKSHMI,31.0,MBBS DNB - Radio Diagnosis ,,KIMS - Krishna Institute of Medical Sciences
6054,Dr. T. P. Karthik,30.0,MBBS MS - General Surgery MCh - Plastic Surgery ,"Pediatrician,Neonatologist,PaediatricIntensivist",Yashoda Hospital
6055,Dr. T. Padmavathi,17.0,MBBS ,Anesthesiologist,KIMS - Krishna Institute of Medical Sciences
6056,Dr. T. Raja,,,MedicalOncologist,Apollo Speciality Cancer Hospital
6056,Dr. T. Raja,10.0,MBBS DNB ,MedicalOncologist,Apollo Hospital
6057,Dr. T. S. Chowdhary,,BDS ,Ophthalmologist/EyeSurgeon,Tirath Ram Shah Hospital
6058,Dr. T. Sharath,19.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery MRCS (UK) ,GeneralPhysician,Care Hospitals
6059,Dr. T. Srinivasulu,,,GeneralPhysician,Aster Prime Hospitals
6060,Dr. T. Sundar,16.0,MBBS MD - Pulmonary Medicine Indian Diploma in Critical Care Course (IDCC) ,CardiothoracicSurgeon,Apollo Hospital
6061,Dr. T.Arul Mozhi,,MBBS MS - Ophthalmology ,Neurologist,Billroth Hospitals
6062,Dr. T.Chiranjeevi,,,Orthopedist,Sunshine Hospital
6063,Dr. T.L.N. Swamy,14.0,MBBS DCH MS - Counselling & Psychotherapy ,Pulmonologist,Care Hospitals
6064,Dr. T.M. Agrawal,,MBBS MS - General Surgery DNB - Neurology MCh - Neuro Surgery ,InternalMedicine,Kailash Deepak Memorial Hospital
6065,Dr. T.Narsimha Rao,,,Neurosurgeon,BBR Super Speciality Hospital
6066,Dr. T.PRATAP REDDY,4.0,MBBS MS - General Surgery MCh - Urology ,Oncologist,KIMS - Krishna Institute of Medical Sciences
6067,Dr. T.Ramamurti,23.0,MBBS MD - Obstetrics & Gynaecology Fellowship in Minimal Access Surgery ,Pathologist,Kamineni Hospitals
6068,Dr. T.S Ravindra,25.0,MBBS MS - Orthopaedics ,GeneralPhysician,Mallige Medical Centre
6069,Dr. T.S.Kannan,36.0,MBBS ,GeneralPhysician,St.Isabel's Hospital
6070,Dr. T.S.Subbiah,35.0,MBBS MD - Cardiology DM - Cardiology ,GeneralSurgeon,St.Isabel's Hospital
6071,Dr. T.Sharmila,13.0,MBBS MD - Obstetrics & Gynaecology ,Radiologist,Hindu Mission Hospital
6072,Dr. T.V. Ramakrishna Murty,10.0,MBBS MS - ENT ,Neurosurgeon,Care Hospitals
6073,Dr. T.V.Raja,40.0,MBBS MS - General Surgery Fellowship in Minimal Access Surgery ,Orthopedist,St.Isabel's Hospital
6074,Dr. T.V.Subramanyam,,,Orthopedist,Sunshine Hospital
6075,Dr. T.Vivek,4.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Orthopedist,St.Isabel's Hospital
6076,Dr. TR Hemkumar,,MBBS MS - General Surgery ,"InternalMedicine,GeneralPhysician",Sakra World Hospital
6077,Dr. Tahir Ahmed,26.0,MBBS MS - General Surgery Fellowship in Vascular & Endovascular Surgery ,"JointReplacementSurgeon,SpineSurgeon,Orthopedist",Fortis Malar Hospital
6078,Dr. Tallam R Prem Kumar,,MBBS MD - Pediatrics DM - Oncology ,GeneralPhysician,Sagar Hospital
6079,Dr. Tamohan Chaudhuri,,,RadiationOncologist,AMRI Hospital
6079,Dr. Tamohan Chaudhuri,,,RadiationOncologist,Amri Hospitals
6080,Dr. Tamojit Chakraborty,15.0,MBBS MS - Urology ,,Max Super Speciality Hospital
6081,Dr. Tamorish Kole,18.0,MBBS MD - Bio-Chemistry ,Emergency&CriticalCare,Max Super Speciality Hospital
6082,Dr. Tanaz Framroz,5.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery FCPS - Mid. & Gynae Diploma in Orthopaedics ,Dentist,Ruby Hall Clinic
6083,Dr. Tanmoy Majee,9.0,BSc - Dietitics / Nutrition Post Graduate In Food Science And Nutrition ,"InterventionalCardiologist,Cardiologist",Hindustan Health Point
6084,Dr. Tanna D D,39.0,MBBS ,Orthopedist,Bhatia  Hospital
6085,Dr. Tanu Bhatia,,,Homoeopath,MITR Hospitals
6086,Dr. Tanvir Singh,18.0,BDS MDS - Orthodontics & Dentofacial Orthopaedics ,"Orthodontist,Dentist",Sir Ganga Ram Hospital
6087,Dr. Tanya Buckshee Rohatgi,29.0,MS - Orthopaedics Diploma in Orthopaedics FCPS - Mid. & Gynae MBBS ,InfertilitySpecialist,Max Super Speciality Hospital
6088,Dr. Tanya Lobo,14.0,MBBS MD - General Medicine ,"Periodontist,DentalSurgeon",Masina Hospital 
6089,Dr. Tapadia Amol,,MBBS DNB - Pediatric Surgery ,Orthopedist,Sahyadri Speciality Hospital
6090,Dr. Tapan Kumar Das,11.0,MBBS MD - Pulmonary Medicine ,Cardiologist,Care Hospitals
6091,Dr. Tapan Mukherjee,,,GeneralSurgeon,Columbia Asia Hospitals
6092,Dr. Tapaswi Krishna,,,Pulmonologist,Global Hospital
6093,Dr. Tara Shankar Bhattacharya,30.0,MBBS DNB - General Medicine DNB (Cardiology) ,Orthopedist,Hindustan Health Point
6094,Dr. Tarakaram Narayana,27.0,MBBS MD - Obstetrics & Gynaecology ,Neurosurgeon,Mallige Medical Centre
6095,Dr. Taral  Nagda,14.0,MBBS MD - Obstetrics & Gynaecology DGO ,Orthopedist,Saifee Hospital
6096,Dr. Taranath Shetty,23.0,MBBS DNB - Obstetrics & Gynecology Fellowship in Reproductive Medicine ,GeneralPhysician,St. Philomena's Hospital
6097,Dr. Tarannum Shakeel,14.0,MBBS MD - Medicine ,Gynecologist,Blk Super Speciality Hospital
6098,Dr. Tariq Patel,28.0,MBBS MS - General Surgery ,Gastroenterologist,Bhatia  Hospital
6098,Dr. Tariq Patel,,,Gastroenterologist,Prince Ali Khan Hospital
6099,Dr. Tariq Salam,33.0,BHMS MD - Homeopathy ,OralAndMaxilloFacialSurgeon,Global Hospital
6100,Dr. Tarlochan Singh Kler,37.0,MBBS MD - Medicine DM - Gastroenterology ,Cardiologist,Fortis Escorts
6101,Dr. Tarun Bhatnagar,,MBBS Diploma in Orthopaedics MS - Orthopaedics ,"Somnologist,Pulmonologist",Rockland Hospital
6102,Dr. Tarun Gupta,,MBBS DNB - Paediatrics Fellowship in Neonatology ,Dermatologist,Kailash Hospital
6103,Dr. Tarun H Dave,,MBBS MD - Dermatology Diploma in Dermatology ,Cardiologist,Dr. Jivraj Mehta Smarak Health Foundation
6104,Dr. Tarun Javali,11.0,MBBS MS - General Surgery FRCS - General Surgery FAMS - Fellowship of the Academy Medicine ,"Urologist,Andrologist,LaparoscopicSurgeon",People Tree Hospitals
6105,Dr. Tarun K. Jeloka,,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery Fellowship in Joint Replacement Fellowship in Knee & Hip Surgery Fellowship in Shoulder and Knee Surgery Fellowship in Shoulder and Knee Surgery Fellowship in Shoulder and Knee Surgery ,Nephrologist/RenalSpecialist,Aditya Birla Memorial Hospital
6106,Dr. Tarun Kapur,45.0,MBBS MD - Pediatrics DCH ,Ophthalmologist/EyeSurgeon,Max Super Speciality Hospital
6107,Dr. Tarun Mittal,15.0,MBBS MS - General Surgery ,"GeneralSurgeon,LaparoscopicSurgeon",Sir Ganga Ram Hospital
6108,Dr. Tarun Thukral,,,Pathologist,Dharamshila Hospital
6109,Dr. Taruna,,,"Gynecologist,Obstetrician",Aakash Health Care
6110,Dr. Tasneem Dalal,30.0,MBBS DNB - Paediatrics ,Dentist,Saifee Hospital
6111,Dr. Tatikonda Seetharamaiah,,,RadiationOncologist,Omega Hospital
6112,Dr. Teena,,MBBS MD - General Medicine ,Pediatrician,Rockland Hospital
6113,Dr. Teesta Banerjee,8.0,D.O DNB - Ophthalmology MBBS Fellowship in Glaucoma Felowship in Medical Retina ,"Gynecologist,Obstetrician",Hindustan Health Point
6114,Dr. Tejal Shah,33.0,MBBS MSc - Psychology ,Pulmonologist,Godrej Memorial Hospital
6115,Dr. Tejal Soham Modi,28.0,MBBS MD - Radiotherapy DNB - Radiotherapy ,Pathologist,Apollo Hospitals
6116,Dr. Tejas Purandare,40.0,MS - Orthopaedics Fellowship of Australian Orthopaedics Association (FAOA) Fellowship in Hip and Knee replacement and reconstruction ,Gynecologist,Bhatia  Hospital
6116,Dr. Tejas Purandare,15.0,MBBS DNB - Orthopedics/Orthopedic Surgery Diploma in Orthopaedics ,Gynecologist,Masina Hospital 
6117,Dr. Tejas Suresh Rao,,,"GeneralPhysician,InternalMedicine",Columbia Asia Hospital
6118,Dr. Tejaswi Kamble,7.0,MBBS MD - Medicine DNB (Cardiology) ,OccupationalTherapist,Godrej Memorial Hospital
6119,Dr. Tejbir Singh Arora,6.0,MBBS MD - General Medicine Post Graduate Diploma in Diabetology (PGDD)(Madras Medical College) ,Orthopedist,Max Smart Super Speciality Hospital
6120,Dr. Tejeswi S. Gutti,,MBBS Diploma in Dermatology FRCS - Plastic Surgery FRCS - Plastic Surgery ,"Gastroenterologist,BariatricSurgeon,GastroIntestinalSurgeon",Bangalore Institute of Gastroenterology
6121,Dr. Tejeswini Deepak,,MBBS MS - ENT ,"Endocrinologist,GeneralPhysician",Sagar Hospital
6122,Dr. Tejinder Singh,6.0,MBBS DGO DNB - Obstetrics & Gynecology ,MedicalOncologist,Fortis Hospital
6123,Dr. Tendulkar,,,GeneralPhysician,Sanjeevan Hospital
6124,Dr. Thakur Ejaz Abdul,31.0,MBBS MD - Medicine ,GeneralPhysician,Masina Hospital 
6125,Dr. Thamba Aseem,,,Nephrologist/RenalSpecialist,Jaslok Hospital
6126,Dr. Thangaraj Paul Ramesh,32.0,MBBS MD - General Medicine Fellowship in Rheumatology ,GeneralPhysician,Apollo Hospital
6127,Dr. Thankam S,16.0,MS - General Surgery FICS ,Gynecologist,Manipal Hospital
6128,Dr. Thejavathy G. V,,MBBS MD - General Medicine DNB - Nephrology ,"Obstetrician,Gynecologist",Bhagwan Mahaveer Jain Hospital - Vasanthnagar
6129,Dr. Thichen Lama,22.0,"MD - Dermatology , Venereology & Leprosy MBBS ",PediatricSurgeon,Max Super Speciality Hospital
6130,Dr. Thilothamal N,11.0,MBBS Diploma in Anesthesiology DNB ,Psychologist,St.Isabel's Hospital
6131,Dr. Thirumalai Ganesan Govindasamy,9.0,Fellow of Academy of General Education (FAGE) MBBS MS - Ophthalmology ,Urologist,Apollo Hospital
6132,Dr. Thiruvarul,,,GeneralPhysician,Apollo Hospital - Tondiarpet
6133,Dr. Thomas J Kishen,9.0,MBBS MD - Medicine DNB (Cardiology) ,SpineSurgeon,Manipal Hospital
6134,Dr. Thomas Kuruvilla,,MBBS MCh - Paediatric Surgery MS - General Surgery ,GeneralPhysician,Holy Spirit Hospital
6135,Dr. Thomas MJ,,MBBS MD - Nephrology ,Psychiatrist,Sagar Hospital
6136,Dr. Thorat Tushar Sopan,8.0,MBBS MD - Pediatrics ,PlasticSurgeon,Sir H.N. Reliance Foundation Hospital & Research Centre
6137,Dr. Thota Radhakrishna,,,GeneralPhysician,P D Hinduja Sindhi Hospital 
6138,Dr. Thota Venkata Sanjeev Gopal,29.0,MBBS MD - Obstetrics & Gynaecology ,,Care Hospitals
6139,Dr. Thyagaraj J,,,PlasticSurgeon,Brookefield Hospital
6140,Dr. Tilak,47.0,MBBS MS - Orthopaedics MS - General Surgery ,Cardiologist,Saifee Hospital
6141,Dr. Tinku Bali Razdan,14.0,MBBS MS - Ophthalmology FRCS - General Surgery Fellowship in Vitreoretinal Surgery ,Ophthalmologist/EyeSurgeon,Sir Ganga Ram Hospital
6142,Dr. Tony Almeida,25.0,MBBS MRCS (UK) MCh - Surgical Gastroenterology/G.I. Surgery MS - General Surgery ,GeneralSurgeon,BSES MG Hospital
6143,Dr. Trilok Pratap Singh Bhandari,13.0,MBBS MD - Obstetrics & Gynaecology ,GeneralSurgeon,Apollo Hospitals
6144,Dr. Trimurti Nadkarni,14.0,MRCS (UK) ,Neurologist,Sir H.N. Reliance Foundation Hospital & Research Centre
