,ID,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1181,1181,Raj Retina & Eye Care Centre,"Patna, Patna",2,5
1182,1182,Mangalmurti Hospital,"Bhayandar East, Mumbai",1,15
1183,1183,Asian Hospital,"Bhugaon, Pune",1,10
1184,1184,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",1,17
1185,1185,Deccan Multispeciality Hardikar Hospital,"Shivaji Nagar, Pune",1,80
1186,1186,Maatre Hospital,"L.P. Savani, Surat",1,15
1187,1187,NIXI ICU & Accident Hospital,"Handewadi, Pune",1,25
1188,1188,Sai Medical Hospital And Maternity Home,"L.P. Savani, Surat",1,15
1189,1189,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",1,20
1190,1190,Welcare Hospital,"Palanpur Nd, Surat",1,15
1191,1191,Krishna Hospital,"Sangavi, Pune",1,10
1192,1192,Abhidhara Hospital,"Amroli, Surat",1,15
1193,1193,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",1,35
1194,1194,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1,25
1195,1195,Mayya Maternity Hospital,"Amroli, Surat",1,10
1196,1196,Ram Krishna Hospital,"Sadashiv Peth, Pune",1,10
1197,1197,Sahara Nursing Home,"Govandi, Mumbai",1,12
1198,1198,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",1,9
1199,1199,Olive Hospital,"Adajan Dn, Surat",1,15
1200,1200,Waltair Multicare Hospital,"Waltair R S, Visakhapatnam",1,5
1201,1201,Chaitanya Hospital,"Parvati Gaon, Pune",1,25
1202,1202,Mahavir Nursing Home,"Govandi, Mumbai",1,20
1203,1203,Dhanvantari Hospital,"Andheri West, Mumbai",1,12
1204,1204,Ankur Hospital,"Varachha Road, Surat",1,8
1205,1205,Sriji Hospital,"Adajan Dn, Surat",1,16
1206,1206,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",1,50
1207,1207,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1,25
1208,1208,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",1,2
1209,1209,City Hospital,"Jogeshwari West, Mumbai",1,20
1210,1210,Samvedana Physiotherapy & Rehabilitation Centre @ Samvedana Hospital,"Sector 48, Noida",1,100
1211,1211,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1,10
1212,1212,Nupoor Maternity Home & Sonography Clinic,"Pal Bhatha, Surat",1,7
1213,1213,NuCare Hospital,"Baner, Pune",1,25
1214,1214,Arth Hospital,"Nalasopara East, Mumbai",1,20
1215,1215,Ramlok ENT Hospital,"Bhayandar West, Mumbai",1,20
1216,1216,Globus Hospital,"Nalasopara East, Mumbai",1,23
1217,1217,Royal Hospital,"Katraj, Pune",1,6
1218,1218,Siddhi Hospital & Laparoscopy Center Pvt. Ltd.,"Dhankawadi, Pune",1,51
1219,1219,Sai Ganga Hospital,"Bhayandar East, Mumbai",1,20
1220,1220,Kamat Hospital,"Chinchwad, Pune",1,50
1221,1221,Ruby Hospital,"Jogeshwari West, Mumbai",1,26
1222,1222,Sai Hospital,"Antop Hill, Mumbai",1,25
1223,1223,Khaire Hospital,"Chinchwad, Pune",1,20
1224,1224,Green City Hospital,"Greater Noida, Noida",1,50
1225,1225,CT Nursing Home,"Dhanori, Pune",1,20
1226,1226,Yatharth Wellness Superspeciality Hospital,"Sector 110, Noida",1,340
1227,1227,Radha Krishna Pavan Nursing Home,"Sriharipuram, Visakhapatnam",1,3
1228,1228,Sainath Hospital,"Moshi, Pune",1,100
1229,1229,Bharati Vidyapeeth Deemed University & Medical College,"Dhankawadi, Pune",1,800
1230,1230,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",1,15
1231,1231,Bhoir Hospital,"Thergaon, Pune",1,5
1232,1232,Apex Hospital,"Govandi, Mumbai",1,10
1233,1233,Ashtvinayak Hospital,"Moshi, Pune",1,50
1234,1234,Hira Surgical Nursing Home,"Goregaon East, Mumbai",1,7
1235,1235,Krishna Children's Hospital,"Akkayyapalem, Visakhapatnam",1,2
1236,1236,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",1,9
1237,1237,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1,10
1238,1238,C T Hospital,"Thergaon, Pune",1,10
1239,1239,Patni Hospital,"Goregaon, Mumbai",1,15
1240,1240,Devashri Hospital,"Padmavati, Pune",1,5
1241,1241,5th Sense Animal Health Care,"Baner, Pune",1,2
1242,1242,Saidharm Eye Hospital,"Katargam, Surat",1,2
1243,1243,Mannat Hospital,"Govandi, Mumbai",1,18
1244,1244,K K Hospital,"Chandan Nagar, Pune",1,45
1245,1245,Aarushi Orthopaedic Hospital,"Amroli, Surat",1,15
1246,1246,Shubham Hospital,"L.P. Savani, Surat",1,16
1247,1247,Atharv Hospital,"Shivaji Nagar, Pune",1,10
1248,1248,Shree Pandav Multispeciality Hospital,"Amroli, Surat",1,15
1249,1249,Atharva Hospital,"Kandivali East, Mumbai",1,15
1250,1250,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1,9
1251,1251,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",1,12
1252,1252,Prakash Nursing Home,"Nalasopara West, Mumbai",1,14
1253,1253,Unique Hospitals,"Udhna, Surat",1,100
1254,1254,Ashwini Hospital,"Chinchwad, Pune",1,10
1255,1255,Shree Ayurveda Hospital,"Varachha Road, Surat",1,2
1256,1256,Shree Nandan Eye Hospital,"Varachha Road, Surat",1,6
1257,1257,Pinkle Hospital,"Haripura, Surat",1,18
1258,1258,Atharva Hospital & Research Center,"Sion East, Mumbai",1,20
1259,1259,Mahavir Vatsalya Aspataal,"Kurji Md. Pur, Patna",1,120
1260,1260,Pune Netralaya,"Aundh, Pune",1,1
1261,1261,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1,10
1262,1262,Arylok Hospital,"Sinhagad Road, Pune",1,2
1263,1263,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",1,20
1264,1264,Deshpande Eye Hospital & Laser Center,"Paud Road, Pune",1,1
1265,1265,Sri Gopal Hospital,"Katargam, Surat",1,21
1266,1266,Global Nursing Home,"Ghatkopar, Mumbai",1,30
1267,1267,Lokmanya Hospital,"Nigdi, Pune",1,110
1268,1268,Puranik Hospital,"Malad West, Mumbai",1,10
1269,1269,Avadh Eye Hospital,"Kankarbagh, Patna",1,20
1270,1270,Oshodhara Mother and Child Hospital Pvt Ltd,"Kankarbagh, Patna",1,20
1271,1271,Savani Surgical Hospital,"Varachha Road, Surat",1,15
1272,1272,Desai Accident & General Hospital,"Bhosari, Pune",1,48
1273,1273,Nityaseva Hospital,"Sangvi, Pune",1,2
1274,1274,Khushi Hospital,"Godadara, Surat",1,14
1275,1275,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",1,2
1276,1276,Marathe Hospital,"Swargate, Pune",1,10
1277,1277,Sahawas Hospital,"Karve Nagar, Pune",1,5
1278,1278,Agarwal Nursing Home,"Bandra West, Mumbai",1,9
1279,1279,Pritam Children's Hospital,"Bhosari, Pune",1,25
1280,1280,Shobhana Hospital,"Bhayandar East, Mumbai",1,11
1281,1281,Gavane Hospital,"Wakad, Pune",1,5
1282,1282,Ortho World,"Kankarbagh, Patna",1,50
1283,1283,Dugad Hospital,"Satara Road, Pune",1,15
1284,1284,Nihar Hospital,"Adajan Dn, Surat",1,15
1285,1285,Amrut Nursing Home,"Ghatkopar West, Mumbai",1,15
1286,1286,State Cancer Institute,"Sheikhpura, Patna",1,400
1287,1287,Saidhan Eye Hospital ,"Mulund East, Mumbai",1,4
1288,1288,Desai's Orthopaedic Hospital,"Adajan Dn, Surat",1,16
1289,1289,Govandi Nursing Home,"Govandi, Mumbai",1,12
1290,1290,APS Nursing Home,"Hadapsar, Pune",1,15
1291,1291,Universal Hospital,"Kasba Peth, Pune",1,50
1292,1292,Max Hospital,"Godadara, Surat",1,20
1293,1293,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1,40
1294,1294,Surya Hospital,"Andheri, Mumbai",1,15
1295,1295,Shastri Nursing Home,"Santacruz East, Mumbai",1,15
1296,1296,Dr Prakash Bhambure Clinic,"Satara Road, Pune",1,100
1297,1297,Sadguru Hospital,"Goregaon West, Mumbai",1,15
1298,1298,Bakshi Hospital,"Kothrud, Pune",1,7
1299,1299,Lokmanya Hospital,"Swargate, Pune",1,50
1300,1300,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1,7
1301,1301,Atharva Nursing Home,"Pimple Nilakh, Pune",1,4
1302,1302,Vidya Hospital,"Dadri, Noida",1,100
1303,1303,Modern Hospital,"Nana Peth, Pune",1,15
1304,1304,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1,8
1305,1305,Krishnadeep Hospital,"Nalasopara West, Mumbai",1,4
1306,1306,Shreeji Clinic & Nursing Home,"Sachin, Surat",1,15
1307,1307,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1,20
1308,1308,"Dr Ashvith Shetty's Clinic, Hiranandani hospital","Powai, Mumbai",1,240
1309,1309,Manas Hospital,"Sector 34, Noida",1,82
1310,1310,Orbit Hospital,"Mulund East, Mumbai",1,12
1311,1311,Jogeshwari Hospital,"Jogeshwari West, Mumbai",1,14
1312,1312,Sujay Hospital And Research Center,"Juhu, Mumbai",1,30
1313,1313,Vivek Nursing Home,"Ghatkopar West, Mumbai",1,20
1314,1314,Santura Hospital,"Greater Noida, Noida",1,20
1315,1315,IMAX MULTISPECIALITY HOSPITAL,"Wagholi, Pune",1,70
1316,1316,Vikas Nursing Home,"Govandi, Mumbai",1,21
1317,1317,Usha Kiran Eye Hospital,"Thergaon, Pune",1,2
1318,1318,Nandanvan Surgical Hospital,"Varachha Road, Surat",1,15
1319,1319, Vivek Children Hospital,"L.P. Savani, Surat",1,21
1320,1320,Shree ENT Nursing Home,"Vileparle East, Mumbai",1,5
1321,1321,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1,21
1322,1322,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",1,10
1323,1323,Patil Eye Hospital,"Bhosari, Pune",1,2
1324,1324,Anand Hospital,"Varachha Road, Surat",1,7
1325,1325,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1,10
1326,1326,Matruvarsha Hospital,"Mandvi SR, Surat",1,15
1327,1327,Rode Hospital,"Dighi Camp, Pune",1,15
1328,1328,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",1,2
1329,1329,Usha Hospital,"Hadapsar, Pune",1,8
1330,1330,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",1,11
1331,1331,Aashirwad Hospital,"Andheri West, Mumbai",1,6
1332,1332,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1,15
1333,1333,Lotus hospital,"Govandi, Mumbai",1,18
1334,1334,Mandar Nursing Home,"Bandra West, Mumbai",1,9
1335,1335,Dr. Akash Garg Clinic,"Sector 22, Noida",1,34
1336,1336,Sri Sai Ram Hospital,"Langer House, Hyderabad",1,20
1337,1337,Chandorkar Hospital,"Borivali, Mumbai",1,6
1338,1338,P.K.Child Care Hospital,"Porur, Chennai",1,3
1339,1339,Sundar Eye Hospital,"Anna Nagar, Chennai",1,20
1340,1340,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",1,10
1341,1341,Koncept Hospitals,"Kodambakkam, Chennai",1,5
1342,1342,M.V. Centre For Diabetes,"Velachery, Chennai",1,2
1343,1343,Rajan Eye Care Hospital,"Adyar, Chennai",1,2
1344,1344,Lalitha Nursing Home,"Alwarthirunagar, Chennai",1,4
1345,1345,Sakthi Hospital,"Royapuram, Chennai",1,5
1346,1346,Ramani Hospital,"Ashok Nagar, Chennai",1,7
1347,1347,Kalpana Hospital,"Velachery, Chennai",1,1
1348,1348,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",1,50
1349,1349,AVS Hospital,"Pallikaranai, Chennai",1,6
1350,1350,Vadapalani Hospital,"Vadapalani, Chennai",1,5
1351,1351,Choolai 24hrs Hospital,"Choolai, Chennai",1,35
1352,1352,Dr. Leena N Sreedhar Consultation Chamber,"Moti Nagar, Delhi",1,60
1353,1353,Centre For Sexual & Mental Health,"Greater Kailash Part 2, Delhi",1,20
1354,1354,Surya Hospital - Krishna Nagar,"Krishna Nagar, Delhi",1,50
1355,1355,Bimla Devi Hospital,"Mayur Vihar Ph-II, Delhi",1,20
1356,1356,Indraprastha Apollo Hospital,"Jasola, Delhi",1,10
1357,1357,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",1,10
1358,1358,S.R Hospitals,"Ashok Nagar, Chennai",1,20
1359,1359,Mind Zone,"Adyar, Chennai",1,70
1360,1360,Malar Eye Care,"Adyar, Chennai",1,1
1361,1361,SKS Pet Hospital,"Neelankarai, Chennai",1,2
1362,1362,Karunya Hospital,"Medavakkam, Chennai",1,1
1363,1363,Life Care Hospital,"Pudupet, Chennai",1,25
1364,1364,Vasantha Multi Speciality Hospital,"Thiruvottiyur, Chennai",1,30
1365,1365,E.G.Hospital,"Choolai, Chennai",1,2
1366,1366,New Life Fertility & IVF Centre,"Nanganallur, Chennai",1,5
1367,1367,M.N.Eye Hospital,"Tondiarpet, Chennai",1,20
1368,1368,Medway Hospital,"Adyar, Chennai",1,10
1369,1369,Vasan Eye Care Hospital,"Kilpauk, Chennai",1,10
1370,1370,Vee Care Dental,"Kottivakkam, Chennai",1,20
1371,1371,Vaigai ENT,"Washermenpet, Chennai",1,1
1372,1372,Amma Hospital,"Nungambakkam, Chennai",1,30
1373,1373,Vasantha Hospital,"Washermenpet, Chennai",1,30
1374,1374,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",1,10
1375,1375,Saraswati Hospital,"Thiruvottiyur, Chennai",1,7
1376,1376,HCG Hospital,"Mylapore, Chennai",1,50
1377,1377,S.S.Eye Hospital.,"Mannady, Chennai",1,10
1378,1378,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",1,5
1379,1379,Shyam Hospital,"Delhi, Delhi",1,25
1380,1380,Bapu Nature Cure Hospital & Yogashram,"Mayur Vihar Ph-I, Delhi",1,40
1381,1381,Banarasi Das Chandiwal Institute Of Medical Sciences,"Kalkaji, Delhi",1,30
1382,1382,Paschimi Hospital,"Paschim Vihar, Delhi",1,10
1383,1383,Jai Nar Hospital,"Meera Bagh, Delhi",1,10
1384,1384,Jhamb Medical and Maternity Centre,"Shalimar Bagh, Delhi",1,7
1385,1385,Magadh Hospita,"Delhi, Delhi",1,5
1386,1386,Park Nursing Home,"Ranjit Nagar, Delhi",1,4
1387,1387,Handa Nursing Home,"Raja Garden, Delhi",1,45
1388,1388,Jain Eye Hospital And Laser Centre,"Shalimar Bagh, Delhi",1,2
1389,1389,Sai Vinayak Dental Hospital,"Shalimar Bagh, Delhi",1,2
1390,1390,Muskaan Hospital,"Rohini, Delhi",1,50
1391,1391,Prashanti Nursing Home,"Rohini, Delhi",1,6
1392,1392,Chandar Leela Hospital,"Uttam Nagar, Delhi",1,15
1393,1393,Rao Dental Hospital,"Tilak Nagar, Delhi",1,2
1394,1394,Netra Eye Hospital,"Dwarka, Delhi",1,2
1395,1395,Sanjay Global Hospital,"Jahangirpuri, Delhi",1,4
1396,1396,Davita Care India Pvt Ltd,"Chanakyapuri, Delhi",1,20
1397,1397,Mahajan Hospital,"Adarsh Nagar, Delhi",1,10
1398,1398,Khetarpal Hospital,"Bali Nagar, Delhi",1,60
1399,1399,"Visitech Eye Centre, Jasola","Jasola, Delhi",1,8
1400,1400,Bhagwan Mahavir hospital,"Delhi, Delhi",1,25
1401,1401,Dr Arya's Dental Hospital,"Bhajanpura, Delhi",1,1
1402,1402,Friends Hospital,"Rohini, Delhi",1,4
1403,1403,ISIS Hospital,"Kailash Colony, Delhi",1,12
1404,1404,Mahajan Children Hospital & Nursing Home,"Uttam Nagar, Delhi",1,8
1405,1405,B T Hospital,"Mukherjee Nagar, Delhi",1,2
1406,1406,Behl Hospital ,"Naraina Vihar, Delhi",1,15
1407,1407,Agarwal Nursing Home,"Tri Nagar, Delhi",1,10
1408,1408,Viola Hospital ,"Okhla, Delhi",1,15
1409,1409,Param Tej Sehra Medical Centre,"Punjabi Bagh, Delhi",1,5
1410,1410,Patel Hospital,"Laxmi Nagar, Delhi",1,25
1411,1411,"Apollo Spectra Hospital,Kailash Colony","East Of Kailash, Delhi",1,16
1412,1412,New Rohini Hospital,"Rohini, Delhi",1,8
1413,1413,Tomar Medical Centre,"Janak Puri, Delhi",1,18
1414,1414,Blk Super Speciality Hospital,"Rajendra Nagar, Delhi",1,650
1415,1415,Cygnus Sonia Hospital,"Nangloi, Delhi",1,70
1416,1416,RG Stone Urology And Laparoscopy Hospital,"Karkardooma, Delhi",1,30
1417,1417,Dr. Lal Hospital,"Badarpur, Delhi",1,10
1418,1418,Apurbha Hospital,"Delhi, Delhi",1,7
1419,1419,Tirath Ram Hospital,"Delhi, Delhi",1,30
1420,1420,M D Eye Care & Laser Centre,"Greater Kailash Part 2, Delhi",1,7
1421,1421,Springdales Hospital,"Rohini, Delhi",1,25
1422,1422,Shakthi Maternity Centre,"Ayanavaram, Chennai",1,4
1423,1423,Dr. Mohan's Diabetic Specialities Centre,"OMR Road, Chennai",1,15
1424,1424,Cloudnine Clinic,"Andheri West, Mumbai",1,100
1425,1425,Geetha Hospital ,"Avalahalli, Bangalore",1,6
1426,1426,Cloudnine Hospital,"Old Airport Road, Bangalore",1,50
1427,1427,Devi Eye Hospital,"HSR Layout, Bangalore",1,5
1428,1428,GARDEN CITY HOSPITAL,"Jayanagar 3 Block, Bangalore",1,50
1429,1429,People Tree Hospitals at Chris,"Kalyan Nagar, Bangalore",1,100
1430,1430,Vagus Superspeciality Hospital,"Malleswaram, Bangalore",1,150
1431,1431,R C Hospital,"Rajarajeshwarinagar, Bangalore",1,20
1432,1432,Marvel Multispeciality Hospital,"Koramangala 1 Block, Bangalore",1,50
1433,1433,Fortis Hospital,"Bannerghatta Road, Bangalore",1,400
1434,1434,Health India Hospital,"Tavarekere, Bangalore",1,50
1435,1435,Matthew Hospital,"HSR Layout, Bangalore",1,10
1436,1436,Lakshmi Maternity & Surgical  Centre,"Malleswaram, Bangalore",1,40
1437,1437,NU Hospitals,"Padmanabhanagar, Bangalore",1,62
1438,1438,Cure Hospital ,"RT Nagar, Bangalore",1,15
1439,1439,Apollo Cradle,"Koramangala 6 Block, Bangalore",1,15
1440,1440,Pralaksha Hospital,"Hosur Road, Bangalore",1,35
1441,1441,Cure n Care Hospital,"Horamavu, Bangalore",1,20
1442,1442,Subbiah Hospital,"Mathikere - BEL, Bangalore",1,24
1443,1443,Trupthi Nursing Home,"Basaveshwaranagar, Bangalore",1,10
1444,1444,Cloudnine Clinic,"Brookefield, Bangalore",1,4
1445,1445,Mamatha Hospital,"Sanjay Nagar, Bangalore",1,10
1446,1446,Dr. Mohan's  Diabetes Specialities Centre,"Porur, Chennai",1,15
1447,1447,Diavisita Diabetes & Multispeciality Hospital,"Banashankari 3rd Stage, Bangalore",1,50
1448,1448,Zydus Hospital,"Thaltej, Ahmedabad",1,550
1449,1449,Akshar Multispeciality Hospital,"Vastral, Ahmedabad",1,15
1450,1450,Cutis Hospital,"Ghatlodia, Ahmedabad",1,14
1451,1451,Karunesh Neuro & Spine Surgical Hospital,"Bapunagar, Ahmedabad",1,10
1452,1452,Ahmedabad Piles Fistula Hospital,"Paldi, Ahmedabad",1,10
1453,1453,Navkar ENT Hospital,"Paldi, Ahmedabad",1,5
1454,1454,Mazumdar Shaw Medical Center,"Anekal, Bangalore",1,1200
1455,1455,Supra South City Hospital,"JP Nagar 7 Phase, Bangalore",1,25
1456,1456,Saikrupa Hospital For Women & Surgical Center,"Vijayanagar, Bangalore",1,20
1457,1457,Bilva Hospital,"Malleswaram, Bangalore",1,34
1458,1458,Siddanth Hospital ENT & Multispeciality Centre,"Siddapura, Bangalore",1,10
1459,1459,Prasad Eye Hospital,"Koramangala, Bangalore",1,2
1460,1460,Punya Hospital,"Basaveshwaranagar, Bangalore",1,60
1461,1461,Ring Road Hospital,"Banashankari, Bangalore",1,10
1462,1462,Sun Orthopaedic Hospital,"Mathikere - BEL, Bangalore",1,20
1463,1463,Columbia Asia Hospital,"Yeshwanthpur, Bangalore",1,160
1464,1464,Sai Krupa Multi Speciality Dental Care Hospital,"Basaveshwaranagar, Bangalore",1,5
1465,1465,MGA Hospital,"Marathahalli, Bangalore",1,15
1466,1466,Anugraha Nursing Home,"Malleswaram, Bangalore",1,15
1467,1467,Mathru Multispecialty Hospital,"Kanakpura Road, Bangalore",1,35
1468,1468,Omega Multispeciality Hospital,"Yelahanka New Town, Bangalore",1,40
1469,1469,PVR Dental Hospital,"Nanganallur, Chennai",1,1
1470,1470,City Tower Hospitals,"Anna Nagar, Chennai",1,52
1471,1471,Surya Fertility Centre,"T Nagar, Chennai",1,2
1472,1472,Prime Care Nursing Home,"Adambakkam, Chennai",1,6
1473,1473,Vijayam Hospital and Fertility Centre,"Keelkattalai, Chennai",1,25
1474,1474,A2Z  Pregnanacy Care,"Anna Nagar East, Chennai",1,15
1475,1475,Jyothi Siddha & Ayurveda Hospital,"Tambaram, Chennai",1,10
1476,1476,Suraj Hospital,"Perumbakkam, Chennai",1,15
1477,1477,Christudas Hospital,"Tambaram East, Chennai",1,15
1478,1478,G R Fertility Centre,"Adambakkam, Chennai",1,20
1479,1479,Prakruthi Veterinary Hospital,"Banashankari, Bangalore",1,2
1480,1480,Annamalai Hospital,"West Mambalam, Chennai",1,10
1481,1481,SKS Pet Hospital,"Kottivakkam, Chennai",1,2
1482,1482,V. S. Hospital,"Kovilambakkam, Chennai",1,8
1483,1483,Lakshya Hospital Fertility & Women's Centre,"Tambaram, Chennai",1,20
1484,1484,Shivas Eye Care Hospital,"Anna Nagar, Chennai",1,1
1485,1485,Visa Hospital - T Nagar,"T Nagar, Chennai",1,5
1486,1486,Sri Sai Sakthi Nursing Home,"MKB Nagar, Chennai",1,10
1487,1487,Rathna Nursing Home,"Triplicane, Chennai",1,15
1488,1488,Radial Ortho Speciality Hospital,"Medavakkam, Chennai",1,10
1489,1489,Healing Hospital,"Sector 34, Chandigarh",1,50
1490,1490,Manasa Hospital,"Vijayanagar, Bangalore",1,39
1491,1491,Adarsh Multi Specialty Hospital,"Kengeri, Bangalore",1,20
1492,1492,Chamundi Hospital,"Madiwala, Bangalore",1,10
1493,1493,Raghavendra People Tree Hospital,"T Dasarahalli, Bangalore",1,100
1494,1494,Ramakrishna Nursing Home,"Malleswaram, Bangalore",1,22
1495,1495,Devi Nursing Home,"Koramangala 2 Block, Bangalore",1,1
1496,1496,HCG Hospitals,"Koramangala 5 Block, Bangalore",1,6
1497,1497,Health  Cottage  Hospital,"Ulsoor, Bangalore",1,20
1498,1498,Nagarathna Hospital,"Kanakpura Road, Bangalore",1,8
1499,1499,Hitech Kidney Stone Hospital,"Jayanagar 7 Block, Bangalore",1,3
1500,1500,Davita Care India Pvt. Ltd,"Shantinagar, Bangalore",1,20
1501,1501,Vinayaka speciality hospital,"Bommanahalli, Bangalore",1,4
1502,1502,Sahasra Hospitals,"Jayanagar, Bangalore",1,35
1503,1503,"CHIRAG HOSPITAL, Bangalore","JP Nagar 2 Phase, Bangalore",1,25
1504,1504,Dr Solanki Eye Hospital,"Malleswaram, Bangalore",1,10
1505,1505,Mallige Hospital,"Peenya, Bangalore",1,15
1506,1506,Vasan Eye Care Hospital,"Vijayanagar, Bangalore",1,2
1507,1507,Dr. Agarwal's Eye Hospital,"Frazer Town, Bangalore",1,4
1508,1508,Hitech Unity Hospital,"Bapujinagar, Bangalore",1,25
1509,1509,Apurva Hospital,"Delhi, Delhi",1,25
1510,1510,Max Smart Super Speciality Hospital,"Saket, Delhi",1,10
1511,1511,Tyagi hospital,"Dilshad Garden, Delhi",1,20
1512,1512,Medanta Superspeciality Hospital,"Vijay Nagar, Indore",1,150
1513,1513,Kamineni Fertility Centre,"King Koti, Hyderabad",1,50
1514,1514,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",1,6
1515,1515,Manasa Hospital,"Padmarao Nagar, Hyderabad",1,5
1516,1516,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1,10
1517,1517,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",1,10
1518,1518,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1,10
1519,1519,Ashadeep Hospital,"Vijay Nagar, Indore",1,25
1520,1520,One Centre for Gynaecological Excellence,"Vijay Nagar, Indore",1,10
1521,1521,Agarwal Hospital & Fertility Centre,"Vaishali Nagar, Jaipur",1,15
1522,1522,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1,10
1523,1523,Salasar Child Hospital,"Dehar Ka Balaji, Jaipur",1,10
1524,1524,Dana Shivam Hospital,"Vidhyadhar Nagar, Jaipur",1,100
1525,1525,Dr. N M Saboo Memorial Hospital & Research Hospital,"Murlipura, Jaipur",1,20
1526,1526,Royal Eye Care Hospital,"Adarsh Nagar, Jaipur",1,25
1527,1527,Bansal Hospital,"Shyam Nagar, Jaipur",1,15
1528,1528,Antra Hospital,"Jawahar Nagar, Jaipur",1,15
1529,1529,Sarvopari Dental and ENT Hospital,"Jagatpura, Jaipur",1,10
1530,1530,Lal Kothi Hospital,"Lal Kothi, Jaipur",1,15
1531,1531,Maa ENT Hospital,"Kothapet, Hyderabad",1,5
1532,1532,15 Bases Hospital,"Hayathnagar, Hyderabad",1,15
1533,1533,Adarsh Hospital,"Rohini Sector 24, Delhi",1,16
1534,1534,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",1,42
1535,1535,Allwin Hospital,"Khairatabad, Hyderabad",1,15
1536,1536,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1,15
1537,1537,Aruna Hospital,"Ecil, Hyderabad",1,50
1538,1538,Rishab Eye Centre,"Sainikpuri, Hyderabad",1,20
1539,1539,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1,50
1540,1540,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1,5
1541,1541,Vijaya Multispeciality Hospital,"Secunderabad, Hyderabad",1,100
1542,1542,Ohm Nursing Home,"Nacharam, Hyderabad",1,7
1543,1543,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1,15
1544,1544,Metro Hospital,"Nizampet, Hyderabad",1,20
1545,1545,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",1,30
1546,1546,Janasri Nursing Home,"Serilingampally, Hyderabad",1,5
1547,1547,Asia Hospital,"Old City, Hyderabad",1,6
1548,1548,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1,15
1549,1549,Cure Hospital,"Old Bowenpally, Hyderabad",1,35
1550,1550,K.G Hospital,"West Marredpally, Hyderabad",1,15
1551,1551,Padma Hospital,"Miyapur, Hyderabad",1,35
1552,1552,Ambaa Hospitals,"Langer House, Hyderabad",1,25
1553,1553,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",1,8
1554,1554,Sahid Khudiram Bose Hospital,"Belgharia, Kolkata",1,60
1555,1555,SVS Marwari Hospital,"Raja Ram Mohan Sarani, Kolkata",1,150
1556,1556,Shruti Nursing Home,"Bandra, Mumbai",1,11
1557,1557,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1,6
1558,1558,FourCare Hospital,"Vileparle East, Mumbai",1,6
1559,1559,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",1,15
1560,1560,Mohit Hospital,"Borivali East, Mumbai",1,25
1561,1561,Shiv Om Hospital,"Mira Road, Mumbai",1,20
